record_id,title,year,search_source,screen_decision_codex,screen_decision_gemini,screen_confidence_codex,screen_confidence_gemini,exclude_code_codex,exclude_code_gemini,rationale_codex,rationale_gemini,screen_consensus,oauth_auth_method_codex,oauth_auth_method_gemini,human1_decision,human2_decision,adjudicated_final_decision,exclude_code,decision_rationale,adjudicator_id,screening_tier,codex_retry2_model,consensus_note,review_priority,review_type
REC_07715,Toward an AI Knowledge Assistant for Context-Aware Learning Experiences in Software Capstone Project Development,2024,IEEE,,include,0.0,0.9,,,"T2: single-AI tier, Gemini only","This is an empirical quantitative study (n=150) from 2024 (IEEE) focusing on an AI Knowledge Assistant in an educational capstone setting, measuring student preference and practical value. While effect size data is not explicitly stated in the abstract, it is highly likely to be available given the quantitative survey and linguistic analysis methodology.",include,,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_02169,Pre-service teachers' perceptions and intentions regarding the use of chatbots through statistical and lag sequential analysis,2023,WoS,,include,0.0,0.85,,,"T2: single-AI tier, Gemini only","This empirical quantitative study examines pre-service teachers' perceptions and intentions regarding chatbot use in an educational setting, employing statistical analysis. The year of publication is within the target window; sample size needs verification from the full text.",include,,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_04697,The role of personality traits in predicting educational use of generative AI in higher education,2025,WoS,include,uncertain,0.83,0.0,,,"Large survey (n=1,016) linking generative AI educational use to Big Five traits via regression and ANN, so it meets the empirical AI-adoption criteria for education. ([nature.com](https://www.nature.com/articles/s41598-025-16339-0?utm_source=openai))","gemini failed: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your quota will reset after 2s.. Retrying after 2799.771199ms...
Attempt 2 failed: You have exhausted your ",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
REC_07598,Art Innovation or Plagiarism? Chinese Students’ Attitudes Toward AI Painting Technology and Influencing Factors,2024,IEEE,include,uncertain,0.78,0.0,,,"Mixed-method survey of 1,298 Chinese students from five universities and three high schools measured attitudes toward AI painting technology, reporting Pearson correlations and regression coefficients (e.g., R²=0.419, p<0.01) that tie gender and education level to acceptance, so it meets the empirical adoption/acceptance, AI-tool, sample-size, and statistical-reporting criteria. ([researchgate.net](https://www.researchgate.net/publication/381369784_Art_innovation_or_plagiarism_Chinese_Students%27_attitudes_towards_AI_painting_technology_and_influencing_factors))","gemini failed: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your quota will reset after 3s.. Retrying after 3626.293996ms...
Attempt 2 failed: You have exhausted your ",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
REC_07603,Empirical Assessment of AI-Powered Tools for Vocabulary Acquisition in EFL Instruction,2024,IEEE,include,uncertain,0.64,0.0,,,"Survey-based empirical analysis of 110 EFL students who used AI-powered language platforms and mobile apps, coupled with Apriori association-rule mining to link that actual use with vocabulary outcomes, satisfies the criteria for educational AI adoption/usage measurement and statistical relationships. ([doaj.org](https://doaj.org/article/b415ed0faca94ac0862708af333377b3))","gemini failed: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your quota will reset after 5s.. Retrying after 5843.226764ms...
Attempt 2 failed: You have exhausted your ",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
REC_11802,Attitudes toward the adoption of 2 artificial intelligence–enabled mental health tools among prospective psychotherapists: Cross-sectional study,2023,PsycINFO,include,uncertain,0.83,0.0,,,"Cross-sectional quantitative study of 206 psychology students/trainee psychotherapists measuring intention to use two AI-enabled mental health tools via an extended UTAUT model, with structural equation models and p-values reported for adoption intention predictors, so it satisfies the inclusion criteria. ([pmc.ncbi.nlm.nih.gov](https://pmc.ncbi.nlm.nih.gov/articles/PMC10372564/?utm_source=openai))","gemini failed: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your quota will reset after 4s.. Retrying after 4627.324327ms...
Attempt 2 failed with status 429. Retrying",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
REC_13529,"Exploring the Diffusion of Digital Technologies in Higher Education Entrepreneurship: The Impact of the Utilization of AI and TikTok on Student Entrepreneurial Knowledge, Experience, and Business Performance",2025,WoS,,include,0.0,1.0,,,"T2: single-AI tier, Gemini only","The study is a quantitative mixed-methods analysis (SEM-PLS) from 2025, investigating AI utilization among 125 student entrepreneurs in higher education, meeting all inclusion criteria.",include,,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_00125,Exploring the ‘dark side’ of AI‐powered digital assistants: A moderated mediation model of antecedents and outcomes of perceived creepiness,2025,PsycINFO,include,uncertain,0.55,0.0,,,"Surveyed 509 AI-powered digital assistant users and modelled statistical relationships among anxiety, perceived creepiness, distrust/disengagement, and downstream intentions to adopt or disengage from DAs, so it clearly meets the quantitative, adoption-measure, and n≥50 criteria. ([pure.uj.ac.za](https://pure.uj.ac.za/en/publications/exploring-the-dark-side-of-ai-powered-digital-assistants-a-modera/?utm_source=openai))","gemini failed: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your quota will reset after 1s.. Retrying after 1191.00828ms...
Attempt 2 failed with status 429. Retrying ",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
REC_05362,Influence of pedagogical beliefs and perceived trust on teachers’ acceptance of educational artificial intelligence tools,2023,PsycINFO,uncertain,include,0.63,0.85,,,"The title strongly suggests a study on educators’ acceptance of AI tools with trust/perception constructs, likely fitting education and adoption constructs, but the record provides no abstract detail on design, publication year/language, or whether quantifiable effect sizes are reported; full-text screening is needed.","Title indicates an empirical study on teachers' acceptance of AI tools in an educational context, aligning with inclusion criteria 1, 2, 3, and 5. No immediate exclusion criteria are met based on the title.",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_08943,Effectiveness of ChatGPT in remote learning environments: An empirical study with medical students in Saudi Arabia,2025,WoS,include,uncertain,0.73,0.0,,,"Cross-sectional survey of 386 Saudi medical students assesses ChatGPT effectiveness, includes usage frequency/adoption perceptions, and reports t-test/ANOVA stats, so it meets all empirical, AI-in-education, adoption-measurement, sample-size, and statistical-reporting criteria. ([pubmed.ncbi.nlm.nih.gov](https://pubmed.ncbi.nlm.nih.gov/39150345/?utm_source=openai))","gemini failed: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your quota will reset after 3s.. Retrying after 3075.704634ms...
Attempt 2 failed with status 429. Retrying",include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
REC_06059,A holistic exploration of student attitudes toward AI use in higher education: an international comparison,2025,WoS,,include,0.0,0.9,,,"T2: single-AI tier, Gemini only","This empirical mixed-methods study includes quantitative survey data on student attitudes and use of AI in higher education, fitting within the target publication window and meeting the sample size requirement. It is highly likely to report effect sizes.",include,,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_10209,Teachers’ and students’ use of ChatGPT at Social science faculty in the public and private Universities of Bangladesh,2025,Scopus,,include,0.0,0.8,,,"T2: single-AI tier, Gemini only","This is a quantitative study examining ChatGPT use and intentions in teachers and students within higher education. Although specific effect size reporting is not explicit, the methodology suggests such data is likely available.",include,,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_01469,Developing the questionnaire of self-efficacy and needs in using large-language model-based AI services,2025,PsycINFO,,include,0.0,0.9,,,"T2: single-AI tier, Gemini only","The study develops and validates a questionnaire for self-efficacy and needs in using LLMAIs, with insights pivotal for instructional effectiveness. It is an empirical quantitative study with 398 participants, published in 2025, and will likely report effect sizes for validation.",include,,oauth,,,,,,,T2_single_ai,,,HIGH,include_confirm
REC_10036,Counselor type (Human/AI) and consultation intention: A moderated mediation model of trust and psychological counseling scenarios,2025,PsycINFO,include,uncertain,0.83,0.0,,,"Large-scale (n=477 across two studies) randomized survey comparing human vs. AI counselors reports statistical tests of consultation intention, trust mediators, and scenario moderators, so it meets the empirical quantitative/education AI adoption criteria with adequate sample and statistical relationships. ([bmcpsychology.biomedcentral.com](https://bmcpsychology.biomedcentral.com/articles/10.1186/s40359-025-02741-w?utm_source=openai))",gemini timed out after 300s,include,retry_codex_for_t2,oauth,,,,,,,T2_single_ai,gpt-5.1-codex-mini,codex_only_retry2_gemini_pending,HIGH,include_confirm
REC_07192,Examining ChatGPT adoption among educators in higher educational institutions using extended UTAUT model,2024,WoS; Scopus,include,uncertain,0.96,0.0,,,"This is an empirical quantitative study of ChatGPT adoption in higher education educators (n=1,214) using an extended UTAUT model with SEM, directly measuring intention/use behavior outcomes. The design strongly implies availability of standardized path coefficients and it is within the 2015-2025 window in an indexed scholarly source.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00827,College students' use behavior of generative AI and its influencing factors under the unified theory of acceptance and use of technology model,2025,WoS; Scopus,include,uncertain,0.98,0.0,,,"This is an empirical quantitative UTAUT-based study of generative AI adoption/use behavior in higher education with primary survey data from 1,190 college students. The abstract reports significant correlations and structural relationships (behavioral intention/use), making effect-size data likely available.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00828,Artificial intelligence facilitators in higher education institutions: A student-centric exploration with comparative analysis in Asian countries,2025,WoS; Scopus,include,uncertain,0.9,0.0,,,"This is an empirical, quantitative HEI student study centered on AI adoption intention, using TAM/tripartite-attitude constructs and SEM with reported path relationships, which is typically compatible with effect-size extraction. Year (2025) and WoS/Scopus indexing fit the target window and likely peer-reviewed status, though the abstract does not state sample size explicitly.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00829,Exploring factors that influence graduate students' intention to use generative artificial intelligence in academic research: PLS-SEM and fsQCA methods,2025,WoS; Scopus,include,uncertain,0.96,0.0,,,"This is an empirical quantitative study (survey n=460) of graduate students that focuses on generative AI and measures behavioral intention to use it in an educational research context. Use of PLS-SEM strongly indicates standardized path coefficients/effect sizes are available, and the 2025 publication year is within the target window.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07193,ChatGPT and higher education student well-being: role of subjective norm and anthropomorphism with TAM,2025,WoS; Scopus,include,uncertain,0.96,0.0,,,"The abstract describes a quantitative primary survey study (n=128) of higher-education students using PLS-SEM to test TAM-based relationships for ChatGPT adoption, so AI is focal and adoption/intention outcomes are measured. Given SEM analysis and indexing in WoS/Scopus in 2025, effect-size/path data and peer-reviewed status are likely available.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_10785,Functional vs Ethical Drivers in Generative AI Adoption: A PLS-SEM Study in Business Education,2025,Scopus; WoS,include,include,0.94,0.95,,,"The abstract describes an empirical quantitative PLS-SEM study of ChatGPT adoption/use among university business students (n=118), which fits AI-focused educational adoption criteria within 2015-2025. SEM-based studies typically report standardized path coefficients, so effect-size data is very likely available.","This is an empirical quantitative PLS-SEM study published in 2025, focusing on ChatGPT adoption among university students, with an adequate sample size (N=118). It directly addresses AI adoption in an educational context and likely provides effect size data.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07196,The TOP drivers of academics' adoption of ChatGPT in teaching,2025,WoS; Scopus,include,uncertain,0.96,0.0,,,"This is a quantitative survey study (n=479) of higher-education educators focused specifically on ChatGPT/AI adoption in teaching, with adoption intention as the outcome. The abstract indicates a modeled path structure (indirect effects, variance explained), making effect-size data likely available in the full paper.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00832,Unlocking ChatGPT's potential: a comparative study of student adoption intentions in higher education across India and Poland,2025,WoS; Scopus,include,uncertain,0.96,0.0,,,"This is a primary quantitative study (n=1074) on ChatGPT adoption in higher education students using UTAUT and SEM, with intention/use outcomes explicitly measured. Given SEM-based cross-country model testing, standardized path/effect-size data is very likely available in the full paper.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_10798,Effectiveness of AI-powered Tutoring Systems in Enhancing Learning Outcomes,2024,WoS; Scopus,include,uncertain,0.95,0.0,,,"This is a 2024 empirical quantitative survey study (n=284) of university students using PLS-SEM, with AI-powered tutoring systems as the focal technology in an educational context. It measures adoption-related constructs (e.g., expectancy/use-related perceptions, satisfaction, engagement) and likely reports standardized path coefficients suitable for meta-analytic effect-size extraction.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00831,The role of perceived utility and ethical concerns in the adoption of AI-based data analysis tools: A multi-group structural equation model analysis among academic researchers,2025,WoS; Scopus,include,include,0.9,1.0,,,"The abstract describes a quantitative SEM study (N=750) on adoption of AI-based tools among university academic researchers, with adoption predictors and moderation effects explicitly modeled. Given SEM multi-group analysis, standardized path/beta-type effect sizes are very likely reported, and the 2025 timing fits the target window.","This is an empirical quantitative SEM study focusing on AI adoption among academic researchers in universities. It explicitly measures adoption, is published within the target window, has a sufficient sample size, and SEM results imply effect size data.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_10809,The relationship between students' self-regulated learning skills and technology acceptance of GenAI,2025,WoS,include,uncertain,0.95,0.0,,,"This is an empirical, survey-based quantitative study (n=435) of university students that focuses specifically on GenAI adoption using TAM constructs (perceived ease of use/usefulness). The abstract reports predictive associations among constructs, making standardized beta/path-type effect sizes likely available in the full paper.","gemini-flash empty response: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your qu",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00834,Exploring the acceptance of generative artificial intelligence-assisted learning and design creation among students in art design specialties: based on the extended TAM model,2025,WoS,include,uncertain,0.97,0.0,,,"This is an empirical quantitative study in an educational student population (n=382) focused on AIGC adoption, using questionnaire data and SEM grounded in TAM constructs (PU, PEOU, ATT, BI). SEM hypothesis testing strongly suggests standardized path coefficients/effect-size-relevant data are available, and the 2025 date is within range.","gemini-flash empty response: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your qu",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07204,ChatGPT in the classroom: navigating the generative AI wave among international business students - a moderated mediation approach,2025,WoS; Scopus,include,include,0.96,0.9,,,"This is an empirical quantitative survey study (n=526) of international business students that focuses specifically on ChatGPT and models behavioral intention via attitude using SPSS/SmartPLS. The moderated mediation/path-analytic design strongly indicates standardized path coefficients/effect-size-relevant outputs are available, and the 2025 publication year is within scope.","The title suggests a quantitative study on ChatGPT/generative AI in an educational context with students, using a 'moderated mediation approach' which implies the examination of adoption constructs and effect sizes.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_10810,"Students' perceptions of generative AI in EFL writing: Strategies, self-efficacy, satisfaction and behavioural intention",2025,WoS; Scopus,include,include,0.95,1.0,,,"This is a quantitative cross-sectional study of 399 university EFL students focused on generative AI chatbots, with clear adoption-related outcomes (behavioral intention, satisfaction, self-efficacy). The abstract reports SEM path coefficients (e.g., .784, .525, .353), indicating usable effect-size data, and the 2025 publication year is within scope.","This is an empirical quantitative study (N=399) published in 2025 focusing on generative AI in an EFL university setting, measuring behavioral intention and reporting structural equation model results with path coefficients. The study is in English and likely peer-reviewed (indexed by WoS/Scopus).",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00838,Are university teachers ready for generative artificial intelligence? Unpacking faculty anxiety in the ChatGPT era,2025,WoS; Scopus,include,uncertain,0.97,0.7,,,"This is an empirical quantitative study using primary survey data from 249 university faculty and analyzes behavioral intention to adopt ChatGPT (AI focal) in higher education via PLS-SEM. The design strongly suggests reportable standardized path/effect estimates, and the 2025 publication year is within the target window.","The study title indicates relevance to AI in education and adoption-related constructs among university teachers. However, the methodology (empirical quantitative) and whether usable effect sizes are reported cannot be determined from the title alone.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00836,Exploring college students' utilization of generative AI for career information seeking: an integrated model with PLS-SEM and FsQCA approach,2025,WoS; Scopus,include,include,0.94,0.9,,,"The study is an empirical quantitative survey of 502 college students using PLS-SEM (and fsQCA), with generative AI use behavior as the focal outcome in an educational population. The design strongly implies standardized path/effect-size outputs suitable for meta-analysis, and the 2025 timing and WoS/Scopus indexing fit the target window and publication standards.","The study is a quantitative empirical study with primary data, focuses on Generative AI utilization by college students in an educational context, uses PLS-SEM, reports a sample size of 502, and was published in 2025.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_15354,Use of ChatGPT at University as a Tool for Complex Thinking: Students' Perceived Usefulness,2023,WoS; Scopus,include,uncertain,0.95,0.7,,,"The study is a quantitative online survey (n=400) of university students focused on ChatGPT acceptance using UTAUT2, with behavioral intention and use behavior as adoption outcomes. Given the UTAUT2 modeling results and reported influential predictors, standardized path/effect-size data is likely available, and the 2023 timing fits the target window.","The title indicates alignment with AI, education, and adoption constructs. However, without the abstract or source, it is uncertain if it is an empirical quantitative study, reports effect sizes, or meets publication date/language criteria.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00835,Determinants of continuance intention to use GAI in academic research among graduate students:Findings from PLS-SEM and fsQCA,2025,WoS; Scopus,include,include,0.95,0.95,,,"This is an empirical quantitative study of graduate students (n=315) in an educational context, with generative AI as the focal technology and continuance intention as the core adoption outcome. Use of PLS-SEM strongly indicates availability of standardized path coefficients/effect sizes, and the 2025 publication year is within scope.","This empirical quantitative study examines the continuance intention to use Generative AI among 315 graduate students, falling within the specified publication window and reporting SEM results indicative of effect size data availability. It meets all inclusion criteria.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_15363,Artificial Intelligence in Nursing Education: A Cross-sectional UTAUT Analysis Study,2025,WoS,include,include,0.95,0.9,,,"This is a quantitative cross-sectional primary-data study of nursing students (n=213) in an educational setting, with AI as the focal technology and UTAUT-based behavioral intention/use outcomes. Use of SmartPLS SEM strongly indicates standardized path coefficients are available in the full paper.","This is an empirical quantitative study focusing on AI within nursing education, explicitly mentioning UTAUT analysis which covers adoption/acceptance constructs.",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00839,Who will benefit from AIGC: An empirical study on the intentions to use artificial intelligence generated content in higher education,2025,WoS; Scopus,include,uncertain,0.94,0.0,,,"This is a quantitative empirical survey (n=336) of undergraduates in higher education focused on AIGC, with intention to use as the core adoption outcome. The TPB-based results (direct effects and mediation paths) indicate likely availability of standardized path/beta estimates suitable for meta-analysis.","gemini-flash empty response: Loaded cached credentials.
Attempt 1 failed: You have exhausted your capacity on this model. Your qu",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_10820,Examining students' intention to use ChatGPT: Does trust matter?,2023,WoS; Scopus,include,include,0.96,1.0,,,"This is an empirical quantitative SEM study of 344 university students examining attitudes and behavioral intention to use ChatGPT in education, with ChatGPT clearly as the focal AI technology. SEM-based TAM studies typically report standardized path coefficients (and often correlations), making effect-size extraction likely feasible.","This empirical quantitative study examines university students' intention to use ChatGPT in an educational context using SEM, with an adequate sample size (n=344) and publication within the specified timeframe (2023).",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07258,Antecedents of sustainable generative AI use among HEIs employees: examining net benefits through the lens of IS success and innovativeness,2025,WoS; Scopus,include,include,0.94,0.9,,,"This is a quantitative empirical survey study (n=242) in a higher-education employee population, with GenAI as the focal technology and sustainable use/adoption-related constructs explicitly modeled via PLS-SEM. Given the SEM design and WoS/Scopus-indexed 2025 publication context, standardized path/effect-size data are very likely available.","This is a quantitative study focusing on sustainable GenAI use in higher education, with a sufficient sample size (N=242) and likely provides effect size data via PLS-SEM. It was published in 2025 and is in English, meeting all inclusion criteria.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_10822,Assessing structural relationships in pre-service preschool teachers’ perceived AI readiness: Do emotional and psychological aspects matter?,2025,Scopus; WoS,include,include,0.9,0.9,,,"This is an empirical quantitative study (n=194 pre-service preschool teachers) in an educational context with AI as the focal construct, analyzed via PLS-SEM. It models AI readiness to use AI (an adoption-related outcome) with structural paths, making standardized effect sizes likely available.",This empirical quantitative study published in 2025 investigates AI readiness among pre-service preschool teachers using SEM with a sample of 194 participants from a peer-reviewed journal.,include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
