coder,sheet,study_id,construct_1,construct_2,pair,r_value,original_beta,r_source,source_location,flag,notes,sample_size
R1,CORRELATIONS,S015,EE,PE,EE-PE,0.627,,fornell_larcker_cbsem,"Table 1 (Fornell-Larcker Poland), p.8",,CB-SEM (AMOS). Poland sample.,528.0
R1,CORRELATIONS,S015,EE,SI,EE-SI,0.451,,fornell_larcker_cbsem,"Table 1 (Fornell-Larcker Poland), p.8",,CB-SEM (AMOS). Poland sample.,528.0
R1,CORRELATIONS,S015,EE,UB,EE-UB,0.617,,fornell_larcker_cbsem,"Table 1 (Fornell-Larcker Poland), p.8",,CB-SEM (AMOS). Poland sample.,528.0
R1,CORRELATIONS,S015,FC,PE,FC-PE,0.527,,fornell_larcker_cbsem,"Table 1 (Fornell-Larcker Poland), p.8",,CB-SEM (AMOS). Poland sample.,528.0
R1,CORRELATIONS,S015,FC,SI,FC-SI,0.449,,fornell_larcker_cbsem,"Table 1 (Fornell-Larcker Poland), p.8",,CB-SEM (AMOS). Poland sample.,528.0
R1,CORRELATIONS,S015,FC,UB,FC-UB,0.512,,fornell_larcker_cbsem,"Table 1 (Fornell-Larcker Poland), p.8",,CB-SEM (AMOS). Poland sample.,528.0
R1,CORRELATIONS,S015,PE,SI,PE-SI,0.577,,fornell_larcker_cbsem,"Table 1 (Fornell-Larcker Poland), p.8",,CB-SEM (AMOS). Poland sample.,528.0
R1,CORRELATIONS,S015,PE,UB,PE-UB,0.604,,fornell_larcker_cbsem,"Table 1 (Fornell-Larcker Poland), p.8",,CB-SEM (AMOS). Poland sample.,528.0
R1,CORRELATIONS,S015,SI,UB,SI-UB,0.454,,fornell_larcker_cbsem,"Table 1 (Fornell-Larcker Poland), p.8",,CB-SEM (AMOS). Poland sample.,528.0
R1,CORRELATIONS,S156,BI,FC,BI-FC,0.65,0.23,fornell_larcker_plssem,"Table 9 (Fornell-Larcker complete), p.14",,Path FC->IBL beta=0.23,305.0
R1,CORRELATIONS,S156,BI,PE,BI-PE,0.65,0.24,fornell_larcker_plssem,"Table 9 (Fornell-Larcker complete), p.14",,Path PE->IBL beta=0.24,305.0
R1,CORRELATIONS,S156,BI,SI,BI-SI,0.7,0.18,fornell_larcker_plssem,"Table 9 (Fornell-Larcker complete), p.14",review,TI mapped to SI (moderate). Path TI->IBL beta=0.18.,305.0
R1,CORRELATIONS,S156,BI,UB,BI-UB,0.71,0.2,fornell_larcker_plssem,"Table 9 (Fornell-Larcker complete), p.14",,Path IBL->AU beta=0.20,305.0
R1,CORRELATIONS,S156,FC,PE,FC-PE,0.59,,fornell_larcker_plssem,"Table 9 (Fornell-Larcker complete), p.14",,,305.0
R1,CORRELATIONS,S156,FC,SI,FC-SI,0.65,,fornell_larcker_plssem,"Table 9 (Fornell-Larcker complete), p.14",review,TI mapped to SI (moderate).,305.0
R1,CORRELATIONS,S156,FC,UB,FC-UB,0.64,,fornell_larcker_plssem,"Table 9 (Fornell-Larcker complete), p.14",,,305.0
R1,CORRELATIONS,S156,PE,SI,PE-SI,0.65,,fornell_larcker_plssem,"Table 9 (Fornell-Larcker complete), p.14",review,TI mapped to SI (moderate). Interaction/peer influence construct.,305.0
R1,CORRELATIONS,S156,PE,UB,PE-UB,0.57,,fornell_larcker_plssem,"Table 9 (Fornell-Larcker complete), p.14",,,305.0
R1,CORRELATIONS,S156,SI,UB,SI-UB,0.72,0.39,fornell_larcker_plssem,"Table 9 (Fornell-Larcker complete), p.14",review,TI mapped to SI (moderate). Path TI->AU beta=0.39.,305.0
R1,CORRELATIONS,S030,ATT,BI,ATT-BI,0.613,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,ATT,EE,ATT-EE,0.556,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,ATT,FC,ATT-FC,0.571,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,ATT,PE,ATT-PE,0.504,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,ATT,SI,ATT-SI,0.666,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,ATT,TRU,ATT-TRU,0.619,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,BI,EE,BI-EE,0.555,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,BI,FC,BI-FC,0.57,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,BI,PE,BI-PE,0.581,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,BI,SI,BI-SI,0.703,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,BI,TRU,BI-TRU,0.612,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,EE,FC,EE-FC,0.56,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,EE,PE,EE-PE,0.542,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,EE,SI,EE-SI,0.674,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,EE,TRU,EE-TRU,0.636,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,FC,PE,FC-PE,0.598,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,FC,SI,FC-SI,0.649,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,FC,TRU,FC-TRU,0.594,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,PE,SI,PE-SI,0.635,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,PE,TRU,PE-TRU,0.539,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S030,SI,TRU,SI-TRU,0.646,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.7",,,226.0
R1,CORRELATIONS,S201,BI,EE,BI-EE,0.215,,fornell_larcker_plssem,"Table 4 (correlation matrix), p.7",,,238.0
R1,CORRELATIONS,S201,BI,PE,BI-PE,0.595,,fornell_larcker_plssem,"Table 4 (correlation matrix), p.7",,,238.0
R1,CORRELATIONS,S201,BI,SE,BI-SE,0.269,,fornell_larcker_plssem,"Table 4 (correlation matrix), p.7",review,AL mapped to SE (moderate).,238.0
R1,CORRELATIONS,S201,BI,SI,BI-SI,0.514,,fornell_larcker_plssem,"Table 4 (correlation matrix), p.7",,,238.0
R1,CORRELATIONS,S201,EE,PE,EE-PE,0.344,,fornell_larcker_plssem,"Table 4 (correlation matrix), p.7",,,238.0
R1,CORRELATIONS,S201,EE,SE,EE-SE,0.577,,fornell_larcker_plssem,"Table 4 (correlation matrix), p.7",review,AL mapped to SE (moderate). Items measure self-reported AI competence.,238.0
R1,CORRELATIONS,S201,EE,SI,EE-SI,0.342,,fornell_larcker_plssem,"Table 4 (correlation matrix), p.7",,,238.0
R1,CORRELATIONS,S201,PE,SE,PE-SE,0.309,,fornell_larcker_plssem,"Table 4 (correlation matrix), p.7",review,AL mapped to SE (moderate).,238.0
R1,CORRELATIONS,S201,PE,SI,PE-SI,0.494,,fornell_larcker_plssem,"Table 4 (correlation matrix), p.7",,,238.0
R1,CORRELATIONS,S201,SE,SI,SE-SI,0.277,,fornell_larcker_plssem,"Table 4 (correlation matrix), p.7",review,AL mapped to SE (moderate).,238.0
R1,CORRELATIONS,S019,PE,TRU,PE-TRU,0.479,,fornell_larcker_plssem,"Table 3 (Fornell-Larcker), p.21332",,,572.0
R1,CORRELATIONS,S178,BI,EE,BI-EE,0.635,,fornell_larcker_cbsem,"Table 4 (Fornell-Larcker), p.9",,CB-SEM (AMOS). Teacher sample.,529.0
R1,CORRELATIONS,S178,BI,PE,BI-PE,0.649,,fornell_larcker_cbsem,"Table 4 (Fornell-Larcker), p.9",,CB-SEM (AMOS). Teacher sample.,529.0
R1,CORRELATIONS,S178,BI,SI,BI-SI,0.532,,fornell_larcker_cbsem,"Table 4 (Fornell-Larcker), p.9",,CB-SEM (AMOS). Teacher sample.,529.0
R1,CORRELATIONS,S178,BI,TRU,BI-TRU,0.532,,fornell_larcker_cbsem,"Table 4 (Fornell-Larcker), p.9",,CB-SEM (AMOS). Teacher sample.,529.0
R1,CORRELATIONS,S178,EE,PE,EE-PE,0.664,,fornell_larcker_cbsem,"Table 4 (Fornell-Larcker), p.9",,CB-SEM (AMOS). Teacher sample.,529.0
R1,CORRELATIONS,S178,EE,SI,EE-SI,0.506,,fornell_larcker_cbsem,"Table 4 (Fornell-Larcker), p.9",,CB-SEM (AMOS). Teacher sample.,529.0
R1,CORRELATIONS,S178,EE,TRU,EE-TRU,0.518,,fornell_larcker_cbsem,"Table 4 (Fornell-Larcker), p.9",,CB-SEM (AMOS). Teacher sample.,529.0
R1,CORRELATIONS,S178,PE,SI,PE-SI,0.479,,fornell_larcker_cbsem,"Table 4 (Fornell-Larcker), p.9",,CB-SEM (AMOS). Teacher sample.,529.0
R1,CORRELATIONS,S178,PE,TRU,PE-TRU,0.587,,fornell_larcker_cbsem,"Table 4 (Fornell-Larcker), p.9",,CB-SEM (AMOS). Teacher sample.,529.0
R1,CORRELATIONS,S178,SI,TRU,SI-TRU,0.568,,fornell_larcker_cbsem,"Table 4 (Fornell-Larcker), p.9",,CB-SEM (AMOS). Teacher sample.,529.0
R1,CORRELATIONS,S046,ANX,BI,ANX-BI,-0.377,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",review,AI-STB mapped to ANX (moderate confidence).,361.0
R1,CORRELATIONS,S046,ANX,EE,ANX-EE,-0.423,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",review,AI-STB mapped to ANX (moderate confidence).,361.0
R1,CORRELATIONS,S046,ANX,PE,ANX-PE,-0.462,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",review,AI-STB mapped to ANX (moderate confidence).,361.0
R1,CORRELATIONS,S046,ANX,SE,ANX-SE,-0.069,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",review,AI-STB mapped to ANX (moderate confidence).,361.0
R1,CORRELATIONS,S046,ANX,SI,ANX-SI,-0.032,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",review,AI-STB mapped to ANX (moderate confidence).,361.0
R1,CORRELATIONS,S046,BI,EE,BI-EE,0.726,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",,,361.0
R1,CORRELATIONS,S046,BI,PE,BI-PE,0.661,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",,,361.0
R1,CORRELATIONS,S046,BI,SE,BI-SE,0.442,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",,,361.0
R1,CORRELATIONS,S046,BI,SI,BI-SI,0.087,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",,,361.0
R1,CORRELATIONS,S046,EE,PE,EE-PE,0.724,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",,,361.0
R1,CORRELATIONS,S046,EE,SE,EE-SE,0.537,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",,,361.0
R1,CORRELATIONS,S046,EE,SI,EE-SI,0.031,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",,,361.0
R1,CORRELATIONS,S046,PE,SE,PE-SE,0.508,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",,,361.0
R1,CORRELATIONS,S046,PE,SI,PE-SI,0.383,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",,,361.0
R1,CORRELATIONS,S046,SE,SI,SE-SI,0.04,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.12",,,361.0
R1,CORRELATIONS,S053,BI,EE,BI-EE,0.155,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.5676",,,445.0
R1,CORRELATIONS,S053,BI,PE,BI-PE,0.596,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.5676",,,445.0
R1,CORRELATIONS,S053,BI,SE,BI-SE,0.429,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.5676",,,445.0
R1,CORRELATIONS,S053,BI,UB,BI-UB,0.236,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.5676",,,445.0
R1,CORRELATIONS,S053,EE,PE,EE-PE,0.103,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.5676",,,445.0
R1,CORRELATIONS,S053,EE,SE,EE-SE,0.113,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.5676",,,445.0
R1,CORRELATIONS,S053,EE,UB,EE-UB,-0.032,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.5676",,,445.0
R1,CORRELATIONS,S053,PE,SE,PE-SE,0.453,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.5676",,,445.0
R1,CORRELATIONS,S053,PE,UB,PE-UB,0.185,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.5676",,,445.0
R1,CORRELATIONS,S053,SE,UB,SE-UB,0.131,,fornell_larcker_plssem,"Table 5 (Fornell-Larcker), p.5676",,,445.0
R1,CORRELATIONS,S095,EE,FC,EE-FC,0.704,,correlation_matrix,Text p.14,,Bivariate Pearson r.,1055.0
R1,CORRELATIONS,S095,EE,PE,EE-PE,0.644,,correlation_matrix,Text p.14,,Bivariate Pearson r reported in text.,1055.0
R1,CORRELATIONS,S095,FC,SI,FC-SI,0.692,,correlation_matrix,Text p.14,,Bivariate Pearson r.,1055.0
R1,CORRELATIONS,S095,PE,SI,PE-SI,0.672,,correlation_matrix,Text p.14,,Bivariate Pearson r.,1055.0
R1,CORRELATIONS,S102,ANX,BI,ANX-BI,0.203,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",review,Technostress mapped to ANX (moderate). Emotional/cognitive strain.,284.0
R1,CORRELATIONS,S102,ANX,EE,ANX-EE,0.108,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",review,Technostress mapped to ANX (moderate). Emotional/cognitive strain.,284.0
R1,CORRELATIONS,S102,ANX,PE,ANX-PE,0.136,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",review,Technostress mapped to ANX (moderate). Emotional/cognitive strain.,284.0
R1,CORRELATIONS,S102,ANX,TRU,ANX-TRU,0.027,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",review,Technostress mapped to ANX (moderate). Emotional/cognitive strain.,284.0
R1,CORRELATIONS,S102,BI,EE,BI-EE,0.712,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",,,284.0
R1,CORRELATIONS,S102,BI,PE,BI-PE,0.682,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",,,284.0
R1,CORRELATIONS,S102,BI,TRU,BI-TRU,0.368,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",,,284.0
R1,CORRELATIONS,S102,EE,PE,EE-PE,0.63,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",,,284.0
R1,CORRELATIONS,S102,EE,TRU,EE-TRU,0.435,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",,,284.0
R1,CORRELATIONS,S102,PE,TRU,PE-TRU,0.46,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",,,284.0
R1,CORRELATIONS,S018,ATT,BI,ATT-BI,0.88,,fornell_larcker_cbsem,"Table 2 (Fornell-Larcker), p.20927",,,748.0
R1,CORRELATIONS,S018,ATT,EE,ATT-EE,0.847,,fornell_larcker_cbsem,"Table 2 (Fornell-Larcker), p.20927",,,748.0
R1,CORRELATIONS,S018,ATT,PE,ATT-PE,0.893,,fornell_larcker_cbsem,"Table 2 (Fornell-Larcker), p.20927",,,748.0
R1,CORRELATIONS,S018,ATT,SI,ATT-SI,0.653,,fornell_larcker_cbsem,"Table 2 (Fornell-Larcker), p.20927",,,748.0
R1,CORRELATIONS,S018,BI,EE,BI-EE,0.832,,fornell_larcker_cbsem,"Table 2 (Fornell-Larcker), p.20927",,,748.0
R1,CORRELATIONS,S018,BI,PE,BI-PE,0.867,,fornell_larcker_cbsem,"Table 2 (Fornell-Larcker), p.20927",,,748.0
R1,CORRELATIONS,S018,BI,SI,BI-SI,0.659,,fornell_larcker_cbsem,"Table 2 (Fornell-Larcker), p.20927",,,748.0
R1,CORRELATIONS,S018,EE,PE,EE-PE,0.856,,fornell_larcker_cbsem,"Table 2 (Fornell-Larcker), p.20927",,,748.0
R1,CORRELATIONS,S018,EE,SI,EE-SI,0.671,,fornell_larcker_cbsem,"Table 2 (Fornell-Larcker), p.20927",,,748.0
R1,CORRELATIONS,S018,PE,SI,PE-SI,0.642,,fornell_larcker_cbsem,"Table 2 (Fornell-Larcker), p.20927",,,748.0
R1,CORRELATIONS,S190,ANX,ATT,ANX-ATT,0.64,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,Perceived Enjoyment mapped to ATT (moderate).,330.0
R1,CORRELATIONS,S190,ANX,BI,ANX-BI,0.45,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,"Time & Psychological Risks mapped to ANX (moderate, AVE<0.50).",330.0
R1,CORRELATIONS,S190,ANX,EE,ANX-EE,0.49,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,"Time & Psychological Risks mapped to ANX (moderate, AVE<0.50).",330.0
R1,CORRELATIONS,S190,ANX,FC,ANX-FC,0.64,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,"Time & Psychological Risks mapped to ANX (moderate, AVE<0.50).",330.0
R1,CORRELATIONS,S190,ANX,PE,ANX-PE,0.48,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,"Time & Psychological Risks mapped to ANX (moderate, AVE<0.50).",330.0
R1,CORRELATIONS,S190,ANX,SI,ANX-SI,0.39,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,"Time & Psychological Risks mapped to ANX (moderate, AVE<0.50).",330.0
R1,CORRELATIONS,S190,ATT,BI,ATT-BI,0.39,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,Perceived Enjoyment mapped to ATT (moderate).,330.0
R1,CORRELATIONS,S190,ATT,EE,ATT-EE,0.64,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,Perceived Enjoyment mapped to ATT (moderate).,330.0
R1,CORRELATIONS,S190,ATT,FC,ATT-FC,0.6,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,Perceived Enjoyment mapped to ATT (moderate).,330.0
R1,CORRELATIONS,S190,ATT,PE,ATT-PE,0.58,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,Perceived Enjoyment mapped to ATT (moderate).,330.0
R1,CORRELATIONS,S190,ATT,SI,ATT-SI,0.5,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,Perceived Enjoyment mapped to ATT (moderate).,330.0
R1,CORRELATIONS,S190,BI,EE,BI-EE,0.53,,correlation_matrix,"Table 2 (Pearson correlation), p.7",,,330.0
R1,CORRELATIONS,S190,BI,FC,BI-FC,0.64,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,TTF mapped to FC (moderate).,330.0
R1,CORRELATIONS,S190,BI,PE,BI-PE,0.54,,correlation_matrix,"Table 2 (Pearson correlation), p.7",,,330.0
R1,CORRELATIONS,S190,BI,SI,BI-SI,0.62,,correlation_matrix,"Table 2 (Pearson correlation), p.7",,,330.0
R1,CORRELATIONS,S190,EE,FC,EE-FC,0.63,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,TTF mapped to FC (moderate).,330.0
R1,CORRELATIONS,S190,EE,PE,EE-PE,0.7,,correlation_matrix,"Table 2 (Pearson correlation), p.7",,,330.0
R1,CORRELATIONS,S190,EE,SI,EE-SI,0.51,,correlation_matrix,"Table 2 (Pearson correlation), p.7",,,330.0
R1,CORRELATIONS,S190,FC,PE,FC-PE,0.61,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,TTF mapped to FC (moderate).,330.0
R1,CORRELATIONS,S190,FC,SI,FC-SI,0.71,,correlation_matrix,"Table 2 (Pearson correlation), p.7",review,TTF mapped to FC (moderate).,330.0
R1,CORRELATIONS,S190,PE,SI,PE-SI,0.47,,correlation_matrix,"Table 2 (Pearson correlation), p.7",,,330.0
R1,CORRELATIONS,S076,ATT,BI,ATT-BI,0.815,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,ATT,EE,ATT-EE,0.74,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,ATT,FC,ATT-FC,0.664,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,ATT,PE,ATT-PE,0.743,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,ATT,SI,ATT-SI,0.752,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,BI,EE,BI-EE,0.67,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,BI,FC,BI-FC,0.558,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,BI,PE,BI-PE,0.702,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,BI,SI,BI-SI,0.759,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,EE,FC,EE-FC,0.731,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,EE,PE,EE-PE,0.787,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,EE,SI,EE-SI,0.739,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,FC,PE,FC-PE,0.658,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,FC,SI,FC-SI,0.67,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S076,PE,SI,PE-SI,0.746,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.15",,,526.0
R1,CORRELATIONS,S164,ATT,BI,ATT-BI,0.85,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",,,2078.0
R1,CORRELATIONS,S164,ATT,EE,ATT-EE,0.763,,fornell_larcker_plssem,"Table 4 (Fornell-Larcker), p.8",,,2078.0
