study_id,pair,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location,source_packet_exists,pdf_exists,pdf_path,value_found_in_source_packet_text,value_found_in_pdf_text,flag,notes
S004,PE-TRU,PE,TRU,0.541,485.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,PE-UB,PE,UB,0.607,485.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,SI-TRU,SI,TRU,0.563,485.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,SI-UB,SI,UB,0.644,485.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,TRU-UB,TRU,UB,0.599,485.0,latest_human_R3_(합의) CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,BI-EE,BI,EE,0.582,485.0,latest_human_R3_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,BI-PE,BI,PE,0.667,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,BI-SI,BI,SI,0.668,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,BI-TRU,BI,TRU,0.63,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,BI-UB,BI,UB,0.751,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,EE-PE,EE,PE,0.697,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,EE-SI,EE,SI,0.61,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,EE-TRU,EE,TRU,0.52,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,EE-UB,EE,UB,0.607,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,PE-TRU,PE,TRU,0.541,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,SI-TRU,SI,TRU,0.563,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,SI-UB,SI,UB,0.644,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S004,TRU-UB,TRU,UB,0.599,485.0,latest_human_R3_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S004.pdf,True,True,,
S035,BI-EE,BI,EE,0.74,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,,
S035,BI-PE,BI,PE,0.68,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,,
S035,BI-SI,BI,SI,0.74,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,,
S035,BI-TRU,BI,TRU,0.75,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,,
S035,BI-UB,BI,UB,0.87,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,review,ChatGPT Adoption mapped to UB although items include continuation-intention wording.
S035,EE-PE,EE,PE,0.78,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,,
S035,EE-SI,EE,SI,0.72,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,,
S035,EE-TRU,EE,TRU,0.63,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,,
S035,EE-UB,EE,UB,0.64,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,review,ChatGPT Adoption mapped to UB although items include continuation-intention wording.
S035,PE-SI,PE,SI,0.7,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,,
S035,PE-TRU,PE,TRU,0.56,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,,
S035,PE-UB,PE,UB,0.67,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,review,ChatGPT Adoption mapped to UB although items include continuation-intention wording.
S035,SI-TRU,SI,TRU,0.68,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,,
S035,SI-UB,SI,UB,0.68,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,review,ChatGPT Adoption mapped to UB although items include continuation-intention wording.
S035,TRU-UB,TRU,UB,0.76,622.0,latest_human_R1_CORRELATIONS,Table 4,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf,True,True,review,ChatGPT Adoption mapped to UB although items include continuation-intention wording.
S086,BI-EE,BI,EE,0.5,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,BI-PE,BI,PE,0.64,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,BI-SI,BI,SI,0.55,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,BI-TRU,BI,TRU,0.7,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,BI-UB,BI,UB,0.62,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,EE-PE,EE,PE,0.55,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,EE-SI,EE,SI,0.39,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,EE-TRU,EE,TRU,0.48,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,EE-UB,EE,UB,0.46,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,PE-SI,PE,SI,0.44,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,PE-TRU,PE,TRU,0.53,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,PE-UB,PE,UB,0.62,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,SI-TRU,SI,TRU,0.51,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,False,False,,
S086,SI-UB,SI,UB,0.41,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S086,TRU-UB,TRU,UB,0.46,235.0,latest_human_R1_CORRELATIONS,Table 2,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf,True,True,,
S088,BI-EE,BI,EE,0.29,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,
S088,BI-PE,BI,PE,0.41,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,
S088,BI-SI,BI,SI,0.152,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,
S088,BI-TRU,BI,TRU,0.128,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,
S088,BI-UB,BI,UB,0.399,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,
S088,EE-PE,EE,PE,0.319,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,
S088,EE-SI,EE,SI,0.175,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,
S088,EE-TRU,EE,TRU,0.141,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,
S088,EE-UB,EE,UB,0.184,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,
S088,PE-SI,PE,SI,0.346,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,
S088,PE-TRU,PE,TRU,0.194,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,
S088,PE-UB,PE,UB,0.29,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,
S088,SI-TRU,SI,TRU,0.132,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,
S088,SI-UB,SI,UB,0.207,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,
S088,TRU-UB,TRU,UB,0.224,353.0,latest_human_R1_CORRELATIONS,Table 3,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,
S088,BI-EE,BI,EE,0.29,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,BI-PE,BI,PE,0.41,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,BI-SI,BI,SI,0.152,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,BI-TRU,BI,TRU,0.128,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,BI-UB,BI,UB,0.399,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,EE-PE,EE,PE,0.319,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,EE-SI,EE,SI,0.175,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,EE-TRU,EE,TRU,0.141,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,EE-UB,EE,UB,0.184,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,PE-SI,PE,SI,0.346,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,PE-TRU,PE,TRU,0.194,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,PE-UB,PE,UB,0.29,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,SI-TRU,SI,TRU,0.132,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,True,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,SI-UB,SI,UB,0.207,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S088,TRU-UB,TRU,UB,0.224,353.0,latest_human_R4_CORRELATIONS,,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S088.pdf,False,True,,Table 3 correlation matrix (Fornell-Larcker; diagonal=sqrt AVE).
S138,BI-EE,BI,EE,0.686,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
S138,BI-PE,BI,PE,0.733,200.0,latest_human_R1_CORRELATIONS,Table 5,True,True,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S138.pdf,True,True,,
