run_id,model_provider,model_id,denominator_family,scored_n,correct_n,accuracy,not_scored_n
paper2_claude_sonnet_full_allfamilies_5500_5749_retry2_20260606,anthropic,claude:sonnet,absence_or_blank_consensus,0,0,,230
paper2_claude_sonnet_full_allfamilies_5500_5749_retry2_20260606,anthropic,claude:sonnet,converted_or_model_derived_effect_size,16,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_5500_5749_retry2_20260606,anthropic,claude:sonnet,direct_r_effect_size_extraction,4,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_5750_5999_retry2_20260606,anthropic,claude:sonnet,absence_or_blank_consensus,83,0,0.000000,132
paper2_claude_sonnet_full_allfamilies_5750_5999_retry2_20260606,anthropic,claude:sonnet,direct_r_effect_size_extraction,35,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_6000_6249_retry2_20260606,anthropic,claude:sonnet,absence_or_blank_consensus,0,0,,214
paper2_claude_sonnet_full_allfamilies_6000_6249_retry2_20260606,anthropic,claude:sonnet,direct_r_effect_size_extraction,36,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,absence_or_blank_consensus,0,0,,221
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,direct_r_effect_size_extraction,29,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_6500_6749_retry3_20260607,anthropic,claude:sonnet,absence_or_blank_consensus,36,0,0.000000,190
paper2_claude_sonnet_full_allfamilies_6500_6749_retry3_20260607,anthropic,claude:sonnet,converted_or_model_derived_effect_size,4,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_6500_6749_retry3_20260607,anthropic,claude:sonnet,direct_r_effect_size_extraction,20,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,absence_or_blank_consensus,49,0,0.000000,190
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,converted_or_model_derived_effect_size,5,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,direct_r_effect_size_extraction,6,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_7000_7249_20260607,anthropic,claude:sonnet,absence_or_blank_consensus,42,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_7000_7249_20260607,anthropic,claude:sonnet,direct_r_effect_size_extraction,1,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_7000_7249_20260607,anthropic,claude:sonnet,metadata_extraction,207,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_7250_7499_20260607,anthropic,claude:sonnet,human_disagreement_trace,108,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_7250_7499_20260607,anthropic,claude:sonnet,metadata_extraction,142,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_7500_7749_20260607,anthropic,claude:sonnet,human_disagreement_trace,250,0,0.000000,0
paper2_claude_sonnet_full_allfamilies_7750_7858_20260607,anthropic,claude:sonnet,human_disagreement_trace,109,0,0.000000,0
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,absence_or_blank_consensus,0,0,,10
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,construct_or_sample_mapping_decision,2,0,0.000000,0
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,converted_or_model_derived_effect_size,10,0,0.000000,0
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,direct_r_effect_size_extraction,10,3,0.300000,0
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,eligibility_or_exclusion_decision,5,0,0.000000,0
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,human_disagreement_trace,10,0,0.000000,0
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,metadata_extraction,10,5,0.500000,0
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,source_absence_decision,3,0,0.000000,0
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,statistic_type_policy_decision,7,0,0.000000,0
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,structured_human_review_decision,10,0,0.000000,0
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,converted_or_model_derived_effect_size,17,0,0.000000,0
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,metadata_extraction,32,13,0.406250,1
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,converted_or_model_derived_effect_size,7,0,0.000000,0
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,eligibility_or_exclusion_decision,5,0,0.000000,0
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,metadata_extraction,36,12,0.333333,2
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,converted_or_model_derived_effect_size,6,0,0.000000,0
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,direct_r_effect_size_extraction,5,0,0.000000,0
paper2_codex_full_allfamilies_0100_0149_20260606,openai,codex_cli,metadata_extraction,39,18,0.461538,0
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,absence_or_blank_consensus,25,0,0.000000,10
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,construct_or_sample_mapping_decision,2,0,0.000000,0
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,direct_r_effect_size_extraction,3,2,0.666667,0
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,metadata_extraction,9,4,0.444444,0
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,source_absence_decision,3,0,0.000000,0
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,statistic_type_policy_decision,7,0,0.000000,0
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,structured_human_review_decision,41,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_0000_0099_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,24,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_0000_0099_20260606,openai,codex:gpt-5.5,eligibility_or_exclusion_decision,5,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_0000_0099_20260606,openai,codex:gpt-5.5,metadata_extraction,65,24,0.369231,6
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,construct_or_sample_mapping_decision,2,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,6,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,8,3,0.375000,0
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,metadata_extraction,48,23,0.479167,0
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,source_absence_decision,3,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,statistic_type_policy_decision,5,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_0100_0199_20260606,openai,codex:gpt-5.5,structured_human_review_decision,28,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_0200_0249_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,15,0,0.000000,20
paper2_codex_gpt55_full_allfamilies_0200_0249_20260606,openai,codex:gpt-5.5,statistic_type_policy_decision,2,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_0200_0249_20260606,openai,codex:gpt-5.5,structured_human_review_decision,13,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_0250_0349_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,70
paper2_codex_gpt55_full_allfamilies_0350_0449_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,40,0,0.000000,60
paper2_codex_gpt55_full_allfamilies_0450_0549_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,50,0,0.000000,50
paper2_codex_gpt55_full_allfamilies_0550_0649_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,20,0,0.000000,80
paper2_codex_gpt55_full_allfamilies_0650_0749_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,70
paper2_codex_gpt55_full_allfamilies_0750_0849_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,60,0,0.000000,40
paper2_codex_gpt55_full_allfamilies_0850_0949_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,70,0,0.000000,30
paper2_codex_gpt55_full_allfamilies_0950_1049_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,40,0,0.000000,60
paper2_codex_gpt55_full_allfamilies_1050_1149_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,40,0,0.000000,60
paper2_codex_gpt55_full_allfamilies_1150_1249_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,20,0,0.000000,80
paper2_codex_gpt55_full_allfamilies_1250_1349_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,20,0,0.000000,80
paper2_codex_gpt55_full_allfamilies_1350_1449_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,70
paper2_codex_gpt55_full_allfamilies_1450_1549_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,70
paper2_codex_gpt55_full_allfamilies_1550_1649_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,20,0,0.000000,80
paper2_codex_gpt55_full_allfamilies_1650_1749_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,70
paper2_codex_gpt55_full_allfamilies_1750_1849_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,10,0,0.000000,90
paper2_codex_gpt55_full_allfamilies_1850_1949_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,40,0,0.000000,60
paper2_codex_gpt55_full_allfamilies_1950_2049_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,20,0,0.000000,80
paper2_codex_gpt55_full_allfamilies_2050_2149_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,40,0,0.000000,60
paper2_codex_gpt55_full_allfamilies_2150_2249_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,70
paper2_codex_gpt55_full_allfamilies_2250_2349_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,20,0,0.000000,80
paper2_codex_gpt55_full_allfamilies_2350_2449_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,40,0,0.000000,60
paper2_codex_gpt55_full_allfamilies_2450_2549_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,70
paper2_codex_gpt55_full_allfamilies_2550_2649_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,50,0,0.000000,50
paper2_codex_gpt55_full_allfamilies_2650_2749_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,60,0,0.000000,40
paper2_codex_gpt55_full_allfamilies_2750_2849_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,50,0,0.000000,50
paper2_codex_gpt55_full_allfamilies_2850_2949_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,70
paper2_codex_gpt55_full_allfamilies_2950_3049_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,20,0,0.000000,80
paper2_codex_gpt55_full_allfamilies_3050_3149_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,20,0,0.000000,80
paper2_codex_gpt55_full_allfamilies_3150_3249_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,60,0,0.000000,40
paper2_codex_gpt55_full_allfamilies_3250_3349_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,70
paper2_codex_gpt55_full_allfamilies_3350_3449_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,10,0,0.000000,88
paper2_codex_gpt55_full_allfamilies_3350_3449_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,2,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_3450_3549_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,34,0,0.000000,53
paper2_codex_gpt55_full_allfamilies_3450_3549_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,3,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_3450_3549_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,10,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_3550_3649_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,37,0,0.000000,53
paper2_codex_gpt55_full_allfamilies_3550_3649_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,10,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_3650_3749_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,19,0,0.000000,67
paper2_codex_gpt55_full_allfamilies_3650_3749_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,14,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,31,0,0.000000,49
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,20,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_3850_3949_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,24,0,0.000000,48
paper2_codex_gpt55_full_allfamilies_3850_3949_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,28,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_3950_4049_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,36,0,0.000000,50
paper2_codex_gpt55_full_allfamilies_3950_4049_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,14,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4050_4149_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,5,0,0.000000,74
paper2_codex_gpt55_full_allfamilies_4050_4149_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,21,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4150_4249_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,16,0,0.000000,75
paper2_codex_gpt55_full_allfamilies_4150_4249_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,6,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4150_4249_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,3,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,35,0,0.000000,48
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,9,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4250_4349_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,8,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4350_4449_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,36,0,0.000000,48
paper2_codex_gpt55_full_allfamilies_4350_4449_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,16,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4450_4549_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,28,0,0.000000,66
paper2_codex_gpt55_full_allfamilies_4450_4549_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,6,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,24,0,0.000000,55
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,21,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4650_4749_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,40,0,0.000000,57
paper2_codex_gpt55_full_allfamilies_4650_4749_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,3,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4750_4849_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,25,0,0.000000,63
paper2_codex_gpt55_full_allfamilies_4750_4849_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,12,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4850_4949_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,60
paper2_codex_gpt55_full_allfamilies_4850_4949_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,10,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_4950_5049_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,15,0,0.000000,72
paper2_codex_gpt55_full_allfamilies_4950_5049_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,13,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_5050_5149_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,20,0,0.000000,80
paper2_codex_gpt55_full_allfamilies_5150_5249_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,23,0,0.000000,62
paper2_codex_gpt55_full_allfamilies_5150_5249_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,15,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_5250_5349_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,56
paper2_codex_gpt55_full_allfamilies_5250_5349_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,14,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_5350_5449_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,39,0,0.000000,59
paper2_codex_gpt55_full_allfamilies_5350_5449_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,2,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_5450_5549_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,40,0,0.000000,55
paper2_codex_gpt55_full_allfamilies_5450_5549_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,4,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_5450_5549_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,1,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_5550_5649_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,25,0,0.000000,66
paper2_codex_gpt55_full_allfamilies_5550_5649_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,9,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_5650_5749_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,19,0,0.000000,75
paper2_codex_gpt55_full_allfamilies_5650_5749_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,3,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_5650_5749_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,3,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_5750_5849_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,7,0,0.000000,87
paper2_codex_gpt55_full_allfamilies_5750_5849_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,6,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_5850_5949_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,41,0,0.000000,39
paper2_codex_gpt55_full_allfamilies_5850_5949_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,20,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_5950_6049_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,16,0,0.000000,55
paper2_codex_gpt55_full_allfamilies_5950_6049_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,29,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_6050_6149_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,10,0,0.000000,90
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,30,0,0.000000,54
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,16,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_6250_6349_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,40,0,0.000000,54
paper2_codex_gpt55_full_allfamilies_6250_6349_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,6,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_6350_6449_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,34,0,0.000000,50
paper2_codex_gpt55_full_allfamilies_6350_6449_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,16,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,46,0,0.000000,33
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,21,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,37,0,0.000000,57
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,6,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_6650_6749_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,27,0,0.000000,69
paper2_codex_gpt55_full_allfamilies_6650_6749_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,4,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_6750_6849_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,9,0,0.000000,90
paper2_codex_gpt55_full_allfamilies_6750_6849_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,1,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,19,0,0.000000,72
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,converted_or_model_derived_effect_size,4,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_6850_6949_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,5,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_6950_7049_20260606,openai,codex:gpt-5.5,absence_or_blank_consensus,31,0,0.000000,60
paper2_codex_gpt55_full_allfamilies_6950_7049_20260606,openai,codex:gpt-5.5,direct_r_effect_size_extraction,2,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_6950_7049_20260606,openai,codex:gpt-5.5,metadata_extraction,7,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_7050_7149_20260606,openai,codex:gpt-5.5,metadata_extraction,100,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_7150_7249_20260606,openai,codex:gpt-5.5,metadata_extraction,100,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_7250_7349_20260606,openai,codex:gpt-5.5,metadata_extraction,100,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_7350_7449_20260606,openai,codex:gpt-5.5,human_disagreement_trace,58,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_7350_7449_20260606,openai,codex:gpt-5.5,metadata_extraction,42,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_7450_7549_20260606,openai,codex:gpt-5.5,human_disagreement_trace,100,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_7550_7649_20260606,openai,codex:gpt-5.5,human_disagreement_trace,100,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_7650_7749_20260606,openai,codex:gpt-5.5,human_disagreement_trace,100,0,0.000000,0
paper2_codex_gpt55_full_allfamilies_7750_7858_20260606,openai,codex:gpt-5.5,human_disagreement_trace,109,0,0.000000,0
paper2_gemini_smoke_direct_r_20260606,google,gemini_cli,direct_r_effect_size_extraction,1,0,0.000000,0
