collection,source_file,file_name,line_or_row,study_id,analysis_record_id,task_unit_id,reference_record_id,construct_pair,numeric_value,source_type,denominator_family,include_primary,include_expanded,include_sensitivity,classification
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,886,S016,,P2-TASK-00885,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,952,S097,,P2-TASK-00951,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1018,S090,,P2-TASK-01017,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1084,S176,,P2-TASK-01083,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1150,S047,,P2-TASK-01149,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1216,S072,,P2-TASK-01215,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1282,S219,,P2-TASK-01281,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1348,S052,,P2-TASK-01347,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1414,S146,,P2-TASK-01413,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1480,S111,,P2-TASK-01479,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1546,S045,,P2-TASK-01545,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1612,S212,,P2-TASK-01611,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1678,S186,,P2-TASK-01677,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1744,S163,,P2-TASK-01743,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1810,S048,,P2-TASK-01809,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1876,S105,,P2-TASK-01875,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,1942,S007,,P2-TASK-01941,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2008,S017,,P2-TASK-02007,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2074,S142,,P2-TASK-02073,,ANX-TRU,,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,,,,beta_path_or_source_statistic_converted_candidate
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2140,S117,,P2-TASK-02139,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2206,S012,,P2-TASK-02205,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2272,S073,,P2-TASK-02271,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2338,S184,,P2-TASK-02337,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2404,S214,,P2-TASK-02403,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2470,S013,,P2-TASK-02469,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2536,S167,,P2-TASK-02535,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2602,S198,,P2-TASK-02601,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2668,S020,,P2-TASK-02667,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2734,S055,,P2-TASK-02733,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2800,S026,,P2-TASK-02799,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2866,S100,,P2-TASK-02865,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2932,S050,,P2-TASK-02931,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,2998,S109,,P2-TASK-02997,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3064,S144,,P2-TASK-03063,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3130,S125,,P2-TASK-03129,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3196,S010,,P2-TASK-03195,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3262,S215,,P2-TASK-03261,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3328,S057,,P2-TASK-03327,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3394,S174,,P2-TASK-03393,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3460,S154,,P2-TASK-03459,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3526,S170,,P2-TASK-03525,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3592,S130,,P2-TASK-03591,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3658,S225,,P2-TASK-03657,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3724,S193,,P2-TASK-03723,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3790,S060,,P2-TASK-03789,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3856,S160,,P2-TASK-03855,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3922,S141,,P2-TASK-03921,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,3988,S043,,P2-TASK-03987,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4054,S213,,P2-TASK-04053,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4120,S127,,P2-TASK-04119,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4186,S204,,P2-TASK-04185,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4252,S161,,P2-TASK-04251,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4318,S135,,P2-TASK-04317,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4384,S175,,P2-TASK-04383,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4450,S032,,P2-TASK-04449,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4516,S133,,P2-TASK-04515,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4582,S149,,P2-TASK-04581,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4648,S157,,P2-TASK-04647,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4714,S107,,P2-TASK-04713,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4780,S025,,P2-TASK-04779,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4846,S114,,P2-TASK-04845,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4912,S124,,P2-TASK-04911,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
current_repo,/Users/newhosung/Academic/2026/AI Adoption Meta Analysis/Git/jornal_AI-adoption_meta/paper_b/public_data_repository_20260611/4_Analysis_Outputs/paper2_rq3_triage_task_units_20260611.csv,paper2_rq3_triage_task_units_20260611.csv,4978,S098,,P2-TASK-04977,,ANX-TRU,,absence_or_blank_consensus,absence_or_blank_consensus,,,,absence_or_blank_trace
