run_id,model_provider,model_id,task_unit_id,study_id,denominator_family,scoring_eligibility,score_status,is_correct,score_rule,expected_value,model_value,absolute_error
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00142,S148,direct_r_effect_size_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.69,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00143,S148,direct_r_effect_size_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.46,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00144,S148,direct_r_effect_size_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.48,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00145,S148,direct_r_effect_size_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.66,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00146,S148,direct_r_effect_size_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.58,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00160,S034,direct_r_effect_size_extraction,eligible_after_locked_llm_output,scored,1,numeric_abs_error_le_0.005,0.62,0.62,0.000000
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00161,S034,direct_r_effect_size_extraction,eligible_after_locked_llm_output,scored,1,numeric_abs_error_le_0.005,0.65,0.65,0.000000
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00162,S034,direct_r_effect_size_extraction,eligible_after_locked_llm_output,scored,1,numeric_abs_error_le_0.005,0.68,0.68,0.000000
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-04254,S161,direct_r_effect_size_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.495,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-04255,S161,direct_r_effect_size_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.435,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00086,S224,eligibility_or_exclusion_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,excluded; not AI-specific adoption evidence,exclude,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00087,S224,eligibility_or_exclusion_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,excluded; not AI-specific adoption evidence,exclude,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00088,S224,eligibility_or_exclusion_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,excluded; not AI-specific adoption evidence,exclude,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00089,S224,eligibility_or_exclusion_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,excluded; not AI-specific adoption evidence,exclude,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00090,S224,eligibility_or_exclusion_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,excluded; not AI-specific adoption evidence,exclude,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-08296,S002,human_disagreement_trace,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.696,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-08297,S002,human_disagreement_trace,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.799,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-08298,S002,human_disagreement_trace,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.694,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-08299,S002,human_disagreement_trace,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.724,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-08300,S002,human_disagreement_trace,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.692,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-08301,S002,human_disagreement_trace,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.602,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-08302,S002,human_disagreement_trace,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.592,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-08303,S002,human_disagreement_trace,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.569,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-08304,S002,human_disagreement_trace,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.523,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-08305,S002,human_disagreement_trace,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.694,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00005,S216,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,cross_sectional,cross_sectional,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00006,S216,metadata_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,survey,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00007,S216,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,mixed,mixed,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00008,S216,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,robotic,social_robot,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00009,S216,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,AI-based robots in education,AI-based robot,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00010,S216,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,6,6,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00011,S216,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,7,7,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00012,S216,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,path_only,partial,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00013,S216,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,addressed,reported,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00021,S088,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,journal,journal,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00187,,source_absence_decision,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,논문에 없음,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00188,,source_absence_decision,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,논문에 없음,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00189,,source_absence_decision,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,논문에 없음,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00163,,statistic_type_policy_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,제외된 R1과 R4의 논문들을 체크하고 일치하는 지 확인해서 일치하지 않는 논문들만 보고하도록 리포트할 예정. 거기서 제외한 논문들이 다르면 그것을 식별해야 함.,exclusion_rationale_discrepancy_requires_resolution,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00164,,statistic_type_policy_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,R4의 경우에는 Correlation 시트에 값이 없으면 Exclusion으로 간주. 로그에 없을 가능성이 높음.,exclusion_rationale_discrepancy_requires_resolution,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00165,,statistic_type_policy_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,두 나라 데이터가 있어서 179b 행을 추가하여 다른 한 나라 데이터를 입력함.,structural_cleanup_required_pre_freeze,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00169,,statistic_type_policy_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,"이거는 student가 맞고, future student로 표현이 되었음. Trainee 등등 모두 학생으로 코딩되어야 해. 이거는 방법론 논문에서 인간과 AI의 코딩의 성과 비교에서 유의미하게 활용될 수 있을 것 같음. R4의 코딩이 클로드 코드에서 비슷하게 한 것으로 확인될 수 있는데, 이러한 구조화된 semantic approach의 경우 AI가 취약할 수 있음. 이것을 논문의 논증으로 포함해서 진행하는 것을 권장. 그리고 모든 변수 혹은 모든 패밀리를 분석에 포함할 수는 없으니 이러한 메타데이터 중 필요한 것을 분석에 포함하고, correlation table에는 또 다른 논증이 필요하니 거기서 또한 어떤 값들을 추출할 지 결정 필요",user_role,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00172,,statistic_type_policy_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,"Correlation이 있는데, Path Coefficient를 썼음. R1을 쓰는게 맞음.",0.672,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00204,,statistic_type_policy_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,there is no significant correlation between FC and IU (t 1⁄4 0.834; beta 1⁄4-0.047; p > 0.10).,BI-FC,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00208,,statistic_type_policy_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,Path coefficient (beta) 값은 R4 가 맞음,FC-UB,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00166,,structured_human_review_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,해당 셀은 분석에 포함하지 않는 것으로 결정됨,matrix_completeness,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00167,,structured_human_review_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,BI-EE부터 UB까지는 Table 4에 있는데도 없는 걸로 오인하고 5에서 R4 코더가 찾음. R1 코딩이 맞음.,BI-UB,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00168,,structured_human_review_decision,eligible_after_locked_llm_output,scored,0,normalized_exact_match,R1이 맞음.,sample_size,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00170,,structured_human_review_decision,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,R4의 오류,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00171,,structured_human_review_decision,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,"이 논문의 경우 under + post graduate가 섞여 있어서 정답을 뭐로 해야 할 지 결정이 어려울 수 있음. 그런데 UTAUT가 정확히 명시되어 있으면 UTAUT를 사용해야 하는데, 그렇지 못함.",,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00173,,structured_human_review_decision,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,프레임워크는 TPB와 TAM이 모두 확인됨. R1은 섞이거나 혹은 단일임에도 Other을 많이 쓴 경향이 있음.,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00174,,structured_human_review_decision,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,Under + Master 이므로 mixed가 맞음.,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00175,,structured_human_review_decision,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,R4가 맞음.,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00177,,structured_human_review_decision,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,undergrad이 맞음,,
paper2_claude_stratified10_allfamilies_20260606,anthropic,claude_code,P2-TASK-00178,,structured_human_review_decision,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,Under + Professor 로 Mixed임,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00001,S080,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.436,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00002,S080,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,-0.058,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00003,S080,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.207,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00004,S080,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.066,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00005,S216,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,cross_sectional,cross_sectional,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00006,S216,metadata_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,survey,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00007,S216,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,mixed,bachelor_master_phd,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00008,S216,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,robotic,robot,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00009,S216,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,AI-based robots in education,AI_robot,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00010,S216,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,6,6,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00011,S216,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,7,7,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00012,S216,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,path_only,0,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00013,S216,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,addressed,reported,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00014,S216,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.085,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00015,S216,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.203,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00016,S216,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.203,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00017,S216,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.159,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00018,S216,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.229,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00019,S216,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.231,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00020,S216,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.427,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00021,S088,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,journal,journal,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00022,S088,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,mixed_methods,mixed_method,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00023,S088,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,survey; interviews,survey_interview,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00024,S088,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,mixed / Prolific online panel,multinational,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00025,S088,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,complete,1,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00026,S088,metadata_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,non-standard_constructs,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00027,S192,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,journal,journal,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00028,S192,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,cross_sectional,cross_sectional,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00029,S192,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,"AI chatbots, including ChatGPT examples",ChatGPT,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00030,S192,metadata_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,7,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00031,S192,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,6,6,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00032,S192,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,path_only,0,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00033,S192,metadata_extraction,eligible_after_locked_llm_output,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,non-standard_constructs,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00034,S192,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.03,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00035,S192,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.03,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00036,S192,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.29,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00037,S192,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.09,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00038,S192,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.32,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00039,S192,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,scored_abstention,0,abstention_counts_incorrect_for_scorable_rows,0.27,,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00040,S006,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,journal,journal,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00041,S006,metadata_extraction,eligible_after_locked_llm_output,scored,1,normalized_exact_match,cross_sectional,cross_sectional,
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,P2-TASK-00042,S006,metadata_extraction,eligible_after_locked_llm_output,scored,0,normalized_exact_match,complete / 1.0,1,
