task_unit_id,study_id,decision_id,analysis_record_id,review_priority,denominator_family,rerun_input_role,expert_review_decision,construct_pair,statistic_value,source_locator,source_location,pdf_path,pdf_text_pages_extracted,pdf_text_review_status,pdf_text_review_decision,pdf_page,matched_value_variant,construct_1_terms_found,construct_2_terms_found,source_type_terms_found,pdf_text_snippet
P2-TASK-01436,S146,R2R3-CORR-V2-01221,,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,BI-PE,0.459000,source_sheet_row=1222,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,8,0.459,BI,PU,correlation|correlations,) remained clear with a distinctiveness AVE root of 0.872 versus its strongest correlation of 0.566 with PEU (PEU). Table.4: Discriminant Validity (Fornell-Larcker Criteria) AG AU BI LI PEU PU SE SN AG 0.865 AU 0.687 0.875 BI 0.529 0.482 0.872 LI 0.468 0.502 0.485 0.856 PEU 0.475 0.327 0.566 0.434 0.838 PU 0.446 0.338 0.459 0.362 0.587 0.859 SE 0.454 0.380 0.330 0.345 0.268 0.529 0.855 www.ejel.org 8 ©The Authors
P2-TASK-01437,S146,R2R3-CORR-V2-01222,,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,BI-SE,0.330000,source_sheet_row=1223,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,8,0.330,BI,SE,correlation|correlations, AVE root of 0.872 versus its strongest correlation of 0.566 with PEU (PEU). Table.4: Discriminant Validity (Fornell-Larcker Criteria) AG AU BI LI PEU PU SE SN AG 0.865 AU 0.687 0.875 BI 0.529 0.482 0.872 LI 0.468 0.502 0.485 0.856 PEU 0.475 0.327 0.566 0.434 0.838 PU 0.446 0.338 0.459 0.362 0.587 0.859 SE 0.454 0.380 0.330 0.345 0.268 0.529 0.855 www.ejel.org 8 ©The Authors
P2-TASK-01438,S146,R2R3-CORR-V2-01223,,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,BI-SI,0.379000,source_sheet_row=1224,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,8,.4,BI,SN,correlation|correlations,". Both methods validated that all constructs in the model are empirically different and capture distinctive theoretical concepts. The Fornell-Larcker evaluation showed that square roots of AVEs (0.774 to 0.875) were larger than all corresponding inter-concept correlations in their respective columns and rows (See table.4). AG (AG) had particularly strong discriminant validity with a diagonal of 0.865 that over its highest correlation of 0.687 with AU (AU). Analogously, BI (BI) remained clear with a distinctiveness AVE root of 0.872 versus its strongest correlation of 0.566 with PEU (PEU). Table.4: Discriminant Validity (Fornell-Larcker Criteria) AG AU BI LI PEU PU SE SN AG 0.865 AU 0.687 0.875 BI 0.529 0.482 0.872 LI 0.468 0.502 0.485 0.856 PEU 0.475 0.327 0.566 0.434 0.838 PU 0.446 0.338 0.459 0.362 0.587 0.859 SE 0.454 0.380 0.330 0.345 0.268 0.529 0.855 www.ejel.org 8 ©The Authors"
P2-TASK-01440,S146,R2R3-CORR-V2-01225,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,BI-TRU,0.612000,source_sheet_row=1226,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,9,.6,BI,,structural model,"ve independence within the model. These results confirm the psychometric quality of the constructs and warrant their treatment as separate entities in further structural model analysis. Table.5: Discriminant Validity (HTMT Ratio) AG AU BI LI PEU PU SE SN AG AU 0.792 BI 0.593 0.551 LI 0.521 0.579 0.549 PEU 0.541 0.383 0.644 0.492 PU 0.501 0.389 0.515 0.403 0.676 SE 0.512 0.440 0.372 0.388 0.311 0.599 SN 0.574 0.468 0.446 0.514 0.565 0.582 0.520 4.2 Structural Model After confirming reliability, convergent validity, and discriminant validity in the measurement model, we proceed to test the structural relationships between constructs (See Figure.2). The structural model analyzed the hypothesized paths between the proposed relationships. Using bootstrapping analysis (5,000 subsamples), we tested each relationship's significance and strength in order to assess their impact on students' adoption of DeepSeek. The results revealed that, nine out of the eleven hypothesized relationships were empirically supported, whereas two paths i"
P2-TASK-01443,S146,R2R3-CORR-V2-01228,,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,EE-PE,0.587000,source_sheet_row=1229,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,8,0.587,,PU,correlation|correlations,lear with a distinctiveness AVE root of 0.872 versus its strongest correlation of 0.566 with PEU (PEU). Table.4: Discriminant Validity (Fornell-Larcker Criteria) AG AU BI LI PEU PU SE SN AG 0.865 AU 0.687 0.875 BI 0.529 0.482 0.872 LI 0.468 0.502 0.485 0.856 PEU 0.475 0.327 0.566 0.434 0.838 PU 0.446 0.338 0.459 0.362 0.587 0.859 SE 0.454 0.380 0.330 0.345 0.268 0.529 0.855 www.ejel.org 8 ©The Authors
P2-TASK-01444,S146,R2R3-CORR-V2-01229,,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,EE-SE,0.268000,source_sheet_row=1230,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,8,0.268,,SE,correlation|correlations, 0.872 versus its strongest correlation of 0.566 with PEU (PEU). Table.4: Discriminant Validity (Fornell-Larcker Criteria) AG AU BI LI PEU PU SE SN AG 0.865 AU 0.687 0.875 BI 0.529 0.482 0.872 LI 0.468 0.502 0.485 0.856 PEU 0.475 0.327 0.566 0.434 0.838 PU 0.446 0.338 0.459 0.362 0.587 0.859 SE 0.454 0.380 0.330 0.345 0.268 0.529 0.855 www.ejel.org 8 ©The Authors
P2-TASK-01445,S146,R2R3-CORR-V2-01230,,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,EE-SI,0.468000,source_sheet_row=1231,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,8,0.468,,SN,correlation|correlations,"t over its highest correlation of 0.687 with AU (AU). Analogously, BI (BI) remained clear with a distinctiveness AVE root of 0.872 versus its strongest correlation of 0.566 with PEU (PEU). Table.4: Discriminant Validity (Fornell-Larcker Criteria) AG AU BI LI PEU PU SE SN AG 0.865 AU 0.687 0.875 BI 0.529 0.482 0.872 LI 0.468 0.502 0.485 0.856 PEU 0.475 0.327 0.566 0.434 0.838 PU 0.446 0.338 0.459 0.362 0.587 0.859 SE 0.454 0.380 0.330 0.345 0.268 0.529 0.855 www.ejel.org 8 ©The Authors"
P2-TASK-01447,S146,R2R3-CORR-V2-01232,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,EE-TRU,0.636000,source_sheet_row=1233,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,9,.6,,,structural model,"ve independence within the model. These results confirm the psychometric quality of the constructs and warrant their treatment as separate entities in further structural model analysis. Table.5: Discriminant Validity (HTMT Ratio) AG AU BI LI PEU PU SE SN AG AU 0.792 BI 0.593 0.551 LI 0.521 0.579 0.549 PEU 0.541 0.383 0.644 0.492 PU 0.501 0.389 0.515 0.403 0.676 SE 0.512 0.440 0.372 0.388 0.311 0.599 SN 0.574 0.468 0.446 0.514 0.565 0.582 0.520 4.2 Structural Model After confirming reliability, convergent validity, and discriminant validity in the measurement model, we proceed to test the structural relationships between constructs (See Figure.2). The structural model analyzed the hypothesized paths between the proposed relationships. Using bootstrapping analysis (5,000 subsamples), we tested each relationship's significance and strength in order to assess their impact on students' adoption of DeepSeek. The results revealed that, nine out of the eleven hypothesized relationships were empirically supported, whereas two paths i"
P2-TASK-01455,S146,R2R3-CORR-V2-01240,,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,PE-SE,0.529000,source_sheet_row=1241,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,8,0.529,PU,SE,correlation|correlations,"diagonal of 0.865 that over its highest correlation of 0.687 with AU (AU). Analogously, BI (BI) remained clear with a distinctiveness AVE root of 0.872 versus its strongest correlation of 0.566 with PEU (PEU). Table.4: Discriminant Validity (Fornell-Larcker Criteria) AG AU BI LI PEU PU SE SN AG 0.865 AU 0.687 0.875 BI 0.529 0.482 0.872 LI 0.468 0.502 0.485 0.856 PEU 0.475 0.327 0.566 0.434 0.838 PU 0.446 0.338 0.459 0.362 0.587 0.859 SE 0.454 0.380 0.330 0.345 0.268 0.529 0.855 www.ejel.org 8 ©The Authors"
P2-TASK-01456,S146,R2R3-CORR-V2-01241,,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,PE-SI,0.487000,source_sheet_row=1242,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,8,0.5,PU,SN,correlation|correlations,"of reliability, also closely replicated the alpha values, ranging from 0.777 to 0.895, again supporting the reliability of the scales. Table.3: Construct Reliability and Convergent Validity Variable Alpha rho_A CR AVE LI 0.879 0.894 0.916 0.733 AG 0.888 0.893 0.922 0.748 SE 0.878 0.878 0.916 0.731 SN 0.777 0.777 0.856 0.599 PEU 0.858 0.862 0.904 0.702 PU 0.882 0.884 0.919 0.739 BI 0.895 0.895 0.927 0.760 AU 0.846 0.848 0.907 0.765 Composite reliability coefficients, which estimate the internal consistency of the latent constructs, were 0.856 to 0.927, all higher than the desired measure of 0.7. AVE scores, which estimate the variance explained by the construct in comparison to measurement error, were 0.599 to 0.765. Whereas the majority of constructs passed the 0.5 threshold, SN had a slightly lower AVE of 0.599, yet one that is still deemed acceptable within social science studies when composite reliability is satisfactory. The findings provide strong evidence of convergent validity since all the constructs achieved the rel"
P2-TASK-01458,S146,R2R3-CORR-V2-01243,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,PE-TRU,0.539000,source_sheet_row=1244,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,9,.5,PU,,structural model,"Ravi Sankar Pasupuleti et al. AG AU BI LI PEU PU SE SN SN 0.484 0.383 0.379 0.428 0.468 0.487 0.438 0.774 The HTMT analysis also supported these results, as all of the ratios were below the conservative mark of 0.85 (See table.5). These figures were safely below the discriminant validity threshold. SE was the least associated, as its highest HTMT ratio was 0.599 with PU, as expected, supporting its relative independence within the model. These results confirm the psychometric quality of the constructs and warrant their treatment as separate entities in further structural model analysis. Table.5: Discriminant Validity (HTMT Ratio) AG AU BI LI PEU PU SE SN AG AU 0.792 BI 0.593 0.551 LI 0.521 0.579 0.549 PEU 0.541 0.383 0.644 0.492 PU 0.501 0.389 0.515 0.403 0.676 SE 0.512 0.440 0.372 0.388 0.311 0.599 SN 0.574 0.468 0.446 0.514 0.565 0.582 0.520 4.2 Structural Model After confirming reliability, convergent validity, and discriminant v"
P2-TASK-01460,S146,R2R3-CORR-V2-01245,,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,SE-SI,0.438000,source_sheet_row=1246,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,8,.4,SE,SN,correlation|correlations,". Both methods validated that all constructs in the model are empirically different and capture distinctive theoretical concepts. The Fornell-Larcker evaluation showed that square roots of AVEs (0.774 to 0.875) were larger than all corresponding inter-concept correlations in their respective columns and rows (See table.4). AG (AG) had particularly strong discriminant validity with a diagonal of 0.865 that over its highest correlation of 0.687 with AU (AU). Analogously, BI (BI) remained clear with a distinctiveness AVE root of 0.872 versus its strongest correlation of 0.566 with PEU (PEU). Table.4: Discriminant Validity (Fornell-Larcker Criteria) AG AU BI LI PEU PU SE SN AG 0.865 AU 0.687 0.875 BI 0.529 0.482 0.872 LI 0.468 0.502 0.485 0.856 PEU 0.475 0.327 0.566 0.434 0.838 PU 0.446 0.338 0.459 0.362 0.587 0.859 SE 0.454 0.380 0.330 0.345 0.268 0.529 0.855 www.ejel.org 8 ©The Authors"
P2-TASK-01462,S146,R2R3-CORR-V2-01247,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,SE-TRU,0.594000,source_sheet_row=1248,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,9,.6,SE,,structural model,"ve independence within the model. These results confirm the psychometric quality of the constructs and warrant their treatment as separate entities in further structural model analysis. Table.5: Discriminant Validity (HTMT Ratio) AG AU BI LI PEU PU SE SN AG AU 0.792 BI 0.593 0.551 LI 0.521 0.579 0.549 PEU 0.541 0.383 0.644 0.492 PU 0.501 0.389 0.515 0.403 0.676 SE 0.512 0.440 0.372 0.388 0.311 0.599 SN 0.574 0.468 0.446 0.514 0.565 0.582 0.520 4.2 Structural Model After confirming reliability, convergent validity, and discriminant validity in the measurement model, we proceed to test the structural relationships between constructs (See Figure.2). The structural model analyzed the hypothesized paths between the proposed relationships. Using bootstrapping analysis (5,000 subsamples), we tested each relationship's significance and strength in order to assess their impact on students' adoption of DeepSeek. The results revealed that, nine out of the eleven hypothesized relationships were empirically supported, whereas two paths i"
P2-TASK-01465,S146,R2R3-CORR-V2-01250,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,SI-TRU,0.646000,source_sheet_row=1251,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S146.pdf,14,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,9,.6,SN,,structural model,"ve independence within the model. These results confirm the psychometric quality of the constructs and warrant their treatment as separate entities in further structural model analysis. Table.5: Discriminant Validity (HTMT Ratio) AG AU BI LI PEU PU SE SN AG AU 0.792 BI 0.593 0.551 LI 0.521 0.579 0.549 PEU 0.541 0.383 0.644 0.492 PU 0.501 0.389 0.515 0.403 0.676 SE 0.512 0.440 0.372 0.388 0.311 0.599 SN 0.574 0.468 0.446 0.514 0.565 0.582 0.520 4.2 Structural Model After confirming reliability, convergent validity, and discriminant validity in the measurement model, we proceed to test the structural relationships between constructs (See Figure.2). The structural model analyzed the hypothesized paths between the proposed relationships. Using bootstrapping analysis (5,000 subsamples), we tested each relationship's significance and strength in order to assess their impact on students' adoption of DeepSeek. The results revealed that, nine out of the eleven hypothesized relationships were empirically supported, whereas two paths i"
P2-TASK-01500,S111,R2R3-CORR-V2-01285,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,BI-EE,0.215000,source_sheet_row=1286,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S111.pdf,19,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,18,,,ease of use,,"ties, threats, and strategies. Applied Sciences, 13(9), 5783. Russell, S. (2022). Artificial Intelligence and the problem of control. In H. Werthner, E. Prem, A. Lee, & E.A., Ghezzi, C. (Eds.), Perspectives on digital humanism (pp. 19-24). Springer. Sadriwala, M. F., & Sadriwala, K. F. (2022). Perceived usefulness and ease of use of artificial intelligence on marketing innovation. International Journal of Innovation in the Digital Economy, 13(1), 1-10. Sarstedt, M., Ringle, C. M., & Hair, J. F. (2021). Partial least squares structural equation modeling. In C. Homburg, M. Klarmann, & A. Vomberg (Eds.), Handbook of market research (pp. 587-632). Springer. Sharma, S., Islam, N., Singh, G., & Dhir, A. (2022). Why do retail customers adopt artificial intelligence (AI) based autonomous decision-making systems? IEEE Transactions on Engineering Management, 71(1), 1846-1861. 492"
P2-TASK-01502,S111,R2R3-CORR-V2-01287,P1-PRIMARY-00193,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,BI-PE,0.700000,source_sheet_row=1288,0.7,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S111.pdf,19,pdf_text_value_found_pair_terms_not_on_best_page,source_text_value_found_requires_manual_pair_alignment,8,0.7,,perceived usefulness|usefulness,," Reliability (CR), and Average Variance Extracted (AVE), all of which are critical for assessing the internal consistency and convergent validity of the constructs. Cronbach’s Alpha, a widely used measure of reliability, indicates how items within a construct consistently measure the underlying concept. A threshold of 0.7 is commonly accepted, with higher values indicating more substantial reliability. The results show that Artificial Intelligence has a Cronbach’s Alpha of 0.746, demonstrating acceptable reliability, while Digital Literacy (0.915), Perceived Usefulness (0.939), and Social Influence (0.922) exhibit excellent reliability, as their values exceed 0.9. Composite Reliability, which provides a more comprehensive measure of reliability by considering factor loadings, confirms these findings. All constructs have CR values above the recommended 0.7 thresholds, indicating strong internal consistency, with Digital Literacy (0.94), Perceived Usefulness (0.95), and Social Influence (0.939) displaying exceptionally high re"
P2-TASK-01504,S111,R2R3-CORR-V2-01289,P1-PRIMARY-00194,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,BI-SI,0.800000,source_sheet_row=1290,0.8,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S111.pdf,19,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,9,,,social influence,correlation|correlations," AVE values confirm that the constructs effectively capture the intended theoretical concepts. Table 1: Reliability and validity Cronbach’s rho_A Composite Constructs AVE Alpha Reliability Artificial Intelligence 0.746 0.814 0.839 0.573 Digital Literacy 0.915 0.918 0.94 0.798 Perceived Usefulness 0.939 0.94 0.95 0.732 Social Influence 0.922 0.93 0.939 0.722 4.2 Discriminant Validity Table 2 presents the Fornell-Larcker criterion for assessing discriminant validity among the constructs: Artificial Intelligence, Digital Literacy, Perceived Usefulness, and Social Influence. Discriminant validity ensures that a construct is empirically distinct from other constructs in a model, confirming that each variable measures a unique concept rather than overlapping with others (Fornell & Larcker, 1981). According to this criterion, discriminant validity is established when the square root of the Average Variance Extracted (AVE) for each construct (shown as diagonal values in Table 2) is greater than its correlation with other constructs "
P2-TASK-01509,S111,R2R3-CORR-V2-01294,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,EE-PE,0.344000,source_sheet_row=1295,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S111.pdf,19,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,18,,ease of use,perceived usefulness|usefulness,,"ties, threats, and strategies. Applied Sciences, 13(9), 5783. Russell, S. (2022). Artificial Intelligence and the problem of control. In H. Werthner, E. Prem, A. Lee, & E.A., Ghezzi, C. (Eds.), Perspectives on digital humanism (pp. 19-24). Springer. Sadriwala, M. F., & Sadriwala, K. F. (2022). Perceived usefulness and ease of use of artificial intelligence on marketing innovation. International Journal of Innovation in the Digital Economy, 13(1), 1-10. Sarstedt, M., Ringle, C. M., & Hair, J. F. (2021). Partial least squares structural equation modeling. In C. Homburg, M. Klarmann, & A. Vomberg (Eds.), Handbook of market research (pp. 587-632). Springer. Sharma, S., Islam, N., Singh, G., & Dhir, A. (2022). Why do retail customers adopt artificial intelligence (AI) based autonomous decision-making systems? IEEE Transactions on Engineering Management, 71(1), 1846-1861. 492"
P2-TASK-01511,S111,R2R3-CORR-V2-01296,,P0_expert_review_numeric_or_masem,converted_or_model_derived_effect_size,sensitivity_only,retain_sensitivity_only_converted_input,EE-SI,0.342000,source_sheet_row=1297,,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S111.pdf,19,pdf_text_context_found_value_not_found,source_text_context_found_but_numeric_value_requires_manual_table_review,1,,,social influence,PLS|SEM,"se: Artificial Intelligence (AI) is transforming higher education by enhancing learning experiences through personalised instruction, automated assessments, and intelligent tutoring systems. In Malaysia, AI adoption among students is gaining momentum, and it is influenced by digital literacy, perceived usefulness, and social influence. This study examines the key factors influencing AI adoption among Malaysian students. Methodology: A survey research design was employed, utilising a structured questionnaire distributed to 286 students across four Malaysian universities. 224 valid responses were analysed using Partial Least Square (PLS-SEM) to test the hypothesised relationships among the variables. Findings: Results indicate that social influence has the most substantial effect on AI adoption (β = 0.503, p < 0.001), followed by perceived usefulness (β = 0.236, p < 0.001) and digital literacy (β = 0.188, p = 0.036). These findings suggest that students are more likely to adopt AI when they observe 475"
P2-TASK-01522,S111,R2R3-CORR-V2-01307,P1-PRIMARY-00195,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,PE-SI,0.660000,source_sheet_row=1308,0.66,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S111.pdf,19,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,8,0.7,perceived usefulness|usefulness,social influence,," Reliability (CR), and Average Variance Extracted (AVE), all of which are critical for assessing the internal consistency and convergent validity of the constructs. Cronbach’s Alpha, a widely used measure of reliability, indicates how items within a construct consistently measure the underlying concept. A threshold of 0.7 is commonly accepted, with higher values indicating more substantial reliability. The results show that Artificial Intelligence has a Cronbach’s Alpha of 0.746, demonstrating acceptable reliability, while Digital Literacy (0.915), Perceived Usefulness (0.939), and Social Influence (0.922) exhibit excellent reliability, as their values exceed 0.9. Composite Reliability, which provides a more comprehensive measure of reliability by considering factor loadings, confirms these findings. All constructs have CR values above the recommended 0.7 thresholds, indicating strong internal consistency, with Digital Literacy (0.94), Perceived Usefulness (0.95), and Social Influence (0.939) displaying exceptionally high re"
P2-TASK-01548,S045,R2R3-CORR-V2-01333,P1-PRIMARY-00196,P0_expert_review_numeric_or_masem,direct_r_effect_size_extraction,primary_retained_source_risk,retain_human_reference_source_pointer_risk,ATT-BI,0.710000,source_sheet_row=1334,0.71,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S045.pdf,13,pdf_text_value_and_pair_terms_found,source_text_candidate_supports_pointer_value_requires_final_human_alignment_check,6,0.7,attitude|attitudes,BI,correlation,"ts’ misconduct, outliers, errors, and missing values. (n = 184) Concurrently, the normal distribution of the data was assessed by computing skewness and kurtosis values for the 22 items. Second, Construct Items Communality Cronbach’s Cronbach’s alpha (α) was calculated for each construct to assess (> 0.4) alpha (α) (> 0.7) the internal consistency of the questionnaire. Results from Table 2 indicated high α values for the ﬁve TAM constructs: 0.857 for PEU Q07 0.778 0.857 PEU, 0.889 for PU, 0.872 for AT, 0.795 for BI, and 0.896 for AU, Q13 0.651 Q22 0.696 all surpassing the threshold of 0.7, thus indicating established Q23 0.682 reliability. PU Q01 0.665 0.889 Subsequently, attention shifted to examining the construct, Q03 0.716 convergent, and discriminant validity of the questionnaire. This Q11 0.591 Q13 0.763 Table 4 Descriptive Statistics. Q14 0.732 AT Q10 0.740 0.872 Q12 0.732 Constructs Items Mean SD Skewness Kurtosis Q20 0.781 PEU Q07 4.9076 1.21338 -0.879 -0.184 Q26 0.640 Q13 4.9022 1.17868 -0.861 -0.038 Q14 0.653 Q22 "
