run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07066,S077,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S077 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SI | Human consensus value:  | Source/evidence note: R3-only statistic,Study: S077 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6852 | Source evidence: R3-only statistic | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=6852,,0.85,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,R3-only statistic present but R2 override applied per disagreement trace; consensus determination is blank/no reported value for PE-SI.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07077,S077,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S077 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S077 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6863 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6863,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for TRA-TRU.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07078,S077,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S077 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S077 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6864 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6864,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for TRA-UB.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07079,S077,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S077 | Task family: absence_or_blank_consensus | Field/construct pair: TRU-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S077 | Task family: absence_or_blank_consensus | Field/construct pair: TRU-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6865 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6865,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for TRU-UB.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07080,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6866 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6866,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ANX-ATT.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07081,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6867 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6867,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ANX-AUT.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07082,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6868 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6868,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ANX-BI.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07083,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6869 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6869,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ANX-EE.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07084,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6870 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6870,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ANX-FC.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07085,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6871 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6871,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ANX-PE.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07086,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6872 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6872,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ANX-SE.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07087,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6873 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6873,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ANX-SI.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07088,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6874 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6874,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ANX-TRA.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07089,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6875 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6875,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ANX-TRU.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07090,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6876 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6876,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ANX-UB.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07091,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6877 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6877,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ATT-AUT.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07092,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6878 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6878,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ATT-BI.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07093,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6879 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6879,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ATT-EE.
paper2_claude_sonnet_full_allfamilies_6250_6499_retry2_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T14:01:50Z,0,,P2-TASK-07094,S031,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S031 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6880 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=6880,,0.99,False,,not_persisted_batch,locked,2026-06-06T14:01:50Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus for ATT-FC.
