run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes,raw_beta_value,converted_effect_value,conversion_method
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02001,S219,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S219 | Reference record: S219_full_sample_EE_PE | Sample/stratum: full_sample | N: 432 | Construct pair: EE-PE | Human reference r: 0.61 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 4 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S219 | Sample/stratum: full_sample | Construct pair: EE-PE | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.61,0.61,S219_doc1 page 12 chunk 1,,medium,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,Extracted from Table 4 discriminant validity/correlation matrix for perceived ease of use and perceived usefulness.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02012,S221,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S221 | Reference record: S221_full_sample_FC_SI | Sample/stratum: full_sample | N: 400 | Construct pair: FC-SI | Human reference r: 0.617 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S221.pdf Table 6 | Caveats: none | Notes: Use R2 source-located Table 6 direct row set; R3 duplicates values but differs on PE-SE versus FC-UB mapping. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S221 | Sample/stratum: full_sample | Construct pair: FC-SI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.617; latent/construct correlation,0.617,S221_doc1 page 11 table 1; S221_doc1 page 11 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,Extracted from discriminant validity latent construct matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02013,S221,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S221 | Reference record: S221_full_sample_PE_SE | Sample/stratum: full_sample | N: 400 | Construct pair: PE-SE | Human reference r: 0.592 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S221.pdf Table 6 | Caveats: none | Notes: Use R2 source-located Table 6 direct row set; R3 duplicates values but differs on PE-SE versus FC-UB mapping. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S221 | Sample/stratum: full_sample | Construct pair: PE-SE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,S221 matrix includes PE but no SE construct for this requested pair.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02014,S221,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S221 | Reference record: S221_full_sample_PE_SI | Sample/stratum: full_sample | N: 400 | Construct pair: PE-SI | Human reference r: 0.767 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S221.pdf Table 6 | Caveats: none | Notes: Use R2 source-located Table 6 direct row set; R3 duplicates values but differs on PE-SE versus FC-UB mapping. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S221 | Sample/stratum: full_sample | Construct pair: PE-SI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.767; latent/construct correlation,0.767,S221_doc1 page 11 table 1; S221_doc1 page 11 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,Extracted from discriminant validity latent construct matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02015,S221,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S221 | Reference record: S221_full_sample_PE_UB | Sample/stratum: full_sample | N: 400 | Construct pair: PE-UB | Human reference r: 0.681 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S221.pdf Table 6 | Caveats: none | Notes: Use R2 source-located Table 6 direct row set; R3 duplicates values but differs on PE-SE versus FC-UB mapping. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S221 | Sample/stratum: full_sample | Construct pair: PE-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.681; latent/construct correlation,0.681,S221_doc1 page 11 table 1; S221_doc1 page 11 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,Extracted from discriminant validity latent construct matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02016,S221,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,Study: S221 | Reference record: S221_full_sample_SI_UB | Sample/stratum: full_sample | N: 400 | Construct pair: SI-UB | Human reference r: 0.644 | Reference source type: source_reported_pearson_or_latent_correlation | Evidence type: source_reported_direct_correlation_or_latent_correlation | Source location: S221.pdf Table 6 | Caveats: none | Notes: Use R2 source-located Table 6 direct row set; R3 duplicates values but differs on PE-SE versus FC-UB mapping. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_residual_batch5_source_checked.,Study: S221 | Sample/stratum: full_sample | Construct pair: SI-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.644; latent/construct correlation,0.644,S221_doc1 page 11 table 1; S221_doc1 page 11 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,Extracted from discriminant validity latent construct matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02017,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_BI_EE | Sample/stratum: full_sample | N: 300 | Construct pair: BI-EE | Human reference r: 0.808 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: BI-EE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.808; latent/construct correlation,0.808,S223_doc1 page 11 chunk 1,,medium,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,Extracted from Fornell-Larcker matrix; EE interpreted as perceived ease of use/PEU in this TAM source.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02018,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_BI_FC | Sample/stratum: full_sample | N: 300 | Construct pair: BI-FC | Human reference r: 0.737 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: BI-FC | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.737; latent/construct correlation,0.737,S223_doc1 page 11 chunk 1,,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,Extracted from Fornell-Larcker latent construct matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02019,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_BI_PE | Sample/stratum: full_sample | N: 300 | Construct pair: BI-PE | Human reference r: 0.818 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.818; latent/construct correlation,0.818,S223_doc1 page 11 chunk 1,,medium,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,Extracted from Fornell-Larcker matrix; PE interpreted as perceived usefulness/PU in this TAM source.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02020,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_BI_SI | Sample/stratum: full_sample | N: 300 | Construct pair: BI-SI | Human reference r: 0.703 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: BI-SI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.703; latent/construct correlation,0.703,S223_doc1 page 11 chunk 1,,medium,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,Extracted from Fornell-Larcker matrix; SI interpreted as subjective norm/SN in this TAM source.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02021,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_BI_TRU | Sample/stratum: full_sample | N: 300 | Construct pair: BI-TRU | Human reference r: 0.732 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: BI-TRU | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.732,0.732,"S223_doc1 page 11 chunk 1, Table 4",,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,BI-TRU mapped to BI-TR in the Fornell-Larcker latent construct correlation matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02022,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_BI_UB | Sample/stratum: full_sample | N: 300 | Construct pair: BI-UB | Human reference r: 0.799 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: BI-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.799,0.799,"S223_doc1 page 11 chunk 1, Table 4",,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,BI-UB mapped to BI-AU in the Fornell-Larcker latent construct correlation matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02023,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_EE_FC | Sample/stratum: full_sample | N: 300 | Construct pair: EE-FC | Human reference r: 0.785 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: EE-FC | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.785,0.785,"S223_doc1 page 11 chunk 1, Table 4",,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,EE-FC mapped to PEU-FC in the Fornell-Larcker latent construct correlation matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02024,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_EE_PE | Sample/stratum: full_sample | N: 300 | Construct pair: EE-PE | Human reference r: 0.732 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: EE-PE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.732,0.732,"S223_doc1 page 11 chunk 1, Table 4",,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,EE-PE mapped to PEU-PU in the Fornell-Larcker latent construct correlation matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02025,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_EE_SI | Sample/stratum: full_sample | N: 300 | Construct pair: EE-SI | Human reference r: 0.579 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: EE-SI | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.579,0.579,"S223_doc1 page 11 chunk 1, Table 4",,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,EE-SI mapped to PEU-SN in the Fornell-Larcker latent construct correlation matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02026,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_EE_TRU | Sample/stratum: full_sample | N: 300 | Construct pair: EE-TRU | Human reference r: 0.666 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: EE-TRU | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.666,0.666,"S223_doc1 page 11 chunk 1, Table 4",,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,EE-TRU mapped to PEU-TR in the Fornell-Larcker latent construct correlation matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02027,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_EE_UB | Sample/stratum: full_sample | N: 300 | Construct pair: EE-UB | Human reference r: 0.66 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: EE-UB | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.660,0.66,"S223_doc1 page 11 chunk 1, Table 4",,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,EE-UB mapped to PEU-AU in the Fornell-Larcker latent construct correlation matrix.,,,
paper_b_full_corpus_m1_raw_full_2000_2042_20260612,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_full_corpus,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_full_corpus,2026-06-12T05:46:25Z,0,,FC-S5-TASK-02028,S223,latent_or_construct_correlation,primary_latent_or_construct_correlation_with_source_type_flag,eligible_after_locked_llm_output_with_source_type_denominator,numeric_correlation_with_source_type,"Study: S223 | Reference record: S223_full_sample_FC_PE | Sample/stratum: full_sample | N: 300 | Construct pair: FC-PE | Human reference r: 0.667 | Reference source type: source_reported_latent_correlation | Evidence type: fornell_larcker_off_diagonal_latent_correlation | Source location: S223.pdf Table 4 (Fornell-Larcker), p.8082 | Caveats: none | Notes: Logged rule applied: R1-coded row set accepted; R2-only ATT/ENJ/security rows and source-alignment anomalies are excluded. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_reference_draft_phase1_rule_progress_source_checked.",Study: S223 | Sample/stratum: full_sample | Construct pair: FC-PE | Expected answer type: numeric_correlation_with_source_type | Evidence family to recover: latent_or_construct_correlation | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.667,0.667,"S223_doc1 page 11 chunk 1, Table 4",,high,False,,not_persisted_batch,locked,2026-06-12T05:46:25Z,codex_noninteractive_batch,FC-PE mapped to FC-PU in the Fornell-Larcker latent construct correlation matrix.,,,
