run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02418,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2204 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2204,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02437,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2223 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2223,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02440,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2226 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2226,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02442,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2228 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2228,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02443,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2229 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2229,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02445,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2231 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2231,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02447,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2233 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2233,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02448,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2234 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2234,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02450,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2236 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2236,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02451,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2237 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2237,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02452,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2238 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2238,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02453,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SE-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SE-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2239 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2239,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02454,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2240 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2240,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02455,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: SI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2241 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2241,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02457,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2243 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2243,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02458,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2244 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2244,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02459,S214,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: TRU-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S214 | Task family: absence_or_blank_consensus | Field/construct pair: TRU-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2245 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2245,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02460,S013,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S013 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S013 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2246 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2246,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02461,S013,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S013 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S013 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2247 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2247,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T02:05:42Z,0,,P2-TASK-02462,S013,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S013 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S013 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=2248 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=2248,,1.0,False,,not_persisted_batch,locked,2026-06-06T02:05:42Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; source evidence empty
