run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05521,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5307 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5307,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05532,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5318 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5318,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05533,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: BI-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: BI-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5319 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5319,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05534,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: EE-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: EE-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5320 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5320,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05535,S210,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Human consensus value: source=direct; beta=0.317; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5321 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5321,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Source evidence mentions Table 4 and mismatches but provides no numeric value.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05536,S210,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-SE | Human consensus value: source=direct; beta=0.402; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-SE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5322 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5322,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Source evidence mentions Table 4 and mismatches but provides no numeric value.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05537,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5323 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5323,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05538,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5324 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5324,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05539,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5325 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5325,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05540,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: EE-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: EE-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5326 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5326,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05541,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5327 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5327,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05542,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5328 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5328,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05543,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5329 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5329,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05544,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5330 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5330,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05545,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5331 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5331,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05546,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: FC-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5332 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5332,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05547,S210,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: PE-SE | Human consensus value: source=direct; beta=0.212; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S210 | Task family: direct_r_effect_size_extraction | Field/construct pair: PE-SE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5333 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5333,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Source evidence mentions Table 4 and mismatches but provides no numeric value.
paper2_gemini3flash_full_allfamilies_4750_4999_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:45:46Z,0,,P2-TASK-05548,S210,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S210 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5334 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5334,,1.0,False,,not_persisted_batch,locked,2026-06-07T02:45:46Z,gemini_cli_noninteractive_batch,Confirmed as not reported based on consensus metadata.
