run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07574,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: BI-PE | Human consensus value: beta=520.0; sig=NR | Source/evidence note: Value mismatch; Source-type mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 3,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: BI-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7360 | Source evidence: Value mismatch; Source-type mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 3 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,blank_or_no_reported_value,,source_sheet_row=7360,,0.8,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,"Denominator family and expected answer type both indicate blank; despite mismatch flags and R2 override note, the consensus classification is absence. No extractable numeric value present in provided evidence."
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07585,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7371 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7371,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07586,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: EE-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: EE-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7372 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7372,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07587,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7373 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7373,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07588,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7374 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7374,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07589,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7375 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7375,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07590,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7376 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7376,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07591,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7377 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7377,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07592,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: FC-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7378 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7378,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07593,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7379 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7379,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07594,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7380 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7380,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07595,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7381 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7381,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07596,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7382 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7382,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07597,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: PE-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: PE-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7383 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7383,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07598,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: SE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7384 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7384,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07599,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7385 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7385,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
paper2_claude_sonnet_full_allfamilies_6750_6999_retry3_20260607,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T23:03:07Z,0,,P2-TASK-07600,S207,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S207 | Task family: absence_or_blank_consensus | Field/construct pair: SE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7386 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7386,,0.99,False,,not_persisted_batch,locked,2026-06-06T23:03:07Z,claude_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus confirmed; no source evidence provided.
