run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00151,S122,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S122 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: complete / 1.0 | Source/evidence note: PDF Table 5 reports a Fornell-Larcker lower-triangular correlation matrix and Table 8 reports path coefficients for an extended TAM-UTAUT2 model. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze,Study: S122 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=60; row=6 | Source evidence: PDF Table 5 reports a Fornell-Larcker lower-triangular correlation matrix and Table 8 reports path coefficients for an extended TAM-UTAUT2 model. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,lower-triangular correlation matrix,lower_triangular,table=60; row=6,PDF Table 5 reports a Fornell-Larcker lower-triangular correlation matrix,high,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00162,S034,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S034 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Human consensus value: r=0.68; source=direct/heatmap; sig=NR | Source/evidence note: PDF Fig. 2 reports a correlation heatmap; discussion reports r=.62 and r=.65 for ease/usefulness with intention and r=.68 between ease/usefulness.,Study: S034 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=62; row=4 | Source evidence: PDF Fig. 2 reports a correlation heatmap; discussion reports r=.62 and r=.65 for ease/usefulness with intention and r=.68 between ease/usefulness. | Notes: Use as source-reported heatmap correlation; no significance reported.,r=.68; source-reported heatmap correlation,0.68,table=62; row=4,discussion reports r=.62 and r=.65 for ease/usefulness with intention and r=.68 between ease/usefulness,high,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Mapped EE-PE to ease/usefulness correlation.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00163,,statistic_type_policy_decision,statistic_type_policy_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: statistic_type_policy_decision | Field/construct pair: word_comment | Human consensus value: 제외된 R1과 R4의 논문들을 체크하고 일치하는 지 확인해서 일치하지 않는 논문들만 보고하도록 리포트할 예정. 거기서 제외한 논문들이 다르면 그것을 식별해야 함. | Source/evidence note: 두 번째 문제는 exclusion rationale의 불일치이다. R1은 S108과 S132에 exclusion rationale이 있으나 S224는 통계행이 없으면서 exclusion log가 없다. R4는 S132에 통계행이 없지만 Phase 2 exclusion log가 없다. 이 항목들은 correlation-level 비교보다 먼저 inclusion/exclusion 판정부터 정리해야 한다.,Study:  | Task family: statistic_type_policy_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=0 | Source evidence: 두 번째 문제는 exclusion rationale의 불일치이다. R1은 S108과 S132에 exclusion rationale이 있으나 S224는 통계행이 없으면서 exclusion log가 없다. R4는 S132에 통계행이 없지만 Phase 2 exclusion log가 없다. 이 항목들은 correlation-level 비교보다 먼저 inclusion/exclusion 판정부터 정리해야 한다. | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,"{'decision_label': 'resolve_inclusion_exclusion_before_correlation_comparison', 'structured_comment_type': 'exclusion_rationale_inconsistency', 'affected_items': ['R1:S108', 'R1:S132', 'R1:S224', 'R4:S132']}",resolve_inclusion_exclusion_before_correlation_comparison,comment_id=0,exclusion rationale의 불일치이다. R1은 S108과 S132에 exclusion rationale이 있으나 S224는 통계행이 없으면서 exclusion log가 없다.,high,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Structured from final Word comment; inclusion/exclusion adjudication is prioritized before correlation-level comparison.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00164,,statistic_type_policy_decision,statistic_type_policy_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: statistic_type_policy_decision | Field/construct pair: word_comment | Human consensus value: R4의 경우에는 Correlation 시트에 값이 없으면 Exclusion으로 간주. 로그에 없을 가능성이 높음. | Source/evidence note: 두 번째 문제는 exclusion rationale의 불일치이다. R1은 S108과 S132에 exclusion rationale이 있으나 S224는 통계행이 없으면서 exclusion log가 없다. R4는 S132에 통계행이 없지만 Phase 2 exclusion log가 없다. 이 항목들은 correlation-level 비교보다 먼저 inclusion/exclusion 판정부터 정리해야 한다.,Study:  | Task family: statistic_type_policy_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=1 | Source evidence: 두 번째 문제는 exclusion rationale의 불일치이다. R1은 S108과 S132에 exclusion rationale이 있으나 S224는 통계행이 없으면서 exclusion log가 없다. R4는 S132에 통계행이 없지만 Phase 2 exclusion log가 없다. 이 항목들은 correlation-level 비교보다 먼저 inclusion/exclusion 판정부터 정리해야 한다. | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,"{'decision_label': 'resolve_inclusion_exclusion_before_correlation_comparison', 'structured_comment_type': 'exclusion_rationale_inconsistency', 'affected_items': ['R1:S108', 'R1:S132', 'R1:S224', 'R4:S132']}",resolve_inclusion_exclusion_before_correlation_comparison,comment_id=1,R4는 S132에 통계행이 없지만 Phase 2 exclusion log가 없다. 이 항목들은 correlation-level 비교보다 먼저 inclusion/exclusion 판정부터 정리해야 한다.,high,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Same supplied evidence as prior comment; structured as exclusion-log/rationale inconsistency.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00165,,statistic_type_policy_decision,statistic_type_policy_decision,eligible_after_locked_llm_output,structured_human_review_decision,"Study:  | Task family: statistic_type_policy_decision | Field/construct pair: word_comment | Human consensus value: 두 나라 데이터가 있어서 179b 행을 추가하여 다른 한 나라 데이터를 입력함. | Source/evidence note: 세 번째 문제는 R4의 구조적 여분 행이다. R4의 STUDY_METADATA와 CORRELATIONS에는 ASSIGNMENT에 없는 S179b가 있고, metadata 시트에는 이름 없는 끝 열이 두 개 있다. 이 내용은 Phase 2 Pair C 비교 자체의 ID set을 깨지는 않지만, freeze 전에 제거하거나 별도 기록해야 한다.","Study:  | Task family: statistic_type_policy_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=2 | Source evidence: 세 번째 문제는 R4의 구조적 여분 행이다. R4의 STUDY_METADATA와 CORRELATIONS에는 ASSIGNMENT에 없는 S179b가 있고, metadata 시트에는 이름 없는 끝 열이 두 개 있다. 이 내용은 Phase 2 Pair C 비교 자체의 ID set을 깨지는 않지만, freeze 전에 제거하거나 별도 기록해야 한다. | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.","{'decision_label': 'remove_or_record_structural_surplus_rows_before_freeze', 'structured_comment_type': 'structural_surplus_rows_and_metadata_cleanup', 'affected_items': ['R4:S179b', 'R4:metadata unnamed ending columns']}",remove_or_record_structural_surplus_rows_before_freeze,comment_id=2,"R4의 STUDY_METADATA와 CORRELATIONS에는 ASSIGNMENT에 없는 S179b가 있고, metadata 시트에는 이름 없는 끝 열이 두 개 있다.",high,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,"Comment says Pair C ID set is not broken, but cleanup or documentation is needed before freeze."
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00166,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: 해당 셀은 분석에 포함하지 않는 것으로 결정됨 | Source/evidence note: Matrix completeness,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=3 | Source evidence: Matrix completeness | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,comment_id=3,Matrix completeness,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Only a topic label is provided; no decision_label or structured_comment_type can be extracted.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00167,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: BI-EE부터 UB까지는 Table 4에 있는데도 없는 걸로 오인하고 5에서 R4 코더가 찾음. R1 코딩이 맞음. | Source/evidence note: BI-UB,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=4 | Source evidence: BI-UB | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,comment_id=4,BI-UB,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Only a construct pair label is provided; no review decision is stated.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00168,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: R1이 맞음. | Source/evidence note: Sample size,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=5 | Source evidence: Sample size | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,comment_id=5,Sample size,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Only a topic label is provided; no structured decision is stated.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00169,,statistic_type_policy_decision,statistic_type_policy_decision,eligible_after_locked_llm_output,structured_human_review_decision,"Study:  | Task family: statistic_type_policy_decision | Field/construct pair: word_comment | Human consensus value: 이거는 student가 맞고, future student로 표현이 되었음. Trainee 등등 모두 학생으로 코딩되어야 해. 이거는 방법론 논문에서 인간과 AI의 코딩의 성과 비교에서 유의미하게 활용될 수 있을 것 같음. R4의 코딩이 클로드 코드에서 비슷하게 한 것으로 확인될 수 있는데, 이러한 구조화된 semantic approach의 경우 AI가 취약할 수 있음. 이것을 논문의 논증으로 포함해서 진행하는 것을 권장. 그리고 모든 변수 혹은 모든 패밀리를 분석에 포함할 수는 없으니 이러한 메타데이터 중 필요한 것을 분석에 포함하고, correlation table에는 또 다른 논증이 필요하니 거기서 또한 어떤 값들을 추출할 지 결정 필요 | Source/evidence note: User role",Study:  | Task family: statistic_type_policy_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=6 | Source evidence: User role | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,comment_id=6,User role,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Only a topic label is provided; no policy decision is stated.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00170,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: R4의 오류 | Source/evidence note: EE-PE,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=7 | Source evidence: EE-PE | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,comment_id=7,EE-PE,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Only a construct pair label is provided; no review decision is stated.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00171,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,"Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: 이 논문의 경우 under + post graduate가 섞여 있어서 정답을 뭐로 해야 할 지 결정이 어려울 수 있음. 그런데 UTAUT가 정확히 명시되어 있으면 UTAUT를 사용해야 하는데, 그렇지 못함. | Source/evidence note: Education level",Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=8 | Source evidence: Education level | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Source evidence names a field/comment topic but does not provide a structured decision label.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00172,,statistic_type_policy_decision,statistic_type_policy_decision,eligible_after_locked_llm_output,structured_human_review_decision,"Study:  | Task family: statistic_type_policy_decision | Field/construct pair: word_comment | Human consensus value: Correlation이 있는데, Path Coefficient를 썼음. R1을 쓰는게 맞음. | Source/evidence note: r=0.672; source=direct; sig=p<.001",Study:  | Task family: statistic_type_policy_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=9 | Source evidence: r=0.672; source=direct; sig=p<.001 | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Source evidence provides a statistic but not the requested structured human review decision.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00173,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: 프레임워크는 TPB와 TAM이 모두 확인됨. R1은 섞이거나 혹은 단일임에도 Other을 많이 쓴 경향이 있음. | Source/evidence note: Theoretical framework,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=10 | Source evidence: Theoretical framework | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Source evidence names a field/comment topic but does not provide a structured decision label.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00174,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: Under + Master 이므로 mixed가 맞음. | Source/evidence note: Education level,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=11 | Source evidence: Education level | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Source evidence names a field/comment topic but does not provide a structured decision label.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00175,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: R4가 맞음. | Source/evidence note: First author,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=12 | Source evidence: First author | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Source evidence names a field/comment topic but does not provide a structured decision label.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00176,,construct_or_sample_mapping_decision,construct_or_sample_mapping_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: construct_or_sample_mapping_decision | Field/construct pair: word_comment | Human consensus value: student가 맞음. | Source/evidence note: Sample type,Study:  | Task family: construct_or_sample_mapping_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=13 | Source evidence: Sample type | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Source evidence names a field/comment topic but does not provide a structured decision label.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00177,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: undergrad이 맞음 | Source/evidence note: Education level,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=14 | Source evidence: Education level | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Source evidence names a field/comment topic but does not provide a structured decision label.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00178,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: Under + Professor 로 Mixed임 | Source/evidence note: Education level,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=15 | Source evidence: Education level | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Source evidence names a field/comment topic but does not provide a structured decision label.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00179,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,"Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: 175가 최종 valid responses인데, 300을 R4가 최초 수집본을 보고함. 그런데, R4 코딩 값을 175로 넣어야 함. 여기 값이 잘못되었음. | Source/evidence note: Sample size",Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=16 | Source evidence: Sample size | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Source evidence names a field/comment topic but does not provide a structured decision label.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00180,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: Mixed (under + post graduate) | Source/evidence note: Education level,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=17 | Source evidence: Education level | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Source evidence names a field/comment topic but does not provide a structured decision label.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00181,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: R4가 맞음. | Source/evidence note: ANX-BI,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=18 | Source evidence: ANX-BI | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Provided input lacks decision_label and structured_comment_type needed for the requested structured_human_review_decision.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00182,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: R1이 맞음. | Source/evidence note: ANX-PE,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=19 | Source evidence: ANX-PE | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Provided input lacks decision_label and structured_comment_type needed for the requested structured_human_review_decision.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00183,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: R1이 맞음. | Source/evidence note: BI-TRU,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=20 | Source evidence: BI-TRU | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Provided input lacks decision_label and structured_comment_type needed for the requested structured_human_review_decision.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00184,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: 이 경로는 존재하지 않음 | Source/evidence note: EE-UB,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=21 | Source evidence: EE-UB | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Provided input lacks decision_label and structured_comment_type needed for the requested structured_human_review_decision.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00185,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: Undergrad 이 맞음 | Source/evidence note: Education level,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=22 | Source evidence: Education level | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Provided input lacks decision_label and structured_comment_type needed for the requested structured_human_review_decision.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-00186,,structured_human_review_decision,structured_human_review_decision,eligible_after_locked_llm_output,structured_human_review_decision,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Human consensus value: Vocational college = undergrad | Source/evidence note: Education level,Study:  | Task family: structured_human_review_decision | Field/construct pair: word_comment | Expected answer type: structured_human_review_decision | Source locator: comment_id=23 | Source evidence: Education level | Notes: Structured row generated from final Word comment; use decision_label and structured_comment_type for follow-up mapping.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,codex_cli_noninteractive_batch,Provided input lacks decision_label and structured_comment_type needed for the requested structured_human_review_decision.
