run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07366,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7152 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank/no reported value,,source_sheet_row=7152,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07377,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7163 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7163,Notes: blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,Consensus indicates blank or no reported statistic.
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07378,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7164 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7164,Notes: blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,Consensus indicates blank or no reported statistic.
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07379,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7165 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7165,Notes: blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,Consensus indicates blank or no reported statistic.
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07380,S065,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S065 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-TRU | Human consensus value: source=direct; beta=0.761; sig=NR | Source/evidence note: R2-only statistic; loc: Table 2,Study: S065 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-TRU | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=7166 | Source evidence: R2-only statistic; loc: Table 2 | Notes: R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,,,source_sheet_row=7166; Table 2,source_statistic_without_r_value_needs_review,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,No numeric r value is provided in the redacted input.
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07382,S065,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S065 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Human consensus value: source=direct; beta=0.84; sig=NR | Source/evidence note: R2-only statistic; loc: Table 2,Study: S065 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=7168 | Source evidence: R2-only statistic; loc: Table 2 | Notes: R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,,,source_sheet_row=7168; Table 2,source_statistic_without_r_value_needs_review,high,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,No numeric r value is provided in the redacted input.
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07383,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: EE-PE | Human consensus value:  | Source/evidence note: R3-only statistic,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: EE-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7169 | Source evidence: R3-only statistic | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=7169,Expected answer type: blank_or_no_reported_value,medium,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,Expected answer type indicates blank or no reported value.
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07384,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7170 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7170,Notes: blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,Consensus indicates blank or no reported statistic.
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07385,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7171 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7171,Notes: blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,Consensus indicates blank or no reported statistic.
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07386,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7172 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7172,Notes: blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,Consensus indicates blank or no reported statistic.
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07387,S065,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S065 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-TRU | Human consensus value: source=direct; beta=0.592; sig=NR | Source/evidence note: R2-only statistic; loc: Table 2,Study: S065 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-TRU | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=7173 | Source evidence: R2-only statistic; loc: Table 2 | Notes: R2 override applied from disagreement trace. source_statistic_without_r_value_needs_review,,,source_sheet_row=7173; Table 2,R2-only statistic,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,Source indicates an R2-only statistic but provides no numeric value to extract.
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07389,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7175 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,No reported value,,source_sheet_row=7175,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07390,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7176 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,No reported value,,source_sheet_row=7176,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07391,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7177 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,No reported value,,source_sheet_row=7177,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07392,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7178 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,No reported value,,source_sheet_row=7178,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07393,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7179 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,No reported value,,source_sheet_row=7179,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07394,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: FC-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7180 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,No reported value,,source_sheet_row=7180,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6550_6649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07395,S065,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S065 | Task family: absence_or_blank_consensus | Field/construct pair: PE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7181 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,No reported value,,source_sheet_row=7181,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
