analysis_record_id,study_id,construct_pair,sample_size_numeric_original,sample_size_numeric_reconciled,sample_size_reconciliation_status,sample_size_reconciliation_source,masem_n_weighted_eligibility,preanalysis_action,source_location,source_artifact,source_locator,current_gate_reason,pdf_recovered_sample_size,pdf_source_location_checked,source_check_status,source_check_reason,researcher_confirmation_required,recommended_action_after_source_check,recommended_default_if_unresolved
P1-PRIMARY-00019,S185,ATT-BI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.453,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=146,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_study_level_n_candidate_found,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00020,S185,ATT-EE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.473,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=147,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_study_level_n_candidate_found,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00021,S185,ATT-PE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.504,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=149,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_study_level_n_candidate_found,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00022,S185,ATT-SI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.207,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=151,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_study_level_n_candidate_found,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00023,S185,BI-EE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.524,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=164,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_study_level_n_candidate_found,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00024,S185,BI-PE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.459,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=166,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_study_level_n_candidate_found,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00025,S185,BI-SI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.433,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=168,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_study_level_n_candidate_found,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00026,S185,EE-PE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.482,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=173,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_study_level_n_candidate_found,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00027,S185,EE-SI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.279,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=175,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_study_level_n_candidate_found,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00028,S185,PE-SI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,0.28,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=186,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,298,S185.pdf sample and collection/basic sample data plus Table 3 source context,pdf_study_level_n_candidate_found,PDF reports N = 298 in the basic sample data; residual correlations are from the same questionnaire dataset.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00029,S194,BI-EE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=230,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00030,S194,BI-FC,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=231,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00031,S194,BI-PE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=232,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00032,S194,BI-SI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=234,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00033,S194,BI-UB,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=237,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00034,S194,EE-FC,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=238,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00035,S194,EE-PE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=239,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00036,S194,EE-SI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=241,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00037,S194,EE-UB,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=244,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00038,S194,FC-PE,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=245,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00039,S194,FC-SI,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=247,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
P1-PRIMARY-00040,S194,FC-UB,,,missing_n_excluded_from_n_weighted_masem,,exclude_missing_n,residual_source_n_check_before_primary,"Table 3, p. 825",/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=250,not filled by deterministic reconciliation; PDF source check required before any primary exclusion,469,S194.pdf data collection/sample-size reporting and Table 3 source context,pdf_study_level_n_candidate_found,PDF reports 469 responses as the SmartPLS analytic sample; residual rows share the same correlation/table context.,yes_before_applying_pdf_n_override_or_exclusion,apply_pdf_study_level_n_override_to_primary_n_weighted_masem,exclude_from_primary_n_weighted_tssem_masem_retain_in_sensitivity_ledger
