study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S002,S002_full_sample_FC_UB,phase2,Pair D,full_sample,300,FC,UB,0.545,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_PE_SI,phase2,Pair D,full_sample,300,PE,SI,0.534,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_PE_UB,phase2,Pair D,full_sample,300,PE,UB,0.574,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S002,S002_full_sample_SI_UB,phase2,Pair D,full_sample,300,SI,UB,0.489,source_reported_pearson_or_latent_correlation,,S002.pdf Table 9,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R2 source-located Table 9 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for FC-PE/FC-SI.
S003,S003_full_sample_EE_FC,phase2,Pair C,full_sample,195,EE,FC,0.271,coder_agreed_direct_correlation,,Table 5,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S003,S003_full_sample_EE_PE,phase2,Pair C,full_sample,195,EE,PE,0.496,coder_agreed_direct_correlation,,Table 5,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S003,S003_full_sample_EE_SI,phase2,Pair C,full_sample,195,EE,SI,0.414,coder_agreed_direct_correlation,,Table 5,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S003,S003_full_sample_EE_UB,phase2,Pair C,full_sample,195,EE,UB,0.241,coder_agreed_direct_correlation,,Table 5,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S003,S003_full_sample_FC_PE,phase2,Pair C,full_sample,195,FC,PE,0.448,coder_agreed_direct_correlation,,Table 5,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S003,S003_full_sample_FC_SI,phase2,Pair C,full_sample,195,FC,SI,0.565,coder_agreed_direct_correlation,,Table 5,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S003,S003_full_sample_FC_UB,phase2,Pair C,full_sample,195,FC,UB,0.609,coder_agreed_direct_correlation,,Table 5,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S003,S003_full_sample_PE_SI,phase2,Pair C,full_sample,195,PE,SI,0.644,coder_agreed_direct_correlation,,Table 5,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S003,S003_full_sample_PE_UB,phase2,Pair C,full_sample,195,PE,UB,0.726,coder_agreed_direct_correlation,,Table 5,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S003,S003_full_sample_SI_UB,phase2,Pair C,full_sample,195,SI,UB,0.73,coder_agreed_direct_correlation,,Table 5,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S004,S004_full_sample_BI_EE,phase2,Pair D,full_sample,485,BI,EE,0.582,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_BI_FC,phase2,Pair D,full_sample,485,BI,FC,0.644,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_BI_PE,phase2,Pair D,full_sample,485,BI,PE,0.667,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_BI_SI,phase2,Pair D,full_sample,485,BI,SI,0.668,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_BI_TRU,phase2,Pair D,full_sample,485,BI,TRU,0.63,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_BI_UB,phase2,Pair D,full_sample,485,BI,UB,0.751,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_EE_FC,phase2,Pair D,full_sample,485,EE,FC,0.664,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_EE_PE,phase2,Pair D,full_sample,485,EE,PE,0.697,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_EE_SI,phase2,Pair D,full_sample,485,EE,SI,0.61,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_EE_TRU,phase2,Pair D,full_sample,485,EE,TRU,0.52,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_EE_UB,phase2,Pair D,full_sample,485,EE,UB,0.607,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_FC_PE,phase2,Pair D,full_sample,485,FC,PE,0.676,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_FC_SI,phase2,Pair D,full_sample,485,FC,SI,0.59,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_FC_UB,phase2,Pair D,full_sample,485,FC,UB,0.533,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_PE_SE,phase2,Pair D,full_sample,485,PE,SE,0.601,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_PE_SI,phase2,Pair D,full_sample,485,PE,SI,0.637,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_PE_TRU,phase2,Pair D,full_sample,485,PE,TRU,0.541,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_PE_UB,phase2,Pair D,full_sample,485,PE,UB,0.607,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_SI_TRU,phase2,Pair D,full_sample,485,SI,TRU,0.563,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_SI_UB,phase2,Pair D,full_sample,485,SI,UB,0.644,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S004,S004_full_sample_TRU_UB,phase2,Pair D,full_sample,485,TRU,UB,0.599,source_reported_pearson_or_latent_correlation,,S004.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairD_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair D adjudication 20260608,Use R2 complete Table 3 direct row set; R3 duplicates most values but has sparse source-location strings and construct-pair differences.
S005,S005_full_sample_ANX_BI,phase1,Pair A,full_sample,230,ANX,BI,0.174,source_reported_latent_correlation,,"S005.pdf Table 2 (Fornell-Larcker), p.970",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_phase1_rule_progress_source_checked,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Logged rule applied: JOY rows and CON-to-FC rows are excluded; retained target rows are AIA/AISE/BITL/PU only.
S005,S005_full_sample_ANX_PE,phase1,Pair A,full_sample,230,ANX,PE,0.233,source_reported_latent_correlation,,"S005.pdf Table 2 (Fornell-Larcker), p.970",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_phase1_rule_progress_source_checked,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Logged rule applied: JOY rows and CON-to-FC rows are excluded; retained target rows are AIA/AISE/BITL/PU only.
S005,S005_full_sample_ANX_SE,phase1,Pair A,full_sample,230,ANX,SE,0.173,source_reported_latent_correlation,,"S005.pdf Table 2 (Fornell-Larcker), p.970",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_phase1_rule_progress_source_checked,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Logged rule applied: JOY rows and CON-to-FC rows are excluded; retained target rows are AIA/AISE/BITL/PU only.
S005,S005_full_sample_BI_PE,phase1,Pair A,full_sample,230,BI,PE,0.706,source_reported_latent_correlation,,"S005.pdf Table 2 (Fornell-Larcker), p.970",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_phase1_rule_progress_source_checked,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Logged rule applied: JOY rows and CON-to-FC rows are excluded; retained target rows are AIA/AISE/BITL/PU only.
S005,S005_full_sample_BI_SE,phase1,Pair A,full_sample,230,BI,SE,0.722,source_reported_latent_correlation,,"S005.pdf Table 2 (Fornell-Larcker), p.970",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_phase1_rule_progress_source_checked,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Logged rule applied: JOY rows and CON-to-FC rows are excluded; retained target rows are AIA/AISE/BITL/PU only.
S005,S005_full_sample_PE_SE,phase1,Pair A,full_sample,230,PE,SE,0.663,source_reported_latent_correlation,,"S005.pdf Table 2 (Fornell-Larcker), p.970",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_phase1_rule_progress_source_checked,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Logged rule applied: JOY rows and CON-to-FC rows are excluded; retained target rows are AIA/AISE/BITL/PU only.
S006,S006_full_sample_BI_EE,phase2,Pair C,full_sample,1167,BI,EE,0.367,coder_agreed_direct_correlation,,Table 6,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S006,S006_full_sample_BI_FC,phase2,Pair C,full_sample,1167,BI,FC,0.22,coder_agreed_direct_correlation,,Table 6,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S006,S006_full_sample_BI_PE,phase2,Pair C,full_sample,1167,BI,PE,0.626,coder_agreed_direct_correlation,,Table 6,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
S006,S006_full_sample_BI_SI,phase2,Pair C,full_sample,1167,BI,SI,0.421,coder_agreed_direct_correlation,,Table 6,coder_agreed_direct_correlation,high,included_coder_agreed_correlation_rows_application_draft,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_lightweight_status_audit_20260609.csv,Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.
