study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S030,S030_full_sample_BI_TRU,phase1,Pair A,full_sample,226,BI,TRU,0.612,source_reported_latent_correlation,,S030.pdf Table 4 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; source labels PEOU/PU/PT/ATT/SN/PBC/INT mapped to EE/PE/TRU/ATT/SI/FC/BI. PBC is mapped to FC; R2 mapped PBC to SE and is not used for this draft.
S030,S030_full_sample_EE_FC,phase1,Pair A,full_sample,226,EE,FC,0.56,source_reported_latent_correlation,,S030.pdf Table 4 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; source labels PEOU/PU/PT/ATT/SN/PBC/INT mapped to EE/PE/TRU/ATT/SI/FC/BI. PBC is mapped to FC; R2 mapped PBC to SE and is not used for this draft.
S030,S030_full_sample_EE_PE,phase1,Pair A,full_sample,226,EE,PE,0.542,source_reported_latent_correlation,,S030.pdf Table 4 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; source labels PEOU/PU/PT/ATT/SN/PBC/INT mapped to EE/PE/TRU/ATT/SI/FC/BI. PBC is mapped to FC; R2 mapped PBC to SE and is not used for this draft.
S030,S030_full_sample_EE_SI,phase1,Pair A,full_sample,226,EE,SI,0.674,source_reported_latent_correlation,,S030.pdf Table 4 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; source labels PEOU/PU/PT/ATT/SN/PBC/INT mapped to EE/PE/TRU/ATT/SI/FC/BI. PBC is mapped to FC; R2 mapped PBC to SE and is not used for this draft.
S030,S030_full_sample_EE_TRU,phase1,Pair A,full_sample,226,EE,TRU,0.636,source_reported_latent_correlation,,S030.pdf Table 4 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; source labels PEOU/PU/PT/ATT/SN/PBC/INT mapped to EE/PE/TRU/ATT/SI/FC/BI. PBC is mapped to FC; R2 mapped PBC to SE and is not used for this draft.
S030,S030_full_sample_FC_PE,phase1,Pair A,full_sample,226,FC,PE,0.598,source_reported_latent_correlation,,S030.pdf Table 4 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; source labels PEOU/PU/PT/ATT/SN/PBC/INT mapped to EE/PE/TRU/ATT/SI/FC/BI. PBC is mapped to FC; R2 mapped PBC to SE and is not used for this draft.
S030,S030_full_sample_FC_SI,phase1,Pair A,full_sample,226,FC,SI,0.649,source_reported_latent_correlation,,S030.pdf Table 4 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; source labels PEOU/PU/PT/ATT/SN/PBC/INT mapped to EE/PE/TRU/ATT/SI/FC/BI. PBC is mapped to FC; R2 mapped PBC to SE and is not used for this draft.
S030,S030_full_sample_FC_TRU,phase1,Pair A,full_sample,226,FC,TRU,0.594,source_reported_latent_correlation,,S030.pdf Table 4 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; source labels PEOU/PU/PT/ATT/SN/PBC/INT mapped to EE/PE/TRU/ATT/SI/FC/BI. PBC is mapped to FC; R2 mapped PBC to SE and is not used for this draft.
S030,S030_full_sample_PE_SI,phase1,Pair A,full_sample,226,PE,SI,0.635,source_reported_latent_correlation,,S030.pdf Table 4 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; source labels PEOU/PU/PT/ATT/SN/PBC/INT mapped to EE/PE/TRU/ATT/SI/FC/BI. PBC is mapped to FC; R2 mapped PBC to SE and is not used for this draft.
S030,S030_full_sample_PE_TRU,phase1,Pair A,full_sample,226,PE,TRU,0.539,source_reported_latent_correlation,,S030.pdf Table 4 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; source labels PEOU/PU/PT/ATT/SN/PBC/INT mapped to EE/PE/TRU/ATT/SI/FC/BI. PBC is mapped to FC; R2 mapped PBC to SE and is not used for this draft.
S030,S030_full_sample_SI_TRU,phase1,Pair A,full_sample,226,SI,TRU,0.646,source_reported_latent_correlation,,S030.pdf Table 4 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; source labels PEOU/PU/PT/ATT/SN/PBC/INT mapped to EE/PE/TRU/ATT/SI/FC/BI. PBC is mapped to FC; R2 mapped PBC to SE and is not used for this draft.
S046,S046_full_sample_ANX_BI,phase1,Pair A,full_sample,361,ANX,BI,-0.377,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_ANX_EE,phase1,Pair A,full_sample,361,ANX,EE,-0.423,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_ANX_PE,phase1,Pair A,full_sample,361,ANX,PE,-0.462,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_ANX_SE,phase1,Pair A,full_sample,361,ANX,SE,-0.069,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_ANX_SI,phase1,Pair A,full_sample,361,ANX,SI,-0.032,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_BI_EE,phase1,Pair A,full_sample,361,BI,EE,0.726,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_BI_PE,phase1,Pair A,full_sample,361,BI,PE,0.661,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_BI_SE,phase1,Pair A,full_sample,361,BI,SE,0.442,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_BI_SI,phase1,Pair A,full_sample,361,BI,SI,0.087,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_EE_PE,phase1,Pair A,full_sample,361,EE,PE,0.724,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_EE_SE,phase1,Pair A,full_sample,361,EE,SE,0.537,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_EE_SI,phase1,Pair A,full_sample,361,EE,SI,0.031,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_PE_SE,phase1,Pair A,full_sample,361,PE,SE,0.508,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_PE_SI,phase1,Pair A,full_sample,361,PE,SI,0.383,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S046,S046_full_sample_SE_SI,phase1,Pair A,full_sample,361,SE,SI,0.04,source_reported_latent_correlation,,S046.pdf Table 5 Fornell-Larcker criterion,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch1_source_checked,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; AI-STB mapped to ANX with moderate confidence. R2 ATT/PEN rows and R2 sign or row-order conflicts are not used; PDF confirms ANX-PE is negative.
S048,S048_full_sample_ATT_BI,phase1,Pair B,full_sample,355,ATT,BI,0.82,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_ATT_EE,phase1,Pair B,full_sample,355,ATT,EE,0.453,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_ATT_FC,phase1,Pair B,full_sample,355,ATT,FC,0.34,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_ATT_PE,phase1,Pair B,full_sample,355,ATT,PE,0.659,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_ATT_SI,phase1,Pair B,full_sample,355,ATT,SI,0.589,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_ATT_TRU,phase1,Pair B,full_sample,355,ATT,TRU,0.527,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_ATT_UB,phase1,Pair B,full_sample,355,ATT,UB,0.769,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_BI_EE,phase1,Pair B,full_sample,355,BI,EE,0.398,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_BI_TRU,phase1,Pair B,full_sample,355,BI,TRU,0.442,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_BI_UB,phase1,Pair B,full_sample,355,BI,UB,0.829,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_EE_FC,phase1,Pair B,full_sample,355,EE,FC,0.364,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_EE_PE,phase1,Pair B,full_sample,355,EE,PE,0.31,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_EE_SI,phase1,Pair B,full_sample,355,EE,SI,0.323,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_EE_TRU,phase1,Pair B,full_sample,355,EE,TRU,0.235,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
S048,S048_full_sample_FC_PE,phase1,Pair B,full_sample,355,FC,PE,0.471,source_reported_pearson_correlation,,S048.pdf Table 2 correlation and descriptive statistics,source_reported_pearson_correlation,high,included_reference_draft_residual_batch1_source_checked_one_coder,data/04_extraction/02_pre_adjudication_disagreement/combined/derived/combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Use R4 row set; R3 did not provide correlation rows. PDF raw table confirms Pearson correlation matrix among PE, EE, SI, FC, TRU, ATT, INT, and USE; PA/NOV/POL rows excluded."
