study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S015,S015_poland_stratum_EE_FC,phase1,Pair A,poland_stratum,528,EE,FC,0.76,source_reported_latent_correlation,,S015.pdf Table 1 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_india_stratum_EE_FC,phase1,Pair A,india_stratum,546,EE,FC,0.231,source_reported_latent_correlation,,S015.pdf Table 2 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_poland_stratum_EE_PE,phase1,Pair A,poland_stratum,528,EE,PE,0.627,source_reported_latent_correlation,,S015.pdf Table 1 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_india_stratum_EE_PE,phase1,Pair A,india_stratum,546,EE,PE,0.344,source_reported_latent_correlation,,S015.pdf Table 2 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_poland_stratum_EE_SI,phase1,Pair A,poland_stratum,528,EE,SI,0.451,source_reported_latent_correlation,,S015.pdf Table 1 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_india_stratum_EE_SI,phase1,Pair A,india_stratum,546,EE,SI,0.355,source_reported_latent_correlation,,S015.pdf Table 2 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_poland_stratum_EE_UB,phase1,Pair A,poland_stratum,528,EE,UB,0.617,source_reported_latent_correlation,,S015.pdf Table 1 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_india_stratum_EE_UB,phase1,Pair A,india_stratum,546,EE,UB,0.288,source_reported_latent_correlation,,S015.pdf Table 2 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_poland_stratum_FC_PE,phase1,Pair A,poland_stratum,528,FC,PE,0.527,source_reported_latent_correlation,,S015.pdf Table 1 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_india_stratum_FC_PE,phase1,Pair A,india_stratum,546,FC,PE,0.465,source_reported_latent_correlation,,S015.pdf Table 2 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_poland_stratum_FC_SI,phase1,Pair A,poland_stratum,528,FC,SI,0.449,source_reported_latent_correlation,,S015.pdf Table 1 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_india_stratum_FC_SI,phase1,Pair A,india_stratum,546,FC,SI,0.355,source_reported_latent_correlation,,S015.pdf Table 2 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_poland_stratum_FC_UB,phase1,Pair A,poland_stratum,528,FC,UB,0.512,source_reported_latent_correlation,,S015.pdf Table 1 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_india_stratum_FC_UB,phase1,Pair A,india_stratum,546,FC,UB,0.512,source_reported_latent_correlation,,S015.pdf Table 2 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_poland_stratum_PE_SI,phase1,Pair A,poland_stratum,528,PE,SI,0.577,source_reported_latent_correlation,,S015.pdf Table 1 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_india_stratum_PE_SI,phase1,Pair A,india_stratum,546,PE,SI,0.436,source_reported_latent_correlation,,S015.pdf Table 2 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_poland_stratum_PE_UB,phase1,Pair A,poland_stratum,528,PE,UB,0.604,source_reported_latent_correlation,,S015.pdf Table 1 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_india_stratum_PE_UB,phase1,Pair A,india_stratum,546,PE,UB,0.584,source_reported_latent_correlation,,S015.pdf Table 2 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_poland_stratum_SI_UB,phase1,Pair A,poland_stratum,528,SI,UB,0.454,source_reported_latent_correlation,,S015.pdf Table 1 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S015,S015_india_stratum_SI_UB,phase1,Pair A,india_stratum,546,SI,UB,0.413,source_reported_latent_correlation,,S015.pdf Table 2 (R2 Table 1/Table2 country-stratum split),country_stratified_source_reported_latent_correlation,high,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R2 row set; slash-coded Poland/India values are split into country-stratum numeric rows, preserving R2 selected values."
S066,S066_full_sample_ANX_BI,phase2,Pair C,full_sample,175,ANX,BI,0.12,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,"Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Original coder flag retained: Y. Coder note: HTMT not coded; standardized PLS path converted. Table 7 prints beta as 0.700, but Table 8 indirect effect implies 0.070; coded as source-corrected typo and flagged."
S066,S066_full_sample_ANX_EE,phase2,Pair C,full_sample,175,ANX,EE,0.14,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Original coder flag retained: Y. Coder note: HTMT not coded; standardized PLS path converted. Path table p/t values appear inconsistent.
S066,S066_full_sample_ANX_FC,phase2,Pair C,full_sample,175,ANX,FC,0.18,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Original coder flag retained: Y. Coder note: HTMT not coded; standardized PLS path converted. Path table p/t values appear inconsistent.
S066,S066_full_sample_ANX_PE,phase2,Pair C,full_sample,175,ANX,PE,0.27,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Original coder flag retained: Y. Coder note: HTMT not coded; standardized PLS path converted. Path table p/t values appear inconsistent.
S066,S066_full_sample_ANX_SI,phase2,Pair C,full_sample,175,ANX,SI,0.38,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Original coder flag retained: Y. Coder note: HTMT not coded; standardized PLS path converted. Path table p/t values appear inconsistent.
S066,S066_full_sample_ANX_TRU,phase2,Pair C,full_sample,175,ANX,TRU,0.19,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Original coder flag retained: Y. Coder note: HTMT not coded; standardized PLS path converted. Path table p/t values appear inconsistent.
S066,S066_full_sample_BI_EE,phase2,Pair C,full_sample,175,BI,EE,0.23,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Coder note: HTMT not coded; standardized PLS path converted.
S066,S066_full_sample_BI_FC,phase2,Pair C,full_sample,175,BI,FC,0.17,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Coder note: HTMT not coded; standardized PLS path converted.
S066,S066_full_sample_BI_PE,phase2,Pair C,full_sample,175,BI,PE,0.09,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Coder note: HTMT not coded; standardized PLS path converted.
S066,S066_full_sample_BI_SI,phase2,Pair C,full_sample,175,BI,SI,0.39,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Coder note: HTMT not coded; standardized PLS path converted.
S066,S066_full_sample_BI_TRU,phase2,Pair C,full_sample,175,BI,TRU,0.26,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Coder note: HTMT not coded; standardized PLS path converted.
S066,S066_full_sample_BI_UB,phase2,Pair C,full_sample,175,BI,UB,0.55,beta_converted_peterson_brown,,S066.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; beta/path conversion caveat and R1 source-corrected ANX-BI typo note retained; HTMT not used. Coder note: HTMT not coded; standardized PLS path converted.
S099,S099_full_sample_ATT_BI,phase2,Pair D,full_sample,294,ATT,BI,0.462,beta_converted_peterson_brown,,S099.pdf Table 1,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S099,S099_full_sample_ATT_EE,phase2,Pair D,full_sample,294,ATT,EE,0.163,beta_converted_peterson_brown,,S099.pdf Table 1,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S099,S099_full_sample_ATT_PE,phase2,Pair D,full_sample,294,ATT,PE,0.655,beta_converted_peterson_brown,,S099.pdf Table 1,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S099,S099_full_sample_BI_EE,phase2,Pair D,full_sample,294,BI,EE,0.347,beta_converted_peterson_brown,,S099.pdf Table 1,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S099,S099_full_sample_BI_SI,phase2,Pair D,full_sample,294,BI,SI,0.238,beta_converted_peterson_brown,,S099.pdf Table 2,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S099,S099_full_sample_BI_TRU,phase2,Pair D,full_sample,294,BI,TRU,0.503,beta_converted_peterson_brown,,S099.pdf Table 2,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S099,S099_full_sample_EE_SE,phase2,Pair D,full_sample,294,EE,SE,0.131,beta_converted_peterson_brown,,S099.pdf Table 2,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S099,S099_full_sample_EE_SI,phase2,Pair D,full_sample,294,EE,SI,0.161,beta_converted_peterson_brown,,S099.pdf Table 2,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S099,S099_full_sample_EE_TRU,phase2,Pair D,full_sample,294,EE,TRU,0.316,beta_converted_peterson_brown,,S099.pdf Table 2,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S099,S099_full_sample_SE_SI,phase2,Pair D,full_sample,294,SE,SI,0.357,beta_converted_peterson_brown,,S099.pdf Table 2,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S099,S099_full_sample_SE_TRU,phase2,Pair D,full_sample,294,SE,TRU,0.72,beta_converted_peterson_brown,,S099.pdf Table 2,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S099,S099_full_sample_SI_TRU,phase2,Pair D,full_sample,294,SI,TRU,0.232,beta_converted_peterson_brown,,S099.pdf Table 2,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R2 row set; beta/path conversion caveat retained because no clean target correlation matrix was available in the audited source.
S200,S200_full_sample_BI_EE,phase2,Pair C,full_sample,431,BI,EE,0.21,beta_converted_peterson_brown,,S200.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat. Coder note: Bootstrapped structural path also reported.
S200,S200_full_sample_BI_FC,phase2,Pair C,full_sample,431,BI,FC,-0.17,beta_converted_peterson_brown,,S200.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat. Coder note: Bootstrapped structural path also reported.
S200,S200_full_sample_BI_PE,phase2,Pair C,full_sample,431,BI,PE,0.45,beta_converted_peterson_brown,,S200.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat. Coder note: Bootstrapped structural path also reported.
S200,S200_full_sample_BI_SI,phase2,Pair C,full_sample,431,BI,SI,0.09,beta_converted_peterson_brown,,S200.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat. Coder note: Bootstrapped structural path also reported.
S200,S200_full_sample_BI_UB,phase2,Pair C,full_sample,431,BI,UB,0.39,beta_converted_peterson_brown,,S200.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_manual_blocker_resolved_20260608,researcher_manual_decision_20260608; combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Researcher decision 2026-06-08: use R1 row set; Table 6 beta-converted rows and Table 5 direct/discriminant-validity rows retained with mixed-evidence caveat. Coder note: Bootstrapped structural path BI -> USE also reported.
