study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S035,S035_full_sample_BI_TRU,phase1,Pair A,full_sample,622,BI,TRU,0.75,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_BI_UB,phase1,Pair A,full_sample,622,BI,UB,0.87,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,ChatGPT Adoption mapped to UB although items include continuation-intention wording.; R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_EE_FC,phase1,Pair A,full_sample,622,EE,FC,0.58,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_EE_PE,phase1,Pair A,full_sample,622,EE,PE,0.78,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_EE_SI,phase1,Pair A,full_sample,622,EE,SI,0.72,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_EE_TRU,phase1,Pair A,full_sample,622,EE,TRU,0.63,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_EE_UB,phase1,Pair A,full_sample,622,EE,UB,0.64,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,ChatGPT Adoption mapped to UB although items include continuation-intention wording.; R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_FC_PE,phase1,Pair A,full_sample,622,FC,PE,0.57,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_FC_SI,phase1,Pair A,full_sample,622,FC,SI,0.66,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_FC_TRU,phase1,Pair A,full_sample,622,FC,TRU,0.73,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_FC_UB,phase1,Pair A,full_sample,622,FC,UB,0.88,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,ChatGPT Adoption mapped to UB although items include continuation-intention wording.; R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_PE_SI,phase1,Pair A,full_sample,622,PE,SI,0.7,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_PE_TRU,phase1,Pair A,full_sample,622,PE,TRU,0.56,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_PE_UB,phase1,Pair A,full_sample,622,PE,UB,0.67,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,ChatGPT Adoption mapped to UB although items include continuation-intention wording.; R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_SI_TRU,phase1,Pair A,full_sample,622,SI,TRU,0.68,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_SI_UB,phase1,Pair A,full_sample,622,SI,UB,0.68,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,ChatGPT Adoption mapped to UB although items include continuation-intention wording.; R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S035,S035_full_sample_TRU_UB,phase1,Pair A,full_sample,622,TRU,UB,0.76,source_reported_direct_correlation,,S035.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,ChatGPT Adoption mapped to UB although items include continuation-intention wording.; R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S051,S051_full_sample_EE_FC,phase1,Pair A,full_sample,524,EE,FC,0.59,source_reported_direct_correlation,,S051.pdf Table 2,source_reported_direct_correlation,high,included_reference_draft_partial_value_decision,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,Only the three explicitly logged R1-only direct correlations are drafted here; Perceived Risk-as-ANX rows excluded.
S051,S051_full_sample_EE_PE,phase1,Pair A,full_sample,524,EE,PE,0.48,source_reported_direct_correlation,,S051.pdf Table 2,source_reported_direct_correlation,high,included_reference_draft_partial_value_decision,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,Only the three explicitly logged R1-only direct correlations are drafted here; Perceived Risk-as-ANX rows excluded.
S051,S051_full_sample_FC_PE,phase1,Pair A,full_sample,524,FC,PE,0.47,source_reported_direct_correlation,,S051.pdf Table 2,source_reported_direct_correlation,high,included_reference_draft_partial_value_decision,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,Only the three explicitly logged R1-only direct correlations are drafted here; Perceived Risk-as-ANX rows excluded.
S081,S081_full_sample_BI_EE,phase1,Pair A,full_sample,305,BI,EE,0.47,source_reported_direct_correlation,,S081.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S081,S081_full_sample_BI_FC,phase1,Pair A,full_sample,305,BI,FC,0.43,source_reported_direct_correlation,,S081.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S081,S081_full_sample_BI_PE,phase1,Pair A,full_sample,305,BI,PE,0.41,source_reported_direct_correlation,,S081.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S081,S081_full_sample_BI_SI,phase1,Pair A,full_sample,305,BI,SI,0.46,source_reported_direct_correlation,,S081.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S081,S081_full_sample_EE_FC,phase1,Pair A,full_sample,305,EE,FC,0.36,source_reported_direct_correlation,,S081.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S081,S081_full_sample_EE_PE,phase1,Pair A,full_sample,305,EE,PE,0.4,source_reported_direct_correlation,,S081.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S081,S081_full_sample_EE_SI,phase1,Pair A,full_sample,305,EE,SI,0.43,source_reported_direct_correlation,,S081.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S081,S081_full_sample_FC_PE,phase1,Pair A,full_sample,305,FC,PE,0.2,source_reported_direct_correlation,,S081.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S081,S081_full_sample_FC_SI,phase1,Pair A,full_sample,305,FC,SI,0.25,source_reported_direct_correlation,,S081.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S081,S081_full_sample_PE_SI,phase1,Pair A,full_sample,305,PE,SI,0.38,source_reported_direct_correlation,,S081.pdf Table 4,source_reported_direct_correlation,high,included_reference_draft_high_confidence,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,R1 direct Table 4 row set accepted by 2026-04-29 amendment.
S120,S120_student_instructor_weighted_BI_EE,phase1,Pair A,student_instructor_weighted,351,BI,EE,0.06,beta_converted_peterson_brown,,S120.pdf Table 10,standardized_path_beta_converted,medium,included_reference_draft_beta_converted,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,"Beta converted separately for students (n=320) and instructors (n=31), then Fisher-z weighted. Subgroup p-values differ for some paths.; R2-only SI-TRU, SI-UB, and TRU-UB excluded by 2026-04-29 amendment."
S120,S120_student_instructor_weighted_BI_FC,phase1,Pair A,student_instructor_weighted,351,BI,FC,0.19,beta_converted_peterson_brown,,S120.pdf Table 10,standardized_path_beta_converted,medium,included_reference_draft_beta_converted,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,"Beta converted separately for students (n=320) and instructors (n=31), then Fisher-z weighted. Subgroup p-values differ for some paths.; R2-only SI-TRU, SI-UB, and TRU-UB excluded by 2026-04-29 amendment."
S120,S120_student_instructor_weighted_BI_PE,phase1,Pair A,student_instructor_weighted,351,BI,PE,0.32,beta_converted_peterson_brown,,S120.pdf Table 10,standardized_path_beta_converted,medium,included_reference_draft_beta_converted,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,"Beta converted separately for students (n=320) and instructors (n=31), then Fisher-z weighted. Subgroup p-values differ for some paths.; R2-only SI-TRU, SI-UB, and TRU-UB excluded by 2026-04-29 amendment."
S120,S120_student_instructor_weighted_BI_SI,phase1,Pair A,student_instructor_weighted,351,BI,SI,0.14,beta_converted_peterson_brown,,S120.pdf Table 10,standardized_path_beta_converted,medium,included_reference_draft_beta_converted,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,"Beta converted separately for students (n=320) and instructors (n=31), then Fisher-z weighted. Subgroup p-values differ for some paths.; R2-only SI-TRU, SI-UB, and TRU-UB excluded by 2026-04-29 amendment."
S120,S120_student_instructor_weighted_BI_UB,phase1,Pair A,student_instructor_weighted,351,BI,UB,0.69,beta_converted_peterson_brown,,S120.pdf Table 10,standardized_path_beta_converted,medium,included_reference_draft_beta_converted,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,"Beta converted separately for students (n=320) and instructors (n=31), then Fisher-z weighted. Subgroup p-values differ for some paths.; R2-only SI-TRU, SI-UB, and TRU-UB excluded by 2026-04-29 amendment."
S151,S151_full_sample_FC_UB,phase1,Pair A,full_sample,295,FC,UB,0.558,source_corrected_direct_correlation,,S151.pdf Table 2,source_reported_direct_correlation,medium,included_reference_draft_partial_value_decision,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,Source-reported FC-UB = .558 supersedes rounded R1 .56; UB includes use-frequency items plus one continuation-intention item and remains flagged.
S164,S164_full_sample_EE_SI,phase1,Pair A,full_sample,2078,EE,SI,-0.024,source_corrected_construct_correlation,,S164.pdf Table 4,source_reported_latent_or_construct_correlation,medium,included_reference_draft_partial_value_decision,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,Accepted adjudication value from Phase 1 decision log; raw R1/R2 rows disagree for this construct pair.
S164,S164_full_sample_FC_PE,phase1,Pair A,full_sample,2078,FC,PE,0.716,source_corrected_construct_correlation,,S164.pdf Table 4,source_reported_latent_or_construct_correlation,medium,included_reference_draft_partial_value_decision,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,Accepted adjudication value from Phase 1 decision log; raw R1/R2 rows disagree for this construct pair.
S164,S164_full_sample_PE_UB,phase1,Pair A,full_sample,2078,PE,UB,0.632,source_corrected_construct_correlation,,S164.pdf Table 4,source_reported_latent_or_construct_correlation,medium,included_reference_draft_partial_value_decision,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md,Accepted adjudication value from Phase 1 decision log; raw R1/R2 rows disagree for this construct pair.
S191,S191_full_sample_BI_EE,phase1,Pair A,full_sample,331,BI,EE,0.675,source_reported_latent_correlation,,S191.pdf Table 2; phase1 pairwise comparison workbook R1_R2_CORRELATIONS,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_reconciled_from_pairwise_workbook,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,"S191 reconciled on 2026-06-08: decision log uses R2 direct Table 2 values; raw R2 workbook correlation grid is blank, but Phase 1 pairwise comparison workbook stores the R2 direct values in the R2_beta column and S191 PDF Table 2 confirms the same Fornell-Larcker off-diagonal values."
S191,S191_full_sample_BI_FC,phase1,Pair A,full_sample,331,BI,FC,0.663,source_reported_latent_correlation,,S191.pdf Table 2; phase1 pairwise comparison workbook R1_R2_CORRELATIONS,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_reconciled_from_pairwise_workbook,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,"S191 reconciled on 2026-06-08: decision log uses R2 direct Table 2 values; raw R2 workbook correlation grid is blank, but Phase 1 pairwise comparison workbook stores the R2 direct values in the R2_beta column and S191 PDF Table 2 confirms the same Fornell-Larcker off-diagonal values."
S191,S191_full_sample_BI_PE,phase1,Pair A,full_sample,331,BI,PE,0.631,source_reported_latent_correlation,,S191.pdf Table 2; phase1 pairwise comparison workbook R1_R2_CORRELATIONS,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_reconciled_from_pairwise_workbook,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,"S191 reconciled on 2026-06-08: decision log uses R2 direct Table 2 values; raw R2 workbook correlation grid is blank, but Phase 1 pairwise comparison workbook stores the R2 direct values in the R2_beta column and S191 PDF Table 2 confirms the same Fornell-Larcker off-diagonal values."
S191,S191_full_sample_BI_SE,phase1,Pair A,full_sample,331,BI,SE,0.502,source_reported_latent_correlation,,S191.pdf Table 2; phase1 pairwise comparison workbook R1_R2_CORRELATIONS,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_reconciled_from_pairwise_workbook,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,"S191 reconciled on 2026-06-08: decision log uses R2 direct Table 2 values; raw R2 workbook correlation grid is blank, but Phase 1 pairwise comparison workbook stores the R2 direct values in the R2_beta column and S191 PDF Table 2 confirms the same Fornell-Larcker off-diagonal values. Computer self-efficacy is mapped to SE and remains a construct-mapping audit flag."
S191,S191_full_sample_BI_SI,phase1,Pair A,full_sample,331,BI,SI,0.567,source_reported_latent_correlation,,S191.pdf Table 2; phase1 pairwise comparison workbook R1_R2_CORRELATIONS,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_reconciled_from_pairwise_workbook,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,"S191 reconciled on 2026-06-08: decision log uses R2 direct Table 2 values; raw R2 workbook correlation grid is blank, but Phase 1 pairwise comparison workbook stores the R2 direct values in the R2_beta column and S191 PDF Table 2 confirms the same Fornell-Larcker off-diagonal values."
S191,S191_full_sample_BI_UB,phase1,Pair A,full_sample,331,BI,UB,0.586,source_reported_latent_correlation,,S191.pdf Table 2; phase1 pairwise comparison workbook R1_R2_CORRELATIONS,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_reconciled_from_pairwise_workbook,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,"S191 reconciled on 2026-06-08: decision log uses R2 direct Table 2 values; raw R2 workbook correlation grid is blank, but Phase 1 pairwise comparison workbook stores the R2 direct values in the R2_beta column and S191 PDF Table 2 confirms the same Fornell-Larcker off-diagonal values."
S191,S191_full_sample_EE_FC,phase1,Pair A,full_sample,331,EE,FC,0.525,source_reported_latent_correlation,,S191.pdf Table 2; phase1 pairwise comparison workbook R1_R2_CORRELATIONS,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_reconciled_from_pairwise_workbook,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,"S191 reconciled on 2026-06-08: decision log uses R2 direct Table 2 values; raw R2 workbook correlation grid is blank, but Phase 1 pairwise comparison workbook stores the R2 direct values in the R2_beta column and S191 PDF Table 2 confirms the same Fornell-Larcker off-diagonal values."
S191,S191_full_sample_EE_PE,phase1,Pair A,full_sample,331,EE,PE,0.609,source_reported_latent_correlation,,S191.pdf Table 2; phase1 pairwise comparison workbook R1_R2_CORRELATIONS,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_reconciled_from_pairwise_workbook,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,"S191 reconciled on 2026-06-08: decision log uses R2 direct Table 2 values; raw R2 workbook correlation grid is blank, but Phase 1 pairwise comparison workbook stores the R2 direct values in the R2_beta column and S191 PDF Table 2 confirms the same Fornell-Larcker off-diagonal values."
