study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S074,S074_pre_service_teachers_ANX_ATT,phase1,Pair A,pre_service_teachers,1260,ANX,ATT,0.645,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_ANX_BI,phase1,Pair A,pre_service_teachers,1260,ANX,BI,0.597,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_ANX_EE,phase1,Pair A,pre_service_teachers,1260,ANX,EE,0.177,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_ANX_PE,phase1,Pair A,pre_service_teachers,1260,ANX,PE,0.499,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_ANX_SE,phase1,Pair A,pre_service_teachers,1260,ANX,SE,0.675,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_ATT_BI,phase1,Pair A,pre_service_teachers,1260,ATT,BI,0.642,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_ATT_EE,phase1,Pair A,pre_service_teachers,1260,ATT,EE,0.269,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_ATT_PE,phase1,Pair A,pre_service_teachers,1260,ATT,PE,0.703,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_ATT_SE,phase1,Pair A,pre_service_teachers,1260,ATT,SE,0.689,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_BI_EE,phase1,Pair A,pre_service_teachers,1260,BI,EE,0.326,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_BI_PE,phase1,Pair A,pre_service_teachers,1260,BI,PE,0.593,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_BI_SE,phase1,Pair A,pre_service_teachers,1260,BI,SE,0.645,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_EE_PE,phase1,Pair A,pre_service_teachers,1260,EE,PE,0.342,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_EE_SE,phase1,Pair A,pre_service_teachers,1260,EE,SE,0.297,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S074,S074_pre_service_teachers_PE_SE,phase1,Pair A,pre_service_teachers,1260,PE,SE,0.644,source_reported_latent_correlation,,S074.pdf Table 3 correlations and square roots of AVEs,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_source_reported_orientation_flag,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,Source reports positive Anxiety/AXT correlations; no sign reversal applied. Orientation caveat remains because item wording/polarity is not visible in extracted PDF text.
S091,S091_full_sample_ATT_BI,phase1,Pair A,full_sample,382,ATT,BI,0.478,source_reported_latent_correlation,,S091.pdf Table 7 Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_metadata_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7.
S091,S091_full_sample_ATT_FC,phase1,Pair A,full_sample,382,ATT,FC,0.687,source_reported_latent_correlation,,S091.pdf Table 7 Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_metadata_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7.
S091,S091_full_sample_ATT_PE,phase1,Pair A,full_sample,382,ATT,PE,0.748,source_reported_latent_correlation,,S091.pdf Table 7 Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_metadata_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7.
S091,S091_full_sample_BI_FC,phase1,Pair A,full_sample,382,BI,FC,0.516,source_reported_latent_correlation,,S091.pdf Table 7 Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_metadata_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7.
S091,S091_full_sample_BI_PE,phase1,Pair A,full_sample,382,BI,PE,0.523,source_reported_latent_correlation,,S091.pdf Table 7 Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_metadata_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7.
S091,S091_full_sample_FC_PE,phase1,Pair A,full_sample,382,FC,PE,0.684,source_reported_latent_correlation,,S091.pdf Table 7 Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_metadata_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=382 and ChatGPT-specific metadata applied; R2 beta column stores the same correlation values as source Table 7.
S189,S189_full_sample_ATT_BI,phase1,Pair A,full_sample,236,ATT,BI,0.398,source_reported_latent_correlation,,S189.pdf Table 7 correlation analysis,source_reported_pearson_correlation,medium,included_reference_draft_metadata_construct_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=236 retained from article text/Table 2; Perception using ChatGPT mapped to ATT; MOT rows excluded from target row draft.
S189,S189_full_sample_ATT_EE,phase1,Pair A,full_sample,236,ATT,EE,0.363,source_reported_latent_correlation,,S189.pdf Table 7 correlation analysis,source_reported_pearson_correlation,medium,included_reference_draft_metadata_construct_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=236 retained from article text/Table 2; Perception using ChatGPT mapped to ATT; MOT rows excluded from target row draft.
S189,S189_full_sample_ATT_PE,phase1,Pair A,full_sample,236,ATT,PE,0.385,source_reported_latent_correlation,,S189.pdf Table 7 correlation analysis,source_reported_pearson_correlation,medium,included_reference_draft_metadata_construct_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=236 retained from article text/Table 2; Perception using ChatGPT mapped to ATT; MOT rows excluded from target row draft.
S189,S189_full_sample_BI_EE,phase1,Pair A,full_sample,236,BI,EE,0.506,source_reported_latent_correlation,,S189.pdf Table 7 correlation analysis,source_reported_pearson_correlation,high,included_reference_draft_metadata_construct_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=236 retained from article text/Table 2; Perception using ChatGPT mapped to ATT; MOT rows excluded from target row draft.
S189,S189_full_sample_BI_PE,phase1,Pair A,full_sample,236,BI,PE,0.552,source_reported_latent_correlation,,S189.pdf Table 7 correlation analysis,source_reported_pearson_correlation,high,included_reference_draft_metadata_construct_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=236 retained from article text/Table 2; Perception using ChatGPT mapped to ATT; MOT rows excluded from target row draft.
S189,S189_full_sample_EE_PE,phase1,Pair A,full_sample,236,EE,PE,0.602,source_reported_latent_correlation,,S189.pdf Table 7 correlation analysis,source_reported_pearson_correlation,high,included_reference_draft_metadata_construct_rule_applied,data/04_extraction/03_source_document_adjudication/phase1/decision_log_20260424.md; data/04_extraction/03_source_document_adjudication/phase1/coding_decision_application_check_20260425.md; data/04_extraction/02_pre_adjudication_disagreement/phase1/AI_Adoption_Phase1_Pairwise_Comparison_R1R2_R3R4_20260424.xlsx,N=236 retained from article text/Table 2; Perception using ChatGPT mapped to ATT; MOT rows excluded from target row draft.
