study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S076,S076_full_sample_FC_PE,phase1,Pair A,full_sample,526,FC,PE,0.658,source_reported_latent_correlation,,S076.pdf Table 4 Fornell-Larcker/discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; R2 Table 4 labels are row-shifted for BI/INT and non-target constructs.
S076,S076_full_sample_FC_SI,phase1,Pair A,full_sample,526,FC,SI,0.670,source_reported_latent_correlation,,S076.pdf Table 4 Fornell-Larcker/discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; R2 Table 4 labels are row-shifted for BI/INT and non-target constructs.
S076,S076_full_sample_PE_SI,phase1,Pair A,full_sample,526,PE,SI,0.746,source_reported_latent_correlation,,S076.pdf Table 4 Fornell-Larcker/discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 row set; R2 Table 4 labels are row-shifted for BI/INT and non-target constructs.
S053,S053_full_sample_BI_EE,phase1,Pair A,full_sample,445,BI,EE,0.155,source_reported_latent_correlation,,S053.pdf Table 5 Discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 target row set; R2-only ATT rows are excluded pending visual Table 5 confirmation.
S053,S053_full_sample_BI_PE,phase1,Pair A,full_sample,445,BI,PE,0.596,source_reported_latent_correlation,,S053.pdf Table 5 Discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 target row set; R2-only ATT rows are excluded pending visual Table 5 confirmation.
S053,S053_full_sample_BI_SE,phase1,Pair A,full_sample,445,BI,SE,0.429,source_reported_latent_correlation,,S053.pdf Table 5 Discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 target row set; R2-only ATT rows are excluded pending visual Table 5 confirmation.
S053,S053_full_sample_BI_UB,phase1,Pair A,full_sample,445,BI,UB,0.236,source_reported_latent_correlation,,S053.pdf Table 5 Discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 target row set; R2-only ATT rows are excluded pending visual Table 5 confirmation.
S053,S053_full_sample_EE_PE,phase1,Pair A,full_sample,445,EE,PE,0.103,source_reported_latent_correlation,,S053.pdf Table 5 Discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 target row set; R2-only ATT rows are excluded pending visual Table 5 confirmation.
S053,S053_full_sample_EE_SE,phase1,Pair A,full_sample,445,EE,SE,0.113,source_reported_latent_correlation,,S053.pdf Table 5 Discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 target row set; R2-only ATT rows are excluded pending visual Table 5 confirmation.
S053,S053_full_sample_EE_UB,phase1,Pair A,full_sample,445,EE,UB,-0.032,source_reported_latent_correlation,,S053.pdf Table 5 Discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 target row set; R2-only ATT rows are excluded pending visual Table 5 confirmation.
S053,S053_full_sample_PE_SE,phase1,Pair A,full_sample,445,PE,SE,0.453,source_reported_latent_correlation,,S053.pdf Table 5 Discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 target row set; R2-only ATT rows are excluded pending visual Table 5 confirmation.
S053,S053_full_sample_PE_UB,phase1,Pair A,full_sample,445,PE,UB,0.185,source_reported_latent_correlation,,S053.pdf Table 5 Discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 target row set; R2-only ATT rows are excluded pending visual Table 5 confirmation.
S053,S053_full_sample_SE_UB,phase1,Pair A,full_sample,445,SE,UB,0.131,source_reported_latent_correlation,,S053.pdf Table 5 Discriminant validity / Fornell-Larcker,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 target row set; R2-only ATT rows are excluded pending visual Table 5 confirmation.
S067,S067_full_sample_ATT_BI,phase2,Pair C,full_sample,598,ATT,BI,0.672,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_ATT_EE,phase2,Pair C,full_sample,598,ATT,EE,0.264,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_ATT_PE,phase2,Pair C,full_sample,598,ATT,PE,0.457,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_ATT_SI,phase2,Pair C,full_sample,598,ATT,SI,0.236,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_ATT_TRU,phase2,Pair C,full_sample,598,ATT,TRU,0.334,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_BI_EE,phase2,Pair C,full_sample,598,BI,EE,0.338,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_BI_PE,phase2,Pair C,full_sample,598,BI,PE,0.507,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_BI_SI,phase2,Pair C,full_sample,598,BI,SI,0.204,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_BI_TRU,phase2,Pair C,full_sample,598,BI,TRU,0.347,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_EE_PE,phase2,Pair C,full_sample,598,EE,PE,0.354,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_EE_SI,phase2,Pair C,full_sample,598,EE,SI,0.228,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_EE_TRU,phase2,Pair C,full_sample,598,EE,TRU,0.276,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_PE_SI,phase2,Pair C,full_sample,598,PE,SI,0.214,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_PE_TRU,phase2,Pair C,full_sample,598,PE,TRU,0.291,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S067,S067_full_sample_SI_TRU,phase2,Pair C,full_sample,598,SI,TRU,0.714,source_reported_latent_correlation,,S067.pdf Table 4 Discriminant validity,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 off-diagonal correlations; reject R4 path-coefficient substitutions.
S075,S075_full_sample_BI_EE,phase2,Pair C,full_sample,402,BI,EE,0.591,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_BI_FC,phase2,Pair C,full_sample,402,BI,FC,0.561,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_BI_PE,phase2,Pair C,full_sample,402,BI,PE,0.525,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_BI_SI,phase2,Pair C,full_sample,402,BI,SI,0.473,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_BI_UB,phase2,Pair C,full_sample,402,BI,UB,0.584,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_EE_FC,phase2,Pair C,full_sample,402,EE,FC,0.404,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_EE_PE,phase2,Pair C,full_sample,402,EE,PE,0.400,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_EE_SI,phase2,Pair C,full_sample,402,EE,SI,0.514,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_EE_UB,phase2,Pair C,full_sample,402,EE,UB,0.322,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_FC_PE,phase2,Pair C,full_sample,402,FC,PE,0.287,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_FC_SI,phase2,Pair C,full_sample,402,FC,SI,0.322,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_FC_UB,phase2,Pair C,full_sample,402,FC,UB,0.319,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_PE_SI,phase2,Pair C,full_sample,402,PE,SI,0.306,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_PE_UB,phase2,Pair C,full_sample,402,PE,UB,0.217,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S075,S075_full_sample_SI_UB,phase2,Pair C,full_sample,402,SI,UB,0.280,source_reported_latent_correlation,,S075.pdf Table 4 Matrix of correlation and AVE roots,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R1 Table 4 correlation matrix; reject R4 Table 5 path coefficient substitutions.
S146,S146_full_sample_BI_EE,phase1,Pair B,full_sample,346,BI,EE,0.566,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_BI_PE,phase1,Pair B,full_sample,346,BI,PE,0.459,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_BI_SE,phase1,Pair B,full_sample,346,BI,SE,0.330,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_BI_SI,phase1,Pair B,full_sample,346,BI,SI,0.379,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_BI_UB,phase1,Pair B,full_sample,346,BI,UB,0.482,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_EE_PE,phase1,Pair B,full_sample,346,EE,PE,0.587,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_EE_SE,phase1,Pair B,full_sample,346,EE,SE,0.268,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_EE_SI,phase1,Pair B,full_sample,346,EE,SI,0.468,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_EE_UB,phase1,Pair B,full_sample,346,EE,UB,0.327,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_PE_SE,phase1,Pair B,full_sample,346,PE,SE,0.529,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_PE_SI,phase1,Pair B,full_sample,346,PE,SI,0.487,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_PE_UB,phase1,Pair B,full_sample,346,PE,UB,0.338,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_SE_SI,phase1,Pair B,full_sample,346,SE,SI,0.438,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_SE_UB,phase1,Pair B,full_sample,346,SE,UB,0.380,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S146,S146_full_sample_SI_UB,phase1,Pair B,full_sample,346,SI,UB,0.383,source_reported_latent_correlation,,S146.pdf Table 4 Discriminant validity / Fornell-Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use R4 complete Table 4 row set; R3 omitted UB rows.
S153,S153_full_sample_AUT_BI,phase2,Pair C,full_sample,207,AUT,BI,0.580,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
S153,S153_full_sample_AUT_EE,phase2,Pair C,full_sample,207,AUT,EE,0.473,source_reported_latent_correlation,,S153.pdf Table 4 Fornell and Larcker criteria,fornell_larcker_off_diagonal_latent_correlation,medium,included_reference_draft_residual_batch2_source_checked,combined_coder_values_long_20260525.csv; local source PDF text check 20260608,Use matching R1/R4 Table 4 values; PA->AUT and PT->TRU are medium-confidence mappings.
