study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S201,S201_full_sample_BI_EE,phase1,Pair A,full_sample,239,BI,EE,0.215,source_reported_latent_correlation,,"S201.pdf Table 4 (correlation matrix), p.7",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 Table 4 correlation matrix rows; AI literacy is mapped to SE with moderate confidence and R2 only provides a subset without SE rows.
S201,S201_full_sample_BI_PE,phase1,Pair A,full_sample,239,BI,PE,0.595,source_reported_latent_correlation,,"S201.pdf Table 4 (correlation matrix), p.7",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 Table 4 correlation matrix rows; AI literacy is mapped to SE with moderate confidence and R2 only provides a subset without SE rows.
S201,S201_full_sample_BI_SE,phase1,Pair A,full_sample,239,BI,SE,0.269,source_reported_latent_correlation,,"S201.pdf Table 4 (correlation matrix), p.7",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 Table 4 correlation matrix rows; AI literacy is mapped to SE with moderate confidence and R2 only provides a subset without SE rows.
S201,S201_full_sample_BI_SI,phase1,Pair A,full_sample,239,BI,SI,0.514,source_reported_latent_correlation,,"S201.pdf Table 4 (correlation matrix), p.7",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 Table 4 correlation matrix rows; AI literacy is mapped to SE with moderate confidence and R2 only provides a subset without SE rows.
S201,S201_full_sample_EE_PE,phase1,Pair A,full_sample,239,EE,PE,0.344,source_reported_latent_correlation,,"S201.pdf Table 4 (correlation matrix), p.7",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 Table 4 correlation matrix rows; AI literacy is mapped to SE with moderate confidence and R2 only provides a subset without SE rows.
S201,S201_full_sample_EE_SE,phase1,Pair A,full_sample,239,EE,SE,0.577,source_reported_latent_correlation,,"S201.pdf Table 4 (correlation matrix), p.7",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 Table 4 correlation matrix rows; AI literacy is mapped to SE with moderate confidence and R2 only provides a subset without SE rows.
S201,S201_full_sample_EE_SI,phase1,Pair A,full_sample,239,EE,SI,0.342,source_reported_latent_correlation,,"S201.pdf Table 4 (correlation matrix), p.7",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 Table 4 correlation matrix rows; AI literacy is mapped to SE with moderate confidence and R2 only provides a subset without SE rows.
S201,S201_full_sample_PE_SE,phase1,Pair A,full_sample,239,PE,SE,0.309,source_reported_latent_correlation,,"S201.pdf Table 4 (correlation matrix), p.7",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 Table 4 correlation matrix rows; AI literacy is mapped to SE with moderate confidence and R2 only provides a subset without SE rows.
S201,S201_full_sample_PE_SI,phase1,Pair A,full_sample,239,PE,SI,0.494,source_reported_latent_correlation,,"S201.pdf Table 4 (correlation matrix), p.7",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 Table 4 correlation matrix rows; AI literacy is mapped to SE with moderate confidence and R2 only provides a subset without SE rows.
S201,S201_full_sample_SE_SI,phase1,Pair A,full_sample,239,SE,SI,0.277,source_reported_latent_correlation,,"S201.pdf Table 4 (correlation matrix), p.7",fornell_larcker_off_diagonal_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 Table 4 correlation matrix rows; AI literacy is mapped to SE with moderate confidence and R2 only provides a subset without SE rows.
S009,S009_full_sample_ATT_BI,phase1,Pair A,full_sample,490,ATT,BI,0.263,beta_converted_peterson_brown,,S009.pdf Table 4,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 Table 4 beta-converted row set because it includes the additional ATT-BI row; retain path/beta conversion caveat.
S009,S009_full_sample_BI_EE,phase1,Pair A,full_sample,490,BI,EE,-0.020,beta_converted_peterson_brown,,S009.pdf Table 4,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 Table 4 beta-converted row set because it includes the additional ATT-BI row; retain path/beta conversion caveat.
S009,S009_full_sample_BI_FC,phase1,Pair A,full_sample,490,BI,FC,0.085,beta_converted_peterson_brown,,S009.pdf Table 4,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 Table 4 beta-converted row set because it includes the additional ATT-BI row; retain path/beta conversion caveat.
S009,S009_full_sample_BI_PE,phase1,Pair A,full_sample,490,BI,PE,0.079,beta_converted_peterson_brown,,S009.pdf Table 4,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 Table 4 beta-converted row set because it includes the additional ATT-BI row; retain path/beta conversion caveat.
S009,S009_full_sample_BI_SI,phase1,Pair A,full_sample,490,BI,SI,0.081,beta_converted_peterson_brown,,S009.pdf Table 4,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 Table 4 beta-converted row set because it includes the additional ATT-BI row; retain path/beta conversion caveat.
S009,S009_full_sample_BI_UB,phase1,Pair A,full_sample,490,BI,UB,0.61,beta_converted_peterson_brown,,S009.pdf Table 4,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 Table 4 beta-converted row set because it includes the additional ATT-BI row; retain path/beta conversion caveat.
S009,S009_full_sample_EE_UB,phase1,Pair A,full_sample,490,EE,UB,0.198,beta_converted_peterson_brown,,S009.pdf Table 4,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 Table 4 beta-converted row set because it includes the additional ATT-BI row; retain path/beta conversion caveat.
S009,S009_full_sample_FC_UB,phase1,Pair A,full_sample,490,FC,UB,-0.034,beta_converted_peterson_brown,,S009.pdf Table 4,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 Table 4 beta-converted row set because it includes the additional ATT-BI row; retain path/beta conversion caveat.
S009,S009_full_sample_SI_UB,phase1,Pair A,full_sample,490,SI,UB,0.307,beta_converted_peterson_brown,,S009.pdf Table 4,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 Table 4 beta-converted row set because it includes the additional ATT-BI row; retain path/beta conversion caveat.
S095,S095_full_sample_ANX_BI,phase1,Pair A,full_sample,1055,ANX,BI,0.602,beta_converted_peterson_brown,0.552,"S095.pdf Table 6, p.15",standardized_path_beta_converted_from_original_path_or_beta,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI.
S095,S095_full_sample_BI_EE,phase1,Pair A,full_sample,1055,BI,EE,0.343,beta_converted_peterson_brown,0.293,"S095.pdf Table 6, p.15",standardized_path_beta_converted_from_original_path_or_beta,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI.
S095,S095_full_sample_BI_FC,phase1,Pair A,full_sample,1055,BI,FC,0.239,beta_converted_peterson_brown,0.189,"S095.pdf Table 6, p.15",standardized_path_beta_converted_from_original_path_or_beta,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI.
S095,S095_full_sample_BI_PE,phase1,Pair A,full_sample,1055,BI,PE,0.527,beta_converted_peterson_brown,0.477,"S095.pdf Table 6, p.15",standardized_path_beta_converted_from_original_path_or_beta,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI.
S095,S095_full_sample_BI_SI,phase1,Pair A,full_sample,1055,BI,SI,0.358,beta_converted_peterson_brown,0.308,"S095.pdf Table 6, p.15",standardized_path_beta_converted_from_original_path_or_beta,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI.
S095,S095_full_sample_EE_FC,phase1,Pair A,full_sample,1055,EE,FC,0.704,source_reported_pearson_or_latent_correlation,,S095.pdf Text p.14,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI.
S095,S095_full_sample_EE_PE,phase1,Pair A,full_sample,1055,EE,PE,0.644,source_reported_pearson_or_latent_correlation,,S095.pdf Text p.14,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI.
S095,S095_full_sample_FC_SI,phase1,Pair A,full_sample,1055,FC,SI,0.692,source_reported_pearson_or_latent_correlation,,S095.pdf Text p.14,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI.
S095,S095_full_sample_PE_SI,phase1,Pair A,full_sample,1055,PE,SI,0.672,source_reported_pearson_or_latent_correlation,,S095.pdf Text p.14,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 mixed row set: Table 6 path rows for BI/ANX relations plus text-reported bivariate Pearson correlations among EE/FC/PE/SI.
S071,S071_full_sample_ATT_EE,phase1,Pair A,full_sample,720,ATT,EE,0.582,beta_converted_peterson_brown,0.532,"S071.pdf Table 2, p.373",standardized_path_beta_converted_from_original_path_or_beta,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 source-located path coefficient rows and convert raw path coefficients using Peterson-Brown; reject R2 SE mapping substitution.
S071,S071_full_sample_ATT_FC,phase1,Pair A,full_sample,720,ATT,FC,0.716,beta_converted_peterson_brown,0.666,"S071.pdf Table 2, p.373",standardized_path_beta_converted_from_original_path_or_beta,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 source-located path coefficient rows and convert raw path coefficients using Peterson-Brown; reject R2 SE mapping substitution.
S071,S071_full_sample_ATT_PE,phase1,Pair A,full_sample,720,ATT,PE,0.687,beta_converted_peterson_brown,0.637,"S071.pdf Table 2, p.373",standardized_path_beta_converted_from_original_path_or_beta,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 source-located path coefficient rows and convert raw path coefficients using Peterson-Brown; reject R2 SE mapping substitution.
S071,S071_full_sample_ATT_SI,phase1,Pair A,full_sample,720,ATT,SI,0.591,beta_converted_peterson_brown,0.541,"S071.pdf Table 2, p.373",standardized_path_beta_converted_from_original_path_or_beta,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 source-located path coefficient rows and convert raw path coefficients using Peterson-Brown; reject R2 SE mapping substitution.
S071,S071_full_sample_ATT_UB,phase1,Pair A,full_sample,720,ATT,UB,0.832,beta_converted_peterson_brown,0.782,"S071.pdf Table 2, p.373",standardized_path_beta_converted_from_original_path_or_beta,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R1 source-located path coefficient rows and convert raw path coefficients using Peterson-Brown; reject R2 SE mapping substitution.
S038,S038_full_sample_ATT_BI,phase1,Pair A,full_sample,283,ATT,BI,0.378,beta_converted_peterson_brown,,S038.pdf Figure 2,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted Figure 2 row set matching R1 path relations.
S038,S038_full_sample_ATT_PE,phase1,Pair A,full_sample,283,ATT,PE,0.287,beta_converted_peterson_brown,,S038.pdf Figure 2,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted Figure 2 row set matching R1 path relations.
S038,S038_full_sample_ATT_TRU,phase1,Pair A,full_sample,283,ATT,TRU,0.371,beta_converted_peterson_brown,,S038.pdf Figure 2,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted Figure 2 row set matching R1 path relations.
S038,S038_full_sample_BI_EE,phase1,Pair A,full_sample,283,BI,EE,0.217,beta_converted_peterson_brown,,S038.pdf Figure 2,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted Figure 2 row set matching R1 path relations.
S038,S038_full_sample_BI_PE,phase1,Pair A,full_sample,283,BI,PE,0.23,beta_converted_peterson_brown,,S038.pdf Figure 2,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted Figure 2 row set matching R1 path relations.
S038,S038_full_sample_BI_SI,phase1,Pair A,full_sample,283,BI,SI,-0.064,beta_converted_peterson_brown,,S038.pdf Figure 2,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted Figure 2 row set matching R1 path relations.
S042,S042_full_sample_BI_EE,phase1,Pair A,full_sample,500,BI,EE,0.1,beta_converted_peterson_brown,,S042.pdf source table/figure per selected R2 coder row set; final visual table-label audit required,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted row set matching R1 Table 3 path relations.
S042,S042_full_sample_BI_FC,phase1,Pair A,full_sample,500,BI,FC,0.233,beta_converted_peterson_brown,,S042.pdf source table/figure per selected R2 coder row set; final visual table-label audit required,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted row set matching R1 Table 3 path relations.
S042,S042_full_sample_BI_PE,phase1,Pair A,full_sample,500,BI,PE,0.235,beta_converted_peterson_brown,,S042.pdf source table/figure per selected R2 coder row set; final visual table-label audit required,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted row set matching R1 Table 3 path relations.
S042,S042_full_sample_BI_SI,phase1,Pair A,full_sample,500,BI,SI,0.13,beta_converted_peterson_brown,,S042.pdf source table/figure per selected R2 coder row set; final visual table-label audit required,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted row set matching R1 Table 3 path relations.
S042,S042_full_sample_BI_UB,phase1,Pair A,full_sample,500,BI,UB,0.702,beta_converted_peterson_brown,,S042.pdf source table/figure per selected R2 coder row set; final visual table-label audit required,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted row set matching R1 Table 3 path relations.
S042,S042_full_sample_FC_UB,phase1,Pair A,full_sample,500,FC,UB,0.271,beta_converted_peterson_brown,,S042.pdf source table/figure per selected R2 coder row set; final visual table-label audit required,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted row set matching R1 Table 3 path relations.
S104,S104_full_sample_ATT_BI,phase1,Pair A,full_sample,436,ATT,BI,0.206,beta_converted_peterson_brown,,S104.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted Table 5 row set matching R1 path relations.
S104,S104_full_sample_ATT_EE,phase1,Pair A,full_sample,436,ATT,EE,0.387,beta_converted_peterson_brown,,S104.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted Table 5 row set matching R1 path relations.
S104,S104_full_sample_ATT_PE,phase1,Pair A,full_sample,436,ATT,PE,0.452,beta_converted_peterson_brown,,S104.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted Table 5 row set matching R1 path relations.
S104,S104_full_sample_BI_PE,phase1,Pair A,full_sample,436,BI,PE,0.216,beta_converted_peterson_brown,,S104.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted Table 5 row set matching R1 path relations.
S104,S104_full_sample_BI_UB,phase1,Pair A,full_sample,436,BI,UB,0.557,beta_converted_peterson_brown,,S104.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase1_pairA_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase1 Pair A adjudication 20260608,Use R2 beta-converted Table 5 row set matching R1 path relations.
