study_id,recommended_batch,phase_block,pair,title,n_one_coder_only,n_numeric_or_source_diff,n_metadata_diff,n_coder_correlation_rows,exact_screening_pdf,exact_source_pdf,exact_download_pdf,subbatch_key,execution_priority,next_action,evidence_basis
S055,batch_4_moderate,phase1,Pair B,Predictors of higher education students' behavioural intention and usage of Chat,6,2,2,36,no,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S131,batch_4_moderate,phase2,Pair D,Generative AI as a Cognitive Co-Pilot in English Language Learning in Higher Edu,8,0,6,8,no,no,yes,batch_4_moderate::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S212,batch_4_moderate,phase1,Pair B,Every Coin has Two Sides: Navigating Factors of Generative Pre-Trained Transform,3,5,5,13,yes,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S017,batch_4_moderate,phase1,Pair B,Are university teachers ready for generative artificial intelligence? Unpacking,7,0,4,7,yes,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S031,batch_4_moderate,phase2,Pair D,Association between Generative AI self-efficacy and Generative AI acceptance: Th,7,0,7,9,no,no,yes,batch_4_moderate::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S071,batch_4_moderate,phase1,Pair A,Assessing attitudes and impact of AI integration in higher education,3,4,8,11,no,no,yes,batch_4_moderate::phase1::Pair A::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S073,batch_4_moderate,phase1,Pair B,Developing enrollment intentions for work-based learning that uses artificial in,7,0,6,7,no,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S112,batch_4_moderate,phase2,Pair C,Determinants of Generative AI Adoption in Higher Education: A Social Science Per,0,7,6,14,yes,no,yes,batch_4_moderate::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S117,batch_4_moderate,phase1,Pair B,Factors Influencing International Students' Adoption of Generative Artificial In,7,0,7,7,yes,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S176,batch_4_moderate,phase1,Pair B,Examining ChatGPT adoption among educators in higher educational institutions us,7,0,1,49,no,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S216,batch_4_moderate,phase2,Pair C,Understanding the Factors Influencing Higher Education Students' Intention to Ad,1,6,10,13,yes,no,yes,batch_4_moderate::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S004,batch_4_moderate,phase2,Pair D,Unveiling the drivers of ChatGPT utilization in higher education sectors: the di,2,4,4,42,no,no,yes,batch_4_moderate::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S010,batch_4_moderate,phase1,Pair B,International perspectives on artificial intelligence in higher education: An ex,6,0,7,6,yes,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S038,batch_4_moderate,phase1,Pair A,ChatGPT in higher education - A Student's perspective,0,6,7,12,no,no,yes,batch_4_moderate::phase1::Pair A::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S042,batch_4_moderate,phase1,Pair A,Factors affecting Artificial Intelligence usage intention among nursing students,0,6,6,12,no,no,yes,batch_4_moderate::phase1::Pair A::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S043,batch_4_moderate,phase1,Pair B,University EFL instructors' engagement with generative AI: A cross-cultural anal,6,0,15,6,no,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S058,batch_4_moderate,phase2,Pair C,The Implications of Generative Artificial Intelligence in Gastronomy and Culinar,0,6,12,12,no,no,yes,batch_4_moderate::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S069,batch_4_moderate,phase2,Pair C,Dimensions of artificial intelligence acceptance among pre-service EFL teachers:,0,6,10,12,no,no,yes,batch_4_moderate::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S093,batch_4_moderate,phase2,Pair C,Assessing ChatGPT adoption in Jordanian medical education: a UTAUT model approac,0,6,8,12,yes,no,yes,batch_4_moderate::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S104,batch_4_moderate,phase1,Pair A,Factors affecting Indonesian pre-service EFL teachers' AI acceptance and use,0,6,10,12,no,no,yes,batch_4_moderate::phase1::Pair A::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S111,batch_4_moderate,phase1,Pair B,FACTORS INFLUENCING ARTIFICIAL INTELLIGENCE (AI) ADOPTION AMONG MALAYSIAN STUDEN,3,3,3,9,yes,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S113,batch_4_moderate,phase2,Pair C,A MODEL FOR THE ADOPTION OF ARTIFICIAL INTELLIGENCE IN INCLUSIVE EDUCATION: AN E,3,3,9,9,no,no,yes,batch_4_moderate::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S134,batch_4_moderate,phase2,Pair C,Learners' Acceptance of ChatGPT in School,0,6,7,12,yes,no,yes,batch_4_moderate::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S160,batch_4_moderate,phase1,Pair B,"Exploring the paradoxical use of ChatGPT in education: Analyzing benefits, risks",6,0,15,6,no,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S181,batch_4_moderate,phase2,Pair D,University Learners' Readiness for ChatGPT-Assisted English Learning: Scale Deve,0,6,6,12,no,no,yes,batch_4_moderate::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S192,batch_4_moderate,phase2,Pair C,"Utilization of, Perceptions on, and Intention to Use AI Chatbots Among Medical S",1,5,8,11,no,no,yes,batch_4_moderate::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S204,batch_4_moderate,phase2,Pair D,Understanding Chinese University EFL Learners' Perceptions of AI in English Writ,4,2,6,14,no,no,yes,batch_4_moderate::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S207,batch_4_moderate,phase2,Pair D,Antecedents of adoption and usage of ChatGPT among Jordanian university students,0,6,6,12,yes,no,yes,batch_4_moderate::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S225,batch_4_moderate,phase1,Pair B,AI-Based Chatbots Adoption Model for Higher-Education Institutions: A Hybrid PLS,6,0,14,6,yes,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S020,batch_4_moderate,phase1,Pair B,Is Anxiety Affecting the Adoption of ChatGPT in University Teaching? A Gender Pe,5,0,2,17,yes,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S026,batch_4_moderate,phase1,Pair B,Exploring the usage behavior of generative artificial intelligence: a case study,5,0,5,25,yes,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S064,batch_4_moderate,phase1,Pair A,AIDUA (artificial intelligence device use and acceptance) model to assess the ac,2,3,7,8,no,no,yes,batch_4_moderate::phase1::Pair A::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S089,batch_4_moderate,phase2,Pair C,Impact of AI adoption on the digital workplace and accounting education for univ,0,5,8,10,no,no,yes,batch_4_moderate::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S098,batch_4_moderate,phase2,Pair D,What is the influence of psychosocial factors on artificial intelligence appropr,3,2,6,9,yes,no,yes,batch_4_moderate::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S143,batch_4_moderate,phase2,Pair D,Sustainable AI Solutions for Empowering Visually Impaired Students: The Role of,0,5,7,20,yes,no,yes,batch_4_moderate::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S148,batch_4_moderate,phase2,Pair C,Student acceptance of ChatGPT in higher education: A mixed-method study of attit,4,1,9,6,yes,no,yes,batch_4_moderate::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S161,batch_4_moderate,phase2,Pair D,Do in-service teachers accept artificial intelligence-driven technology? The med,3,2,6,17,no,no,yes,batch_4_moderate::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S170,batch_4_moderate,phase1,Pair B,Exploring pre-service biology teachers' intention to teach genetics using an AI,5,0,14,5,no,no,yes,batch_4_moderate::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S171,batch_4_moderate,phase2,Pair D,Investigating the adoption of AI in higher education: a study of public universi,1,4,7,29,no,no,yes,batch_4_moderate::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S173,batch_4_moderate,phase2,Pair D,Economics students' behavioural intention and usage of ChatGPT in higher educati,0,5,5,42,no,no,yes,batch_4_moderate::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S179,batch_4_moderate,phase2,Pair C,Investigation of the moderation effect of gender and study level on the acceptan,0,5,7,10,no,no,yes,batch_4_moderate::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S077,batch_5_low_burden,phase2,Pair D,The Influence of Social Support Theory on AI Acceptance: Examining Educational S,4,0,6,16,no,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S080,batch_5_low_burden,phase2,Pair C,Determinants of Generative AI Adoption Through the UTAUT Model: Insights From Po,0,4,11,8,no,no,yes,batch_5_low_burden::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S221,batch_5_low_burden,phase2,Pair D,Use of ChatGPT at University as a Tool for Complex Thinking: Students' Perceived,2,2,6,30,no,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S019,batch_5_low_burden,phase1,Pair A,Exploring user awareness and perceived usefulness of generative AI in higher edu,0,3,9,6,no,no,yes,batch_5_low_burden::phase1::Pair A::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S024,batch_5_low_burden,phase2,Pair D,Understanding pre-service teachers' acceptance of generative artificial intellig,2,1,5,20,no,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S050,batch_5_low_burden,phase1,Pair B,Examining factors influencing university students' adoption of generative artifi,0,3,3,30,no,no,yes,batch_5_low_burden::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S078,batch_5_low_burden,phase2,Pair D,What Motivates Second Language Majors to Use Generative AI for Informal Learning,0,3,5,12,no,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S085,batch_5_low_burden,phase2,Pair D,Understanding the Effect of Risk Perception on the Acceptance and Use of Large L,0,3,9,6,no,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S115,batch_5_low_burden,phase2,Pair C,Investigating EFL Learners’ Perceptions of Using AI to Enhance English Vocabular,3,0,7,9,no,no,yes,batch_5_low_burden::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S142,batch_5_low_burden,phase1,Pair B,Exploring the Determinants of the Sustainable Use of Artificial Intelligence in,3,0,3,9,yes,no,yes,batch_5_low_burden::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S150,batch_5_low_burden,phase2,Pair D,The Use of Artificial Intelligence in Accounting Classes: Behavioral Insights fr,2,1,7,10,no,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S152,batch_5_low_burden,phase2,Pair C,Mapping Edifying Territories: A Cross-Sectional Study on the Dynamics Influencin,0,3,6,6,no,no,yes,batch_5_low_burden::phase2::Pair C::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S177,batch_5_low_burden,phase1,Pair A,Integrating Tam and UGT to explore students’ motivation for using ChatGPT for le,0,3,8,6,no,no,yes,batch_5_low_burden::phase1::Pair A::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S184,batch_5_low_burden,phase1,Pair B,Development and Validation of the Artificial Intelligence Learning Intention Sca,0,3,5,20,no,no,yes,batch_5_low_burden::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S210,batch_5_low_burden,phase2,Pair D,Artificial Intelligence Powered Pedagogy: Unveiling Higher Educators' Acceptance,0,3,7,12,yes,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S213,batch_5_low_burden,phase1,Pair B,Exploring the role of intrinsic motivation in ChatGPT adoption to support active,3,0,15,3,no,no,yes,batch_5_low_burden::phase1::Pair B::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S002,batch_5_low_burden,phase2,Pair D,Determinants of Adopting 3D Technology Integrated With Artificial Intelligence i,0,2,6,30,no,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S025,batch_5_low_burden,phase2,Pair D,What Factors Affect the Adoption Intention and Actual Use of ChatGPT in Higher E,0,2,7,42,no,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S032,batch_5_low_burden,phase2,Pair D,A cross-national assessment of artificial intelligence (AI) Chatbot user percept,2,0,6,30,no,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S096,batch_5_low_burden,phase2,Pair D,Insights into the relationship between anxiety and attitudes toward artificial i,0,2,6,4,yes,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S135,batch_5_low_burden,phase2,Pair D,Exploring Generation Z's Acceptance of Artificial Intelligence in Higher Educati,2,0,7,20,yes,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
S137,batch_5_low_burden,phase2,Pair D,Responses to the AI Revolution in Hospitality and Tourism Higher Education: The,2,0,5,30,yes,no,yes,batch_5_low_burden::phase2::Pair D::pdf_first,1_pdf_available,Source-check rows and produce batch-specific audit/reference/status artifacts; do not edit shared progress/gap map midstream.,data/04_extraction/04_reference_standard_freeze/full_corpus_residual_adjudication_triage_20260608.csv
