study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S092,S092_BI_EE,phase2,Pair D,full_sample,526,BI,EE,0.224,beta_converted_peterson_brown,0.174,S092.pdf Table 3 perceived ease of participation to intention to use ChatGPT,standardized_sem_path,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/decision_log_20260608.md,Freeze-audit correction: source beta 0.174 converted with r = beta + 0.05
S092,S092_BI_PE,phase2,Pair D,full_sample,526,BI,PE,0.284,beta_converted_peterson_brown,0.234,S092.pdf Table 3 perceived usefulness to intention to use ChatGPT,standardized_sem_path,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/decision_log_20260608.md,Freeze-audit correction: source beta 0.234 converted with r = beta + 0.05
S092,S092_EE_PE,phase2,Pair D,full_sample,526,EE,PE,0.404,beta_converted_peterson_brown,0.354,S092.pdf Table 3 perceived ease of participation to perceived usefulness,standardized_sem_path,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/decision_log_20260608.md,Freeze-audit correction: source beta 0.354 converted with r = beta + 0.05
S121,S121_students_BI_EE,phase2,Pair D,students,3094,BI,EE,0.67,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_BI_FC,phase2,Pair D,students,3094,BI,FC,0.59,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_BI_PE,phase2,Pair D,students,3094,BI,PE,0.84,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_BI_SE,phase2,Pair D,students,3094,BI,SE,0.48,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_students_BI_SI,phase2,Pair D,students,3094,BI,SI,0.66,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_BI_TRU,phase2,Pair D,students,3094,BI,TRU,0.34,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_BI_UB,phase2,Pair D,students,3094,BI,UB,0.58,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_EE_FC,phase2,Pair D,students,3094,EE,FC,0.72,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_EE_PE,phase2,Pair D,students,3094,EE,PE,0.62,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_EE_SE,phase2,Pair D,students,3094,EE,SE,0.54,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_students_EE_SI,phase2,Pair D,students,3094,EE,SI,0.53,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_EE_TRU,phase2,Pair D,students,3094,EE,TRU,0.22,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_EE_UB,phase2,Pair D,students,3094,EE,UB,0.39,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_FC_PE,phase2,Pair D,students,3094,FC,PE,0.53,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_FC_SE,phase2,Pair D,students,3094,FC,SE,0.40,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_students_FC_SI,phase2,Pair D,students,3094,FC,SI,0.49,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_FC_TRU,phase2,Pair D,students,3094,FC,TRU,0.16,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_FC_UB,phase2,Pair D,students,3094,FC,UB,0.29,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Corrected from earlier R2 candidate mismatch
S121,S121_students_PE_SE,phase2,Pair D,students,3094,PE,SE,0.40,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Corrected from earlier R2 candidate mismatch; SE is subjective competence mapping
S121,S121_students_PE_SI,phase2,Pair D,students,3094,PE,SI,0.64,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_PE_TRU,phase2,Pair D,students,3094,PE,TRU,0.36,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_PE_UB,phase2,Pair D,students,3094,PE,UB,0.47,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_SE_SI,phase2,Pair D,students,3094,SE,SI,0.29,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_students_SE_TRU,phase2,Pair D,students,3094,SE,TRU,0.36,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_students_SE_UB,phase2,Pair D,students,3094,SE,UB,0.65,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_students_SI_TRU,phase2,Pair D,students,3094,SI,TRU,0.23,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_SI_UB,phase2,Pair D,students,3094,SI,UB,0.32,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_students_TRU_UB,phase2,Pair D,students,3094,TRU,UB,0.36,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 student heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Student sample retained separately from teacher sample
S121,S121_teachers_BI_EE,phase2,Pair D,teachers,1767,BI,EE,0.69,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_BI_FC,phase2,Pair D,teachers,1767,BI,FC,0.58,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_BI_PE,phase2,Pair D,teachers,1767,BI,PE,0.81,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_BI_SE,phase2,Pair D,teachers,1767,BI,SE,0.44,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_teachers_BI_SI,phase2,Pair D,teachers,1767,BI,SI,0.58,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_BI_TRU,phase2,Pair D,teachers,1767,BI,TRU,0.27,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_BI_UB,phase2,Pair D,teachers,1767,BI,UB,0.48,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_EE_FC,phase2,Pair D,teachers,1767,EE,FC,0.70,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_EE_PE,phase2,Pair D,teachers,1767,EE,PE,0.57,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_EE_SE,phase2,Pair D,teachers,1767,EE,SE,0.56,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_teachers_EE_SI,phase2,Pair D,teachers,1767,EE,SI,0.45,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_EE_TRU,phase2,Pair D,teachers,1767,EE,TRU,0.19,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_EE_UB,phase2,Pair D,teachers,1767,EE,UB,0.44,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_FC_PE,phase2,Pair D,teachers,1767,FC,PE,0.47,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_FC_SE,phase2,Pair D,teachers,1767,FC,SE,0.41,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_teachers_FC_SI,phase2,Pair D,teachers,1767,FC,SI,0.44,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_FC_TRU,phase2,Pair D,teachers,1767,FC,TRU,0.13,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_FC_UB,phase2,Pair D,teachers,1767,FC,UB,0.34,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher counterpart to corrected student FC-UB
S121,S121_teachers_PE_SE,phase2,Pair D,teachers,1767,PE,SE,0.30,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher counterpart to corrected student PE-SE; SE is subjective competence mapping
S121,S121_teachers_PE_SI,phase2,Pair D,teachers,1767,PE,SI,0.59,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_PE_TRU,phase2,Pair D,teachers,1767,PE,TRU,0.31,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_PE_UB,phase2,Pair D,teachers,1767,PE,UB,0.35,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_SE_SI,phase2,Pair D,teachers,1767,SE,SI,0.16,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_teachers_SE_TRU,phase2,Pair D,teachers,1767,SE,TRU,0.30,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_teachers_SE_UB,phase2,Pair D,teachers,1767,SE,UB,0.67,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,medium,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,SE is subjective competence mapped as self-efficacy analogue
S121,S121_teachers_SI_TRU,phase2,Pair D,teachers,1767,SI,TRU,0.16,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_SI_UB,phase2,Pair D,teachers,1767,SI,UB,0.21,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
S121,S121_teachers_TRU_UB,phase2,Pair D,teachers,1767,TRU,UB,0.31,source_reported_spearman_correlation,,S121.pdf Figure 2 page 8 teacher heatmap,spearman_direct_correlation,high,included_frozen_reference,data/04_extraction/03_source_document_adjudication/phase2/s121_figure2_row_set_20260608.md,Teacher sample retained separately from student sample
