study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S070,S070_full_sample_BI_SI,phase2,Pair C,full_sample,245,BI,SI,0.712,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 3 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S070,S070_full_sample_BI_UB,phase2,Pair C,full_sample,245,BI,UB,0.832,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 3 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S070,S070_full_sample_EE_FC,phase2,Pair C,full_sample,245,EE,FC,0.576,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 4 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S070,S070_full_sample_EE_PE,phase2,Pair C,full_sample,245,EE,PE,0.502,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 4 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S070,S070_full_sample_EE_SI,phase2,Pair C,full_sample,245,EE,SI,0.84,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 4 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S070,S070_full_sample_EE_UB,phase2,Pair C,full_sample,245,EE,UB,0.563,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 3 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S070,S070_full_sample_FC_PE,phase2,Pair C,full_sample,245,FC,PE,0.346,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 4 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S070,S070_full_sample_FC_SI,phase2,Pair C,full_sample,245,FC,SI,0.611,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 4 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S070,S070_full_sample_FC_UB,phase2,Pair C,full_sample,245,FC,UB,0.488,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 3 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S070,S070_full_sample_PE_SI,phase2,Pair C,full_sample,245,PE,SI,0.471,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 4 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S070,S070_full_sample_PE_UB,phase2,Pair C,full_sample,245,PE,UB,0.524,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 3 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S070,S070_full_sample_SI_UB,phase2,Pair C,full_sample,245,SI,UB,0.675,source_reported_pearson_or_latent_correlation,,S070.pdf Figure 3 / results text,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Figure 3/Figure 4 direct latent-correlation rows; reject R4 mixed beta/direct subset for overlapping BI/UB rows.
S089,S089_full_sample_BI_EE,phase2,Pair C,full_sample,322,BI,EE,0.46,beta_converted_peterson_brown,,S089.pdf Table 8,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted.
S089,S089_full_sample_BI_PE,phase2,Pair C,full_sample,322,BI,PE,0.36,beta_converted_peterson_brown,,S089.pdf Table 8,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted.
S089,S089_full_sample_BI_UB,phase2,Pair C,full_sample,322,BI,UB,0.72,beta_converted_peterson_brown,,S089.pdf Table 8,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted.
S089,S089_full_sample_EE_UB,phase2,Pair C,full_sample,322,EE,UB,0.33,beta_converted_peterson_brown,,S089.pdf Table 8,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted.
S089,S089_full_sample_PE_UB,phase2,Pair C,full_sample,322,PE,UB,0.26,beta_converted_peterson_brown,,S089.pdf Table 8,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 8 beta-converted rows; R4 raw beta rows are not drafted.
S093,S093_full_sample_ATT_BI,phase2,Pair C,full_sample,127,ATT,BI,0.89,beta_converted_peterson_brown,,S093.pdf Table 3,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted.
S093,S093_full_sample_ATT_EE,phase2,Pair C,full_sample,127,ATT,EE,0.48,beta_converted_peterson_brown,,S093.pdf Table 3,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted.
S093,S093_full_sample_ATT_PE,phase2,Pair C,full_sample,127,ATT,PE,0.39,beta_converted_peterson_brown,,S093.pdf Table 3,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted.
S093,S093_full_sample_BI_FC,phase2,Pair C,full_sample,127,BI,FC,-0.08,beta_converted_peterson_brown,,S093.pdf Table 3,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted.
S093,S093_full_sample_BI_UB,phase2,Pair C,full_sample,127,BI,UB,0.62,beta_converted_peterson_brown,,S093.pdf Table 3,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted.
S093,S093_full_sample_EE_FC,phase2,Pair C,full_sample,127,EE,FC,0.15,beta_converted_peterson_brown,,S093.pdf Table 3,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 3 beta-converted rows; R4 path-coefficient rows are not drafted.
S112,S112_full_sample_BI_EE,phase2,Pair C,full_sample,500,BI,EE,0.16,beta_converted_peterson_brown,,S112.pdf Table 9,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 9 beta-converted rows; R4 raw beta rows are not drafted.
S112,S112_full_sample_BI_FC,phase2,Pair C,full_sample,500,BI,FC,0.16,beta_converted_peterson_brown,,S112.pdf Table 9,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 9 beta-converted rows; R4 raw beta rows are not drafted.
S112,S112_full_sample_BI_PE,phase2,Pair C,full_sample,500,BI,PE,0.23,beta_converted_peterson_brown,,S112.pdf Table 9,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 9 beta-converted rows; R4 raw beta rows are not drafted.
S112,S112_full_sample_BI_SI,phase2,Pair C,full_sample,500,BI,SI,0.29,beta_converted_peterson_brown,,S112.pdf Table 9,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 9 beta-converted rows; R4 raw beta rows are not drafted.
S112,S112_full_sample_EE_FC,phase2,Pair C,full_sample,500,EE,FC,0.43,beta_converted_peterson_brown,,S112.pdf Table 9,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 9 beta-converted rows; R4 raw beta rows are not drafted.
S112,S112_full_sample_EE_PE,phase2,Pair C,full_sample,500,EE,PE,0.3,beta_converted_peterson_brown,,S112.pdf Table 9,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 9 beta-converted rows; R4 raw beta rows are not drafted.
S112,S112_full_sample_PE_SI,phase2,Pair C,full_sample,500,PE,SI,0.27,beta_converted_peterson_brown,,S112.pdf Table 9,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 9 beta-converted rows; R4 raw beta rows are not drafted.
S113,S113_full_sample_BI_EE,phase2,Pair C,full_sample,118,BI,EE,0.45,beta_converted_peterson_brown,,S113.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 mixed source row set: Table 5 direct rows plus Table 7 beta-converted BI rows; R4 beta subset is not drafted.
S113,S113_full_sample_BI_PE,phase2,Pair C,full_sample,118,BI,PE,0.53,beta_converted_peterson_brown,,S113.pdf Table 7,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 mixed source row set: Table 5 direct rows plus Table 7 beta-converted BI rows; R4 beta subset is not drafted.
S113,S113_full_sample_BI_SE,phase2,Pair C,full_sample,118,BI,SE,0.7,source_reported_pearson_or_latent_correlation,,S113.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 mixed source row set: Table 5 direct rows plus Table 7 beta-converted BI rows; R4 beta subset is not drafted.
S113,S113_full_sample_EE_PE,phase2,Pair C,full_sample,118,EE,PE,0.78,source_reported_pearson_or_latent_correlation,,S113.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 mixed source row set: Table 5 direct rows plus Table 7 beta-converted BI rows; R4 beta subset is not drafted.
S113,S113_full_sample_EE_SE,phase2,Pair C,full_sample,118,EE,SE,0.76,source_reported_pearson_or_latent_correlation,,S113.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 mixed source row set: Table 5 direct rows plus Table 7 beta-converted BI rows; R4 beta subset is not drafted.
S113,S113_full_sample_PE_SE,phase2,Pair C,full_sample,118,PE,SE,0.7,source_reported_pearson_or_latent_correlation,,S113.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 mixed source row set: Table 5 direct rows plus Table 7 beta-converted BI rows; R4 beta subset is not drafted.
S129,S129_full_sample_BI_EE,phase2,Pair C,full_sample,300,BI,EE,0.29,beta_converted_peterson_brown,,S129.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 5 beta-converted rows; R4 raw beta rows are not drafted.
S129,S129_full_sample_BI_PE,phase2,Pair C,full_sample,300,BI,PE,0.5,beta_converted_peterson_brown,,S129.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 5 beta-converted rows; R4 raw beta rows are not drafted.
S129,S129_full_sample_BI_SI,phase2,Pair C,full_sample,300,BI,SI,-0.14,beta_converted_peterson_brown,,S129.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 5 beta-converted rows; R4 raw beta rows are not drafted.
S129,S129_full_sample_BI_UB,phase2,Pair C,full_sample,300,BI,UB,0.46,beta_converted_peterson_brown,,S129.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 5 beta-converted rows; R4 raw beta rows are not drafted.
S129,S129_full_sample_EE_FC,phase2,Pair C,full_sample,300,EE,FC,0.28,beta_converted_peterson_brown,,S129.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 5 beta-converted rows; R4 raw beta rows are not drafted.
S129,S129_full_sample_EE_PE,phase2,Pair C,full_sample,300,EE,PE,0.52,beta_converted_peterson_brown,,S129.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 5 beta-converted rows; R4 raw beta rows are not drafted.
S129,S129_full_sample_EE_SI,phase2,Pair C,full_sample,300,EE,SI,-0.11,beta_converted_peterson_brown,,S129.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 5 beta-converted rows; R4 raw beta rows are not drafted.
S129,S129_full_sample_EE_TRU,phase2,Pair C,full_sample,300,EE,TRU,0.4,beta_converted_peterson_brown,,S129.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 5 beta-converted rows; R4 raw beta rows are not drafted.
S129,S129_full_sample_PE_SI,phase2,Pair C,full_sample,300,PE,SI,0.42,beta_converted_peterson_brown,,S129.pdf Table 5,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Table 5 beta-converted rows; R4 raw beta rows are not drafted.
S134,S134_full_sample_BI_EE,phase2,Pair C,full_sample,506,BI,EE,0.1,beta_converted_peterson_brown,,S134.pdf Tables 8-9,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Tables 8-9 beta-converted rows; R4 raw beta rows are not drafted.
S134,S134_full_sample_BI_FC,phase2,Pair C,full_sample,506,BI,FC,0.07,beta_converted_peterson_brown,,S134.pdf Tables 8-9,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Tables 8-9 beta-converted rows; R4 raw beta rows are not drafted.
S134,S134_full_sample_BI_PE,phase2,Pair C,full_sample,506,BI,PE,0.44,beta_converted_peterson_brown,,S134.pdf Tables 8-9,standardized_path_beta_converted,medium,included_reference_draft_residual_batch4_phase2_pairC_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch4 phase2 Pair C adjudication 20260608,Use R1 source-located Tables 8-9 beta-converted rows; R4 raw beta rows are not drafted.
