study_id,reference_record_id,phase_block,pair,sample_or_stratum,n,construct_1,construct_2,r_value,r_source,original_beta,source_location,evidence_type,mapping_confidence,decision_status,step3_decision_source,notes
S050,S050_full_sample_BI_PE,phase1,Pair B,full_sample,500,BI,PE,0.591,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_BI_SI,phase1,Pair B,full_sample,500,BI,SI,0.63,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_BI_UB,phase1,Pair B,full_sample,500,BI,UB,0.826,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_EE_FC,phase1,Pair B,full_sample,500,EE,FC,0.692,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_EE_PE,phase1,Pair B,full_sample,500,EE,PE,0.642,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_EE_SI,phase1,Pair B,full_sample,500,EE,SI,0.687,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_EE_UB,phase1,Pair B,full_sample,500,EE,UB,0.619,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_FC_PE,phase1,Pair B,full_sample,500,FC,PE,0.514,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_FC_SI,phase1,Pair B,full_sample,500,FC,SI,0.591,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_FC_UB,phase1,Pair B,full_sample,500,FC,UB,0.62,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_PE_SI,phase1,Pair B,full_sample,500,PE,SI,0.599,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_PE_UB,phase1,Pair B,full_sample,500,PE,UB,0.549,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S050,S050_full_sample_SI_UB,phase1,Pair B,full_sample,500,SI,UB,0.66,source_reported_pearson_or_latent_correlation,,S050.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct row set; R3 mostly duplicates values but lacks source-location strings and differs for EE-PE/precision.
S100,S100_full_sample_BI_TRU,phase1,Pair B,full_sample,682 / 40,BI,TRU,0.564,source_reported_pearson_or_latent_correlation,,S100.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 6 direct row set; R3 subset omits BI-UB.
S100,S100_full_sample_BI_UB,phase1,Pair B,full_sample,682 / 40,BI,UB,0.184,source_reported_pearson_or_latent_correlation,,S100.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 6 direct row set; R3 subset omits BI-UB.
S100,S100_full_sample_TRU_UB,phase1,Pair B,full_sample,682 / 40,TRU,UB,0.26,source_reported_pearson_or_latent_correlation,,S100.pdf Table 6,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 6 direct row set; R3 subset omits BI-UB.
S142,S142_full_sample_ATT_FC,phase1,Pair B,full_sample,368,ATT,FC,0.622,source_reported_pearson_or_latent_correlation,,S142.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 3 direct rows; R3 adds ANX rows with blank source-location strings that are not drafted in this low-burden source-checked layer.
S142,S142_full_sample_ATT_UB,phase1,Pair B,full_sample,368,ATT,UB,0.667,source_reported_pearson_or_latent_correlation,,S142.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 3 direct rows; R3 adds ANX rows with blank source-location strings that are not drafted in this low-burden source-checked layer.
S142,S142_full_sample_FC_UB,phase1,Pair B,full_sample,368,FC,UB,0.649,source_reported_pearson_or_latent_correlation,,S142.pdf Table 3,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 3 direct rows; R3 adds ANX rows with blank source-location strings that are not drafted in this low-burden source-checked layer.
S167,S167_full_sample_ATT_BI,phase1,Pair B,full_sample,458,ATT,BI,0.67,source_reported_pearson_or_latent_correlation,,S167.pdf source table per selected R3 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R3 complete direct row set; R4 source-located row is a one-row subset. Final visual audit should confirm source table labels because selected rows lack source-location strings.
S167,S167_full_sample_ATT_PE,phase1,Pair B,full_sample,458,ATT,PE,0.8,source_reported_pearson_or_latent_correlation,,S167.pdf source table per selected R3 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R3 complete direct row set; R4 source-located row is a one-row subset. Final visual audit should confirm source table labels because selected rows lack source-location strings.
S167,S167_full_sample_BI_PE,phase1,Pair B,full_sample,458,BI,PE,0.74,source_reported_pearson_or_latent_correlation,,S167.pdf source table per selected R3 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R3 complete direct row set; R4 source-located row is a one-row subset. Final visual audit should confirm source table labels because selected rows lack source-location strings.
S184,S184_full_sample_BI_FC,phase1,Pair B,full_sample,907,BI,FC,0.48,source_reported_pearson_or_latent_correlation,,S184.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 4 direct row set; R3 duplicates values but lacks source-location strings for several rows.
S184,S184_full_sample_BI_SE,phase1,Pair B,full_sample,907,BI,SE,0.37,source_reported_pearson_or_latent_correlation,,S184.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 4 direct row set; R3 duplicates values but lacks source-location strings for several rows.
S184,S184_full_sample_BI_SI,phase1,Pair B,full_sample,907,BI,SI,0.58,source_reported_pearson_or_latent_correlation,,S184.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 4 direct row set; R3 duplicates values but lacks source-location strings for several rows.
S184,S184_full_sample_BI_UB,phase1,Pair B,full_sample,907,BI,UB,0.36,source_reported_pearson_or_latent_correlation,,S184.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 4 direct row set; R3 duplicates values but lacks source-location strings for several rows.
S184,S184_full_sample_FC_SE,phase1,Pair B,full_sample,907,FC,SE,0.49,source_reported_pearson_or_latent_correlation,,S184.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 4 direct row set; R3 duplicates values but lacks source-location strings for several rows.
S184,S184_full_sample_FC_SI,phase1,Pair B,full_sample,907,FC,SI,0.56,source_reported_pearson_or_latent_correlation,,S184.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 4 direct row set; R3 duplicates values but lacks source-location strings for several rows.
S184,S184_full_sample_FC_UB,phase1,Pair B,full_sample,907,FC,UB,0.33,source_reported_pearson_or_latent_correlation,,S184.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 4 direct row set; R3 duplicates values but lacks source-location strings for several rows.
S184,S184_full_sample_SE_SI,phase1,Pair B,full_sample,907,SE,SI,0.47,source_reported_pearson_or_latent_correlation,,S184.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 4 direct row set; R3 duplicates values but lacks source-location strings for several rows.
S184,S184_full_sample_SE_UB,phase1,Pair B,full_sample,907,SE,UB,0.23,source_reported_pearson_or_latent_correlation,,S184.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 4 direct row set; R3 duplicates values but lacks source-location strings for several rows.
S184,S184_full_sample_SI_UB,phase1,Pair B,full_sample,907,SI,UB,0.28,source_reported_pearson_or_latent_correlation,,S184.pdf Table 4,source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 4 direct row set; R3 duplicates values but lacks source-location strings for several rows.
S213,S213_full_sample_BI_EE,phase1,Pair B,full_sample,473,BI,EE,0.141,source_reported_pearson_or_latent_correlation,,S213.pdf Table 5 (p.8),source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct rows.
S213,S213_full_sample_BI_PE,phase1,Pair B,full_sample,473,BI,PE,0.087,source_reported_pearson_or_latent_correlation,,S213.pdf Table 5 (p.8),source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct rows.
S213,S213_full_sample_EE_PE,phase1,Pair B,full_sample,473,EE,PE,0.082,source_reported_pearson_or_latent_correlation,,S213.pdf Table 5 (p.8),source_reported_direct_correlation_or_latent_correlation,high,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 source-located Table 5 direct rows.
S034,S034_full_sample_BI_EE,phase2,Pair C,full_sample,148,BI,EE,0.62,source_reported_pearson_or_latent_correlation,,S034.pdf correlation heatmap/source matrix per selected R4 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 complete direct heatmap row set; R1 source-located subset omits EE-PE. Final visual audit should confirm Figure 2/heatmap table labels because selected rows lack source-location strings.
S034,S034_full_sample_BI_PE,phase2,Pair C,full_sample,148,BI,PE,0.65,source_reported_pearson_or_latent_correlation,,S034.pdf correlation heatmap/source matrix per selected R4 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 complete direct heatmap row set; R1 source-located subset omits EE-PE. Final visual audit should confirm Figure 2/heatmap table labels because selected rows lack source-location strings.
S034,S034_full_sample_EE_PE,phase2,Pair C,full_sample,148,EE,PE,0.68,source_reported_pearson_or_latent_correlation,,S034.pdf correlation heatmap/source matrix per selected R4 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R4 complete direct heatmap row set; R1 source-located subset omits EE-PE. Final visual audit should confirm Figure 2/heatmap table labels because selected rows lack source-location strings.
S061,S061_full_sample_BI_EE,phase2,Pair C,full_sample,473,BI,EE,0.103,source_reported_pearson_or_latent_correlation,,S061.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located mixed row set: Table 5 direct rows plus Table 6 beta-converted BI-FC row; R4 subset omits BI-FC.
S061,S061_full_sample_BI_FC,phase2,Pair C,full_sample,473,BI,FC,-0.1,beta_converted_peterson_brown,,S061.pdf Table 6,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located mixed row set: Table 5 direct rows plus Table 6 beta-converted BI-FC row; R4 subset omits BI-FC.
S061,S061_full_sample_BI_PE,phase2,Pair C,full_sample,473,BI,PE,0.127,source_reported_pearson_or_latent_correlation,,S061.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located mixed row set: Table 5 direct rows plus Table 6 beta-converted BI-FC row; R4 subset omits BI-FC.
S061,S061_full_sample_BI_SI,phase2,Pair C,full_sample,473,BI,SI,0.053,source_reported_pearson_or_latent_correlation,,S061.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located mixed row set: Table 5 direct rows plus Table 6 beta-converted BI-FC row; R4 subset omits BI-FC.
S061,S061_full_sample_EE_PE,phase2,Pair C,full_sample,473,EE,PE,0.139,source_reported_pearson_or_latent_correlation,,S061.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located mixed row set: Table 5 direct rows plus Table 6 beta-converted BI-FC row; R4 subset omits BI-FC.
S061,S061_full_sample_EE_SI,phase2,Pair C,full_sample,473,EE,SI,0.02,source_reported_pearson_or_latent_correlation,,S061.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located mixed row set: Table 5 direct rows plus Table 6 beta-converted BI-FC row; R4 subset omits BI-FC.
S061,S061_full_sample_PE_SI,phase2,Pair C,full_sample,473,PE,SI,0.154,source_reported_pearson_or_latent_correlation,,S061.pdf Table 5,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located mixed row set: Table 5 direct rows plus Table 6 beta-converted BI-FC row; R4 subset omits BI-FC.
S080,S080_full_sample_BI_EE,phase2,Pair C,full_sample,251,BI,EE,0.49,beta_converted_peterson_brown,,S080.pdf Table III,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located Table III beta-converted rows; R4 retains raw beta values.
S080,S080_full_sample_BI_FC,phase2,Pair C,full_sample,251,BI,FC,-0.11,beta_converted_peterson_brown,,S080.pdf Table III,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located Table III beta-converted rows; R4 retains raw beta values.
S080,S080_full_sample_BI_PE,phase2,Pair C,full_sample,251,BI,PE,0.26,beta_converted_peterson_brown,,S080.pdf Table III,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located Table III beta-converted rows; R4 retains raw beta values.
S080,S080_full_sample_BI_SI,phase2,Pair C,full_sample,251,BI,SI,0.12,beta_converted_peterson_brown,,S080.pdf Table III,standardized_path_beta_converted,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,Use R1 source-located Table III beta-converted rows; R4 retains raw beta values.
S115,S115_full_sample_ATT_BI,phase2,Pair C,full_sample,112,ATT,BI,0.78,source_reported_pearson_or_latent_correlation,,S115.pdf correlation heatmap/source matrix per selected R4 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,"Use R4 complete direct Figure 2/category-wise correlation matrix row set; R1 source-located subset omits ATT-EE, ATT-PE, and EE-PE. Final visual audit should confirm source table labels because selected rows lack source-location strings."
S115,S115_full_sample_ATT_EE,phase2,Pair C,full_sample,112,ATT,EE,0.79,source_reported_pearson_or_latent_correlation,,S115.pdf correlation heatmap/source matrix per selected R4 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,"Use R4 complete direct Figure 2/category-wise correlation matrix row set; R1 source-located subset omits ATT-EE, ATT-PE, and EE-PE. Final visual audit should confirm source table labels because selected rows lack source-location strings."
S115,S115_full_sample_ATT_PE,phase2,Pair C,full_sample,112,ATT,PE,0.74,source_reported_pearson_or_latent_correlation,,S115.pdf correlation heatmap/source matrix per selected R4 coder row set; final visual table-label audit required,source_reported_direct_correlation_or_latent_correlation,medium,included_reference_draft_residual_batch5_source_checked,combined_coder_values_long_20260525.csv; local source PDF availability/text extraction check 20260608; batch5 low-burden adjudication 20260608,"Use R4 complete direct Figure 2/category-wise correlation matrix row set; R1 source-located subset omits ATT-EE, ATT-PE, and EE-PE. Final visual audit should confirm source table labels because selected rows lack source-location strings."
