run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes,raw_beta_value,converted_effect_value,conversion_method
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00053,S006,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S006 | Reference record: S006_full_sample_BI_EE | Sample/stratum: full_sample | N: 1167 | Construct pair: BI-EE | Human reference r: 0.367 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 6 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S006 | Sample/stratum: full_sample | Construct pair: BI-EE | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,r = 0.367,0.367,"S006_doc1 page 14 chunk 1, Table 6",,high,False,,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,BI mapped to Adoption Intention; EE mapped to Effort Expectancy.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00064,S006,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S006 | Reference record: S006_full_sample_FC_UB | Sample/stratum: full_sample | N: 1167 | Construct pair: FC-UB | Human reference r: 0.402 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 6 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S006 | Sample/stratum: full_sample | Construct pair: FC-UB | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.402,0.402,S006_doc1 page 14 chunk 1,,0.95,False,,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,Extracted from Table 6 Fornell-Larcker correlation matrix; UB/Usage Behavior is variable 9 and FC is variable 5.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00065,S006,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S006 | Reference record: S006_full_sample_PE_SI | Sample/stratum: full_sample | N: 1167 | Construct pair: PE-SI | Human reference r: 0.403 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 6 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S006 | Sample/stratum: full_sample | Construct pair: PE-SI | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.403,0.403,S006_doc1 page 14 chunk 1,,0.9,False,,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,"Extracted from Table 6 Fornell-Larcker correlation matrix; PE interpreted as Performance Expectancy, variable 1.",,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00066,S006,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S006 | Reference record: S006_full_sample_PE_UB | Sample/stratum: full_sample | N: 1167 | Construct pair: PE-UB | Human reference r: 0.469 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 6 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S006 | Sample/stratum: full_sample | Construct pair: PE-UB | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.469,0.469,S006_doc1 page 14 chunk 1,,0.9,False,,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,"Extracted from Table 6 Fornell-Larcker correlation matrix; PE interpreted as Performance Expectancy, variable 1, and UB/Usage Behavior as variable 9.",,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00067,S006,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S006 | Reference record: S006_full_sample_SI_UB | Sample/stratum: full_sample | N: 1167 | Construct pair: SI-UB | Human reference r: 0.334 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 6 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S006 | Sample/stratum: full_sample | Construct pair: SI-UB | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,0.334,0.334,S006_doc1 page 14 chunk 1,,0.95,False,,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,Extracted from Table 6 Fornell-Larcker correlation matrix; SI is variable 3 and UB/Usage Behavior is variable 9.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00078,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,"Study: S008 | Reference record: S008_full_sample_ATT_BI | Sample/stratum: full_sample | N: 289 | Construct pair: ATT-BI | Human reference r: 0.067 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5; p. 17980, Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.",Study: S008 | Sample/stratum: full_sample | Construct pair: ATT-BI | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,Provided S008 packet includes structural path estimates but no direct correlation matrix or reported r effect size for ATT-BI.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00079,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_ATT_EE | Sample/stratum: full_sample | N: 289 | Construct pair: ATT-EE | Human reference r: 0.107 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: ATT-EE | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,Provided S008 packet does not include a direct correlation or reported r effect size for ATT-EE.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00080,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_ATT_FC | Sample/stratum: full_sample | N: 289 | Construct pair: ATT-FC | Human reference r: 0.139 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: ATT-FC | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,Provided S008 packet does not include a direct correlation or reported r effect size for ATT-FC.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00081,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_ATT_PE | Sample/stratum: full_sample | N: 289 | Construct pair: ATT-PE | Human reference r: 0.198 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: ATT-PE | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,Provided S008 packet does not include a direct correlation or reported r effect size for ATT-PE.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00082,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_ATT_SI | Sample/stratum: full_sample | N: 289 | Construct pair: ATT-SI | Human reference r: 0.219 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: ATT-SI | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,Provided S008 packet does not include a direct correlation or reported r effect size for ATT-SI.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00083,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_BI_EE | Sample/stratum: full_sample | N: 289 | Construct pair: BI-EE | Human reference r: 0.09 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: BI-EE | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,S008_doc1 page 13 chunk 1,,0.93,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,"Provided source reports structural path estimates, not a direct r correlation for BI-EE.",,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00084,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_BI_FC | Sample/stratum: full_sample | N: 289 | Construct pair: BI-FC | Human reference r: 0.112 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: BI-FC | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,S008_doc1 page 13 chunk 1,,0.93,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,"Provided source reports structural path estimates, not a direct r correlation for BI-FC.",,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00085,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_BI_PE | Sample/stratum: full_sample | N: 289 | Construct pair: BI-PE | Human reference r: 0.467 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: BI-PE | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,S008_doc1 page 13 chunk 1,,0.93,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,"Provided source reports structural path estimates, not a direct r correlation for BI-PE.",,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00086,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_BI_SI | Sample/stratum: full_sample | N: 289 | Construct pair: BI-SI | Human reference r: 0.512 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: BI-SI | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,S008_doc1 page 13 chunk 1,,0.93,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,"Provided source reports structural path estimates, not a direct r correlation for BI-SI.",,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00087,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_EE_FC | Sample/stratum: full_sample | N: 289 | Construct pair: EE-FC | Human reference r: 0.008 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: EE-FC | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,0.95,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,No direct r correlation evidence for EE-FC appears in the provided packet.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00088,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_EE_PE | Sample/stratum: full_sample | N: 289 | Construct pair: EE-PE | Human reference r: 0.164 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: EE-PE | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,0.95,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,No direct r correlation evidence for EE-PE appears in the provided packet.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00089,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_EE_SI | Sample/stratum: full_sample | N: 289 | Construct pair: EE-SI | Human reference r: 0.55 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: EE-SI | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,0.95,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,No direct r correlation evidence for EE-SI appears in the provided packet.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00090,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_FC_PE | Sample/stratum: full_sample | N: 289 | Construct pair: FC-PE | Human reference r: 0.091 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: FC-PE | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,0.95,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,No direct r correlation evidence for FC-PE appears in the provided packet.,,,
paper_b_full_corpus_m1_raw_bounded_shard_0090_20260611,openai,codex:gpt-5.5,codex-cli 0.139.0; model_selector=gpt-5.5,raw_model_extraction_source_rendered_bounded_shard,paper_b_step5_full_corpus_prompt_v1_20260609_source_packet_bounded_shard,2026-06-11T07:20:00Z,0,,FC-S5-TASK-00091,S008,direct_r_effect_size_extraction,primary_direct_r_or_source_reported_correlation,eligible_after_locked_llm_output,numeric_r_effect_size,Study: S008 | Reference record: S008_full_sample_FC_SI | Sample/stratum: full_sample | N: 289 | Construct pair: FC-SI | Human reference r: -0.017 | Reference source type: coder_agreed_direct_correlation | Evidence type: coder_agreed_direct_correlation | Source location: Table 5 | Caveats: none | Notes: Coder-agreed lightweight carry-forward; no new source-value adjudication record was created. Lightweight audit note: Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created. Frozen in full-corpus source-anchored adjudicated human reference standard on 2026-06-09; original application decision_status=included_coder_agreed_correlation_rows_application_draft.,Study: S008 | Sample/stratum: full_sample | Construct pair: FC-SI | Expected answer type: numeric_r_effect_size | Evidence family to recover: direct_r_effect_size_extraction | Use only the locked source-document rendering/chunks for the authorized run condition. This task stub intentionally excludes the human reference value.,,,,,0.95,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T07:20:00Z,codex_noninteractive_batch,No direct r correlation evidence for FC-SI appears in the provided packet.,,,
