run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00001,S080,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S080 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Human consensus value: r=0.436; source=beta; beta=0.436; p<.001 | Source/evidence note: PDF Table III reports structural-model path coefficients for UTAUT predictors of BI; no zero-order correlation matrix was located for these specific rows in the review packet.,Study: S080 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=36; row=2 | Source evidence: PDF Table III reports structural-model path coefficients for UTAUT predictors of BI; no zero-order correlation matrix was located for these specific rows in the review packet. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,Provided evidence identifies table/row and source type but does not include the numeric path coefficient.
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00012,S216,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S216 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: path_only | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze","Study: S216 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=37; row=9 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",,,table=37; row=9,,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,Source evidence describes table type and harmonization need but does not provide an explicit matrix completeness value.
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00013,S216,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S216 | Task family: metadata_extraction | Field/construct pair: Common method bias | Human consensus value: addressed | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. CMB/CBM section is reported before measurement/structural results","Study: S216 | Task family: metadata_extraction | Field/construct pair: Common method bias | Expected answer type: metadata_field_value_or_blank | Source locator: table=37; row=10 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. CMB/CBM section is reported before measurement/structural results | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",reported,reported,table=37; row=10,CMB/CBM section is reported before measurement/structural results,medium,False,,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00014,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: ANX-EE | Human consensus value: r=0.085; source=beta; beta=0.085; p=.091; sig=ns | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: ANX-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=2 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,table=38; row=2,,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,Source evidence identifies Table 5 as path/beta evidence but does not provide a numeric value for ANX-EE.
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00015,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Human consensus value: r=0.203; source=beta; beta=0.203; p=.001 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=3 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,table=38; row=3,,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,Source evidence identifies Table 5 as path/beta evidence but does not provide a numeric value for BI-EE.
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00016,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-PE | Human consensus value: r=0.203; source=beta; beta=0.203; p=.003 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=4 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,"Provided input identifies a table row and describes the evidence type, but does not provide the actual numeric path coefficient."
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00017,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-SI | Human consensus value: r=0.159; source=beta; beta=0.159; p=.028 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=5 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,"Provided input identifies a table row and describes the evidence type, but does not provide the actual numeric path coefficient."
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00018,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-PE | Human consensus value: r=0.229; source=beta; beta=0.229; p<.001 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=6 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,"Provided input identifies a table row and describes the evidence type, but does not provide the actual numeric path coefficient."
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00019,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-SE | Human consensus value: r=0.231; source=beta; beta=0.231; p<.001 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-SE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=7 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,"Provided input identifies a table row and describes the evidence type, but does not provide the actual numeric path coefficient."
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00020,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: PE-SI | Human consensus value: r=0.427; source=beta; beta=0.427; p<.001 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: PE-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=8 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,"Provided input identifies a table row and describes the evidence type, but does not provide the actual numeric path coefficient."
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00021,S088,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S088 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF Table 3 reports descriptive statistics/correlations; methods also include qualitative interviews, so mixed-method design and survey/interview data collection are source-supported. publication type: journal article; standardized code is journal","Study: S088 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=39; row=2 | Source evidence: PDF Table 3 reports descriptive statistics/correlations; methods also include qualitative interviews, so mixed-method design and survey/interview data collection are source-supported. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",journal article,journal,table=39; row=2,publication type: journal article; standardized code is journal,0.99,False,,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00022,S088,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S088 | Task family: metadata_extraction | Field/construct pair: Study design | Human consensus value: mixed_methods | Source/evidence note: PDF Table 3 reports descriptive statistics/correlations; methods also include qualitative interviews, so mixed-method design and survey/interview data collection are source-supported. source explicitly includes quantitative survey plus qualitative interviews/open-ended responses","Study: S088 | Task family: metadata_extraction | Field/construct pair: Study design | Expected answer type: metadata_field_value_or_blank | Source locator: table=39; row=3 | Source evidence: PDF Table 3 reports descriptive statistics/correlations; methods also include qualitative interviews, so mixed-method design and survey/interview data collection are source-supported. source explicitly includes quantitative survey plus qualitative interviews/open-ended responses | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",mixed-method design,mixed-method,table=39; row=3,source explicitly includes quantitative survey plus qualitative interviews/open-ended responses,0.97,False,,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,
paper2_codex_full_allfamilies_0000_0049_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:28:13Z,0,,P2-TASK-00023,S088,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S088 | Task family: metadata_extraction | Field/construct pair: Data collection | Human consensus value: survey; interviews | Source/evidence note: PDF Table 3 reports descriptive statistics/correlations; methods also include qualitative interviews, so mixed-method design and survey/interview data collection are source-supported. source reports survey plus interviews","Study: S088 | Task family: metadata_extraction | Field/construct pair: Data collection | Expected answer type: metadata_field_value_or_blank | Source locator: table=39; row=4 | Source evidence: PDF Table 3 reports descriptive statistics/correlations; methods also include qualitative interviews, so mixed-method design and survey/interview data collection are source-supported. source reports survey plus interviews | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",survey plus interviews,survey and interviews,table=39; row=4,source reports survey plus interviews,0.99,False,,not_persisted_batch,locked,2026-06-06T03:28:13Z,codex_cli_noninteractive_batch,
