run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04768,S107,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S107 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S107 | Task family: absence_or_blank_consensus | Field/construct pair: TRA-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4554 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4554,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04779,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4565 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4565,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04780,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4566 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4566,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04781,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4567 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4567,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04782,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4568 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4568,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04783,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4569 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4569,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04784,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4570 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4570,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04785,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4571 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4571,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04786,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4572 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4572,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04787,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4573 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4573,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04788,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4574 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4574,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04789,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4575 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4575,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04790,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4576 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4576,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04791,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4577 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4577,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04792,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4578 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4578,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04793,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4579 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4579,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04794,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4580 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4580,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04795,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4581 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4581,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
paper2_gemini3flash_full_allfamilies_4000_4249_20260607,google,gemini:gemini-3-flash-preview,0.45.2; model_selector=gemini-3-flash-preview,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-07T02:31:35Z,0,,P2-TASK-04796,S025,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S025 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4582 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4582,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-07T02:31:35Z,gemini_cli_noninteractive_batch,Source evidence field is empty in the task input.
