run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06966,S027,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6752 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,No reported value,,source_sheet_row=6752,,high,False,,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06977,S027,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6763 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=6763,,high,False,,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06978,S027,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-EE | Human consensus value: source=direct; beta=0.474; sig=p<.01 | Source/evidence note: Value mismatch; Beta/path mismatch; loc: Table 6,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=6764 | Source evidence: Value mismatch; Beta/path mismatch; loc: Table 6 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=6764; Table 6,Value mismatch; Beta/path mismatch; loc: Table 6,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,No numeric effect size provided in the redacted evidence.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06979,S027,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-FC | Human consensus value: source=direct; beta=0.414; sig=p<.01 | Source/evidence note: Value mismatch; Beta/path mismatch; loc: Table 6,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=6765 | Source evidence: Value mismatch; Beta/path mismatch; loc: Table 6 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=6765; Table 6,Value mismatch; Beta/path mismatch; loc: Table 6,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,No numeric effect size provided in the redacted evidence.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06980,S027,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-PE | Human consensus value: source=direct; beta=0.391; sig=p<.01 | Source/evidence note: Value mismatch; Beta/path mismatch; loc: Table 6,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=6766 | Source evidence: Value mismatch; Beta/path mismatch; loc: Table 6 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=6766; Table 6,Value mismatch; Beta/path mismatch; loc: Table 6,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,No numeric effect size provided in the redacted evidence.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06981,S027,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6767 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=6767,,high,False,,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06982,S027,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SI | Human consensus value: source=direct; beta=0.38; sig=p<.01 | Source/evidence note: Value mismatch; Beta/path mismatch; loc: Table 6,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=6768 | Source evidence: Value mismatch; Beta/path mismatch; loc: Table 6 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=6768; Table 6,Value mismatch; Beta/path mismatch; loc: Table 6,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,No numeric effect size provided in the redacted evidence.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06983,S027,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6769 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=6769,,high,False,,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06984,S027,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6770 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=6770,,high,False,,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06985,S027,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: BI-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: BI-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6771 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=6771,,high,False,,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06986,S027,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Human consensus value: source=direct; beta=0.28; sig=p<.01 | Source/evidence note: Value mismatch; Source-type mismatch; Beta/path mismatch; loc: Table 6,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=6772 | Source evidence: Value mismatch; Source-type mismatch; Beta/path mismatch; loc: Table 6 | Notes: R2 override applied from disagreement trace. r_value_present_source_blank_needs_review,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,No numeric r value is provided in the redacted input.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06987,S027,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Human consensus value: source=direct; beta=0.367; sig=p<.01 | Source/evidence note: Value mismatch; Beta/path mismatch; loc: Table 6,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=6773 | Source evidence: Value mismatch; Beta/path mismatch; loc: Table 6 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,No numeric r value is provided in the redacted input.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06988,S027,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6774 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank/no reported value,,source_sheet_row=6774,blank_or_no_reported_statistic_consensus,1,False,,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,Absence or blank consensus indicated.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06989,S027,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-SI | Human consensus value: source=direct; beta=0.266; sig=p<.01 | Source/evidence note: Value mismatch; Beta/path mismatch; loc: Table 6,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=6775 | Source evidence: Value mismatch; Beta/path mismatch; loc: Table 6 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,No numeric r value is provided in the redacted input.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06990,S027,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6776 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank/no reported value,,source_sheet_row=6776,blank_or_no_reported_statistic_consensus,1,False,,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,Absence or blank consensus indicated.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06991,S027,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6777 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank/no reported value,,source_sheet_row=6777,blank_or_no_reported_statistic_consensus,1,False,,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,Absence or blank consensus indicated.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06992,S027,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: EE-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S027 | Task family: absence_or_blank_consensus | Field/construct pair: EE-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=6778 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank/no reported value,,source_sheet_row=6778,blank_or_no_reported_statistic_consensus,1,False,,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,Absence or blank consensus indicated.
paper2_codex_gpt55_full_allfamilies_6150_6249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:52:40Z,0,,P2-TASK-06993,S027,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-PE | Human consensus value: source=direct; beta=0.264; sig=p<.01 | Source/evidence note: Value mismatch; Beta/path mismatch; loc: Table 6,Study: S027 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=6779 | Source evidence: Value mismatch; Beta/path mismatch; loc: Table 6 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:52:40Z,codex_cli_noninteractive_batch,No numeric r value is provided in the redacted input.
