run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04259,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4045 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4045,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04270,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4056 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4056,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04271,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4057 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4057,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04272,S161,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S161 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-EE | Human consensus value: source=direct; beta=0.577; sig=p<.01 | Source/evidence note: Value mismatch; Beta/path mismatch; loc: Table 5,Study: S161 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4058 | Source evidence: Value mismatch; Beta/path mismatch; loc: Table 5 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4058,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,R2 override applied from disagreement trace; source evidence references Table 5 with value/beta mismatch but no numeric r value provided in task input
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04273,S161,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S161 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-FC | Human consensus value: source=direct; beta=0.578; sig=p<.01 | Source/evidence note: R2-only statistic; loc: Table 5,Study: S161 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4059 | Source evidence: R2-only statistic; loc: Table 5 | Notes: R2 override applied from disagreement trace. r_value_present_source_blank_needs_review,,,source_sheet_row=4059,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,R2-only statistic noted in source evidence; no numeric r value extractable from provided input
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04274,S161,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S161 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-PE | Human consensus value: source=direct; beta=0.427; sig=p<.01 | Source/evidence note: Value mismatch; Beta/path mismatch; loc: Table 5,Study: S161 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4060 | Source evidence: Value mismatch; Beta/path mismatch; loc: Table 5 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=4060,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,R2 override applied from disagreement trace; source evidence references Table 5 with value/beta mismatch but no numeric r value provided in task input
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04275,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4061 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4061,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04276,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4062 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4062,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04277,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4063 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4063,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04278,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4064 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4064,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04279,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: BI-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: BI-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4065 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4065,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04280,S161,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S161 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Human consensus value: source=direct; beta=0.455; sig=p<.01 | Source/evidence note: Value mismatch; Source-type mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5,Study: S161 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4066 | Source evidence: Value mismatch; Source-type mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 5 | Notes: R2 override applied from disagreement trace. r_value_present_source_blank_needs_review,,,source_sheet_row=4066,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,R2 override applied from disagreement trace; multiple mismatches noted but no numeric r value provided in task input
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04281,S161,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S161 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Human consensus value: source=direct; beta=0.302; sig=p<.01 | Source/evidence note: R2-only statistic; loc: Table 5,Study: S161 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4067 | Source evidence: R2-only statistic; loc: Table 5 | Notes: R2 override applied from disagreement trace. r_value_present_source_blank_needs_review,,,source_sheet_row=4067,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,R2-only statistic noted in source evidence; no numeric r value extractable from provided input
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04282,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4068 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4068,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04283,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4069 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4069,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04284,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4070 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4070,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04285,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4071 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4071,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_claude_sonnet_full_allfamilies_3500_3749_backfill_20260611,anthropic,claude:sonnet,2.1.172 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-11T03:46:04Z,0,,P2-TASK-04286,S161,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: EE-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S161 | Task family: absence_or_blank_consensus | Field/construct pair: EE-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4072 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4072,,1.0,False,,not_persisted_batch,locked,2026-06-11T03:46:04Z,claude_noninteractive_batch,blank_or_no_reported_statistic_consensus
