run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T17:35:40Z,0,,P2-TASK-00001,S080,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S080 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Human consensus value: r=0.436; source=beta; beta=0.436; p<.001 | Source/evidence note: PDF Table III reports structural-model path coefficients for UTAUT predictors of BI; no zero-order correlation matrix was located for these specific rows in the review packet.,Study: S080 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=36; row=2 | Source evidence: PDF Table III reports structural-model path coefficients for UTAUT predictors of BI; no zero-order correlation matrix was located for these specific rows in the review packet. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,table=36; row=2,PDF Table III reports structural-model path coefficients for UTAUT predictors of BI; no zero-order correlation matrix was located for these specific rows in the review packet.,,True,insufficient_evidence,not_persisted_batch,locked,2026-06-05T17:35:40Z,claude_cli_noninteractive_batch,Source evidence describes table type but provides no numeric path/beta value for BI-EE. Actual table content not included in redacted input.
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T17:35:40Z,0,,P2-TASK-00012,S216,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S216 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: path_only | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze","Study: S216 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=37; row=9 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",path_only,0,table=37; row=9,"PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. source table type determines correlation availability",0.85,False,,not_persisted_batch,locked,2026-06-05T17:35:40Z,claude_cli_noninteractive_batch,PDF Table 5 is a hypotheses-testing table with path coefficients; no zero-order correlation matrix identified in source. Matrix completeness coded 0/path_only.
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T17:35:40Z,0,,P2-TASK-00013,S216,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S216 | Task family: metadata_extraction | Field/construct pair: Common method bias | Human consensus value: addressed | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. CMB/CBM section is reported before measurement/structural results","Study: S216 | Task family: metadata_extraction | Field/construct pair: Common method bias | Expected answer type: metadata_field_value_or_blank | Source locator: table=37; row=10 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. CMB/CBM section is reported before measurement/structural results | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",reported,reported,table=37; row=10,CMB/CBM section is reported before measurement/structural results,0.9,False,,not_persisted_batch,locked,2026-06-05T17:35:40Z,claude_cli_noninteractive_batch,Source evidence explicitly states a CMB/CMV section is reported in the paper prior to structural results.
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T17:35:40Z,0,,P2-TASK-00014,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: ANX-EE | Human consensus value: r=0.085; source=beta; beta=0.085; p=.091; sig=ns | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: ANX-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=2 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,table=38; row=2,"PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.",,True,insufficient_evidence,not_persisted_batch,locked,2026-06-05T17:35:40Z,claude_cli_noninteractive_batch,Source evidence identifies table type but provides no numeric path/beta value for ANX-EE. Actual table content not included in redacted input.
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T17:35:40Z,0,,P2-TASK-00015,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Human consensus value: r=0.203; source=beta; beta=0.203; p=.001 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=3 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,table=38; row=3,"PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.",,True,insufficient_evidence,not_persisted_batch,locked,2026-06-05T17:35:40Z,claude_cli_noninteractive_batch,Source evidence identifies table type but provides no numeric path/beta value for BI-EE. Actual table content not included in redacted input.
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T17:35:40Z,0,,P2-TASK-00016,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-PE | Human consensus value: r=0.203; source=beta; beta=0.203; p=.003 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=4 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,table=38; row=4,"PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.",,True,insufficient_evidence,not_persisted_batch,locked,2026-06-05T17:35:40Z,claude_cli_noninteractive_batch,Source evidence identifies table type but provides no numeric path/beta value for BI-PE. Actual table content not included in redacted input.
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T17:35:40Z,0,,P2-TASK-00017,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-SI | Human consensus value: r=0.159; source=beta; beta=0.159; p=.028 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=5 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,table=38; row=5,"PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.",,True,insufficient_evidence,not_persisted_batch,locked,2026-06-05T17:35:40Z,claude_cli_noninteractive_batch,Source evidence identifies table type but provides no numeric path/beta value for BI-SI. Actual table content not included in redacted input.
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T17:35:40Z,0,,P2-TASK-00018,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-PE | Human consensus value: r=0.229; source=beta; beta=0.229; p<.001 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=6 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,table=38; row=6,"PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.",,True,insufficient_evidence,not_persisted_batch,locked,2026-06-05T17:35:40Z,claude_cli_noninteractive_batch,Source evidence identifies table type but provides no numeric path/beta value for EE-PE. Actual table content not included in redacted input.
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T17:35:40Z,0,,P2-TASK-00019,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-SE | Human consensus value: r=0.231; source=beta; beta=0.231; p<.001 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-SE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=7 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,table=38; row=7,"PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.",,True,insufficient_evidence,not_persisted_batch,locked,2026-06-05T17:35:40Z,claude_cli_noninteractive_batch,Source evidence identifies table type but provides no numeric path/beta value for EE-SE. Actual table content not included in redacted input.
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T17:35:40Z,0,,P2-TASK-00020,S216,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,"Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: PE-SI | Human consensus value: r=0.427; source=beta; beta=0.427; p<.001 | Source/evidence note: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.","Study: S216 | Task family: converted_or_model_derived_effect_size | Field/construct pair: PE-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=38; row=8 | Source evidence: PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.",,,table=38; row=8,"PDF Table 5, Hypotheses testing, reports path coefficients and p values for TAM3 robot-adoption paths.",,True,insufficient_evidence,not_persisted_batch,locked,2026-06-05T17:35:40Z,claude_cli_noninteractive_batch,Source evidence identifies table type but provides no numeric path/beta value for PE-SI. Actual table content not included in redacted input.
paper2_claude_full_allfamilies_0000_0499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-05T17:35:40Z,0,,P2-TASK-00021,S088,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S088 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF Table 3 reports descriptive statistics/correlations; methods also include qualitative interviews, so mixed-method design and survey/interview data collection are source-supported. publication type: journal article; standardized code is journal","Study: S088 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=39; row=2 | Source evidence: PDF Table 3 reports descriptive statistics/correlations; methods also include qualitative interviews, so mixed-method design and survey/interview data collection are source-supported. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",journal,journal,table=39; row=2,publication type: journal article; standardized code is journal,0.99,False,,not_persisted_batch,locked,2026-06-05T17:35:40Z,claude_cli_noninteractive_batch,Explicitly stated in source evidence with standardized codebook value provided.
