run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05321,S173,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5107 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5107,,0.9,False,,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05332,S173,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SI | Human consensus value: source=direct; beta=0.649; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5118 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5118; Table 2,Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,No numeric effect size value provided in redacted input.
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05333,S173,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5119 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,no reported value,,source_sheet_row=5119,,high,False,,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05334,S173,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-TRU | Human consensus value: source=direct; beta=0.713; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-TRU | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5120 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5120; Table 2,Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,No numeric effect size value provided in redacted input.
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05335,S173,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-UB | Human consensus value: source=direct; beta=0.845; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5121 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,source_sheet_row=5121; Table 2,Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,No numeric effect size value provided in redacted input.
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05336,S173,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Human consensus value: source=direct; beta=0.666; sig=NR | Source/evidence note: R2-only statistic; loc: Table 2,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5122 | Source evidence: R2-only statistic; loc: Table 2 | Notes: R2 override applied from disagreement trace. r_value_present_source_blank_needs_review,,,source_sheet_row=5122; Table 2,R2-only statistic; loc: Table 2,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,"R2-only statistic indicated, but no numeric value provided in redacted input."
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05337,S173,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Human consensus value: source=direct; beta=0.8; sig=NR | Source/evidence note: R2-only statistic; loc: Table 2,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5123 | Source evidence: R2-only statistic; loc: Table 2 | Notes: R2 override applied from disagreement trace. r_value_present_source_blank_needs_review,,,source_sheet_row=5123; Table 2,R2-only statistic; loc: Table 2,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,"R2-only statistic indicated, but no numeric value provided in redacted input."
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05338,S173,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: EE-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5124 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,no reported value,,source_sheet_row=5124,,high,False,,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05339,S173,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-SI | Human consensus value: source=direct; beta=0.55; sig=NR | Source/evidence note: R2-only statistic; loc: Table 2,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5125 | Source evidence: R2-only statistic; loc: Table 2 | Notes: R2 override applied from disagreement trace. r_value_present_source_blank_needs_review,,,source_sheet_row=5125; Table 2,R2-only statistic; loc: Table 2,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,"R2-only statistic indicated, but no numeric value provided in redacted input."
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05340,S173,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: EE-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5126 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,no reported value,,source_sheet_row=5126,,high,False,,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05341,S173,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-TRU | Human consensus value: source=direct; beta=0.631; sig=NR | Source/evidence note: R2-only statistic; loc: Table 2,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-TRU | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5127 | Source evidence: R2-only statistic; loc: Table 2 | Notes: R2 override applied from disagreement trace. r_value_present_source_blank_needs_review,,,,,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,Source evidence indicates an R2-only statistic in Table 2 but provides no numeric value.
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05342,S173,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-UB | Human consensus value: source=direct; beta=0.764; sig=NR | Source/evidence note: R2-only statistic; loc: Table 2,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: EE-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5128 | Source evidence: R2-only statistic; loc: Table 2 | Notes: R2 override applied from disagreement trace. r_value_present_source_blank_needs_review,,,,,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,Source evidence indicates an R2-only statistic in Table 2 but provides no numeric value.
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05343,S173,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-PE | Human consensus value: source=direct; beta=0.644; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5129 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,,,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,Source evidence indicates a mismatch in Table 2 but provides no extractable numeric effect size.
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05344,S173,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: FC-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5130 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5130,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,No reported value indicated by absence_or_blank_consensus.
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05345,S173,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-SI | Human consensus value: source=direct; beta=0.631; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2,Study: S173 | Task family: direct_r_effect_size_extraction | Field/construct pair: FC-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=5131 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 2 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,,,low,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,Source evidence indicates a mismatch in Table 2 but provides no extractable numeric effect size.
paper2_codex_gpt55_full_allfamilies_4550_4649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:17:22Z,0,,P2-TASK-05346,S173,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S173 | Task family: absence_or_blank_consensus | Field/construct pair: FC-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=5132 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=5132,blank_or_no_reported_statistic_consensus,high,False,,not_persisted_batch,locked,2026-06-06T13:17:22Z,codex_cli_noninteractive_batch,No reported value indicated by absence_or_blank_consensus.
