run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04514,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4300 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4300,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04525,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4311 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4311,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04526,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4312 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4312,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04527,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4313 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4313,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04528,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4314 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4314,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04529,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4315 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4315,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04530,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4316 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4316,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04531,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4317 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4317,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04532,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4318 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4318,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04533,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4319 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4319,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04534,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4320 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4320,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04535,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: AUT-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4321 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4321,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04536,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-EE | Human consensus value: source=direct; beta=0.532; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4322 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,Table 4,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Source evidence describes value/beta/significance mismatches at Table 4 but supplies no numeric r value in the redacted input; cannot extract effect size.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04537,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-FC | Human consensus value: source=direct; beta=0.519; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4323 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,Table 4,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Source evidence describes value/beta/significance mismatches at Table 4 but supplies no numeric r value in the redacted input; cannot extract effect size.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04538,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-PE | Human consensus value: source=direct; beta=0.529; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4324 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,Table 4,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Source evidence describes value/beta/significance mismatches at Table 4 but supplies no numeric r value in the redacted input; cannot extract effect size.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04539,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: BI-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4325 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4325,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04540,S133,direct_r_effect_size_extraction,direct_r_effect_size_extraction,eligible_after_locked_llm_output,numeric_effect_size_with_source_type,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SI | Human consensus value: source=direct; beta=0.535; sig=NR | Source/evidence note: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4,Study: S133 | Task family: direct_r_effect_size_extraction | Field/construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: source_sheet_row=4326 | Source evidence: Value mismatch; Beta/path mismatch; Value / significance mismatch; loc: Table 4 | Notes: R2 override applied from disagreement trace. ready_r_value_direct,,,Table 4,,0.0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Source evidence describes value/beta/significance mismatches at Table 4 but supplies no numeric r value in the redacted input; cannot extract effect size.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04541,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4327 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4327,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T08:05:39Z,0,,P2-TASK-04542,S133,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S133 | Task family: absence_or_blank_consensus | Field/construct pair: BI-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=4328 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=4328,,1.0,False,,not_persisted_batch,locked,2026-06-06T08:05:39Z,claude_cli_noninteractive_batch,Confirmed blank: no statistic reported; absence consensus.
