run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00051,S003,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S003 | Task family: metadata_extraction | Field/construct pair: Flag | Human consensus value: non-standard_constructs | Source/evidence note: PDF abstract/methods state a survey-based model informed by TAM and UTAUT; sample includes students and educators in higher education. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone,Study: S003 | Task family: metadata_extraction | Field/construct pair: Flag | Expected answer type: metadata_field_value_or_blank | Source locator: table=43; row=9 | Source evidence: PDF abstract/methods state a survey-based model informed by TAM and UTAUT; sample includes students and educators in higher education. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,source/type eligibility and construct taxonomy,source/type eligibility and construct taxonomy,table=43; row=9,flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone,0.72,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Extracted from provided source-adjudicated metadata note.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00062,S112,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S112 | Task family: metadata_extraction | Field/construct pair: Flag | Human consensus value: non-standard_constructs | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone,Study: S112 | Task family: metadata_extraction | Field/construct pair: Flag | Expected answer type: metadata_field_value_or_blank | Source locator: table=45; row=6 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,table=45; row=6,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Provided evidence describes the flag meaning but does not provide the Flag value.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00063,S112,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Human consensus value: r=0.108; source=beta; beta=0.108; p=.036 | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI.,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=46; row=2 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,table=46; row=2,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Provided evidence states that Table 9 reports SEM path coefficients but does not provide the BI-EE coefficient.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00064,S112,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-FC | Human consensus value: r=0.111; source=beta; beta=0.111; p=.047 | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI.,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=46; row=3 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,table=46; row=3,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Provided evidence states that Table 9 reports SEM path coefficients but does not provide the BI-FC coefficient.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00065,S112,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-PE | Human consensus value: r=0.177; source=beta; beta=0.177; p<.001 | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI.,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=46; row=4 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,table=46; row=4,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Provided evidence states that Table 9 reports SEM path coefficients but does not provide the BI-PE coefficient.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00066,S112,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-SI | Human consensus value: r=0.238; source=beta; beta=0.238; p<.001 | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI.,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=46; row=5 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,"Provided evidence identifies the source table and that SEM path coefficients are reported, but does not provide the numeric coefficient for BI-SI."
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00067,S112,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-FC | Human consensus value: r=0.377; source=beta; beta=0.377; p<.001 | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI.,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=46; row=6 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,"Provided evidence identifies the source table and that SEM path coefficients are reported, but does not provide the numeric coefficient for EE-FC."
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00068,S112,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-PE | Human consensus value: r=0.247; source=beta; beta=0.247; p<.001 | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI.,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: EE-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=46; row=7 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,"Provided evidence identifies the source table and that SEM path coefficients are reported, but does not provide the numeric coefficient for EE-PE."
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00069,S112,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: PE-SI | Human consensus value: r=0.220; source=beta; beta=0.220; p<.001 | Source/evidence note: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI.,Study: S112 | Task family: converted_or_model_derived_effect_size | Field/construct pair: PE-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=46; row=8 | Source evidence: PDF Table 9 reports SEM path coefficients for Thai university faculty behavioral intention to use GAI. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,0,True,insufficient_evidence,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,"Provided evidence identifies the source table and that SEM path coefficients are reported, but does not provide the numeric coefficient for PE-SI."
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00070,S040,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S040 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF abstract/methods state a survey of 290 business management students using an AI chatbot/virtual assistant in business education. publication type: journal article; standardized code is journal,Study: S040 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=47; row=2 | Source evidence: PDF abstract/methods state a survey of 290 business management students using an AI chatbot/virtual assistant in business education. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,journal article,journal,table=47; row=2,publication type: journal article; standardized code is journal,1,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Used the source-adjudicated metadata value provided in the task input.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00071,S040,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S040 | Task family: metadata_extraction | Field/construct pair: Study design | Human consensus value: cross_sectional | Source/evidence note: PDF abstract/methods state a survey of 290 business management students using an AI chatbot/virtual assistant in business education. single-wave survey/cross-sectional design; use standardized underscore code,Study: S040 | Task family: metadata_extraction | Field/construct pair: Study design | Expected answer type: metadata_field_value_or_blank | Source locator: table=47; row=3 | Source evidence: PDF abstract/methods state a survey of 290 business management students using an AI chatbot/virtual assistant in business education. single-wave survey/cross-sectional design; use standardized underscore code | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,single-wave survey/cross-sectional design,cross_sectional_survey,table=47; row=3,single-wave survey/cross-sectional design,high,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Standardized to underscore code.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00072,S040,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,"Study: S040 | Task family: metadata_extraction | Field/construct pair: Education level | Human consensus value: undergraduate | Source/evidence note: PDF abstract/methods state a survey of 290 business management students using an AI chatbot/virtual assistant in business education. source sample is business management students, mostly bachelor-level","Study: S040 | Task family: metadata_extraction | Field/construct pair: Education level | Expected answer type: metadata_field_value_or_blank | Source locator: table=47; row=4 | Source evidence: PDF abstract/methods state a survey of 290 business management students using an AI chatbot/virtual assistant in business education. source sample is business management students, mostly bachelor-level | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.",mostly bachelor-level business management students,undergraduate,table=47; row=4,"source sample is business management students, mostly bachelor-level",high,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Bachelor-level harmonized to undergraduate.
paper2_codex_full_allfamilies_0050_0099_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T03:37:40Z,0,,P2-TASK-00073,S040,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S040 | Task family: metadata_extraction | Field/construct pair: AI type | Human consensus value: generative | Source/evidence note: PDF abstract/methods state a survey of 290 business management students using an AI chatbot/virtual assistant in business education. source centers AI chatbots/virtual assistants; classify under generative/chatbot AI for this project,Study: S040 | Task family: metadata_extraction | Field/construct pair: AI type | Expected answer type: metadata_field_value_or_blank | Source locator: table=47; row=5 | Source evidence: PDF abstract/methods state a survey of 290 business management students using an AI chatbot/virtual assistant in business education. source centers AI chatbots/virtual assistants; classify under generative/chatbot AI for this project | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,AI chatbots/virtual assistants,generative_chatbot_ai,table=47; row=5,source centers AI chatbots/virtual assistants; classify under generative/chatbot AI,high,False,,not_persisted_batch,locked,2026-06-06T03:37:40Z,codex_cli_noninteractive_batch,Used project classification stated in source evidence.
