run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07266,S165,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S165 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S165 | Task family: absence_or_blank_consensus | Field/construct pair: PE-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7052 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,blank_or_no_reported_value,,source_sheet_row=7052,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07277,S165,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S165 | Task family: absence_or_blank_consensus | Field/construct pair: TRU-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S165 | Task family: absence_or_blank_consensus | Field/construct pair: TRU-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7063 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7063,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07278,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-ATT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7064 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7064,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07279,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7065 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7065,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07280,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7066 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7066,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07281,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7067 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7067,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07282,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7068 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7068,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07283,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7069 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7069,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07284,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7070 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7070,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07285,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-SI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7071 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7071,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07286,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRA | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7072 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7072,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07287,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-TRU | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7073 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7073,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07288,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ANX-UB | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7074 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7074,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07289,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-AUT | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7075 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7075,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07290,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-BI | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7076 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7076,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07291,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-EE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7077 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7077,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07292,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-FC | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7078 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7078,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07293,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-PE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7079 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7079,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
paper2_codex_gpt55_full_allfamilies_6450_6549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,2026-06-06T13:59:02Z,0,,P2-TASK-07294,S002,absence_or_blank_consensus,absence_or_blank_consensus,eligible_after_locked_llm_output,blank_or_no_reported_value,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Human consensus value:  | Source/evidence note: blank_or_no_reported_statistic_consensus,Study: S002 | Task family: absence_or_blank_consensus | Field/construct pair: ATT-SE | Expected answer type: blank_or_no_reported_value | Source locator: source_sheet_row=7080 | Source evidence:  | Notes: blank_or_no_reported_statistic_consensus,,,source_sheet_row=7080,,high,False,,not_persisted_batch,locked,2026-06-06T13:59:02Z,codex_cli_noninteractive_batch,blank_or_no_reported_statistic_consensus
