run_id,model_provider,model_id,model_version,procedure_id,prompt_version,temperature,seed,run_status,locked_output_path,raw_output_storage,notes
paper2_claude_full_allfamilies_1000_1499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_full_allfamilies_1000_1499_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored full-run shard 1000-1499 with no row-level CLI errors.
paper2_claude_full_allfamilies_1500_1999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_full_allfamilies_1500_1999_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored full-run shard 1500-1999 with no row-level CLI errors.
paper2_claude_full_allfamilies_2000_2499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_full_allfamilies_2000_2499_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored full-run shard 2000-2499 with no row-level CLI errors.
paper2_claude_full_allfamilies_2500_2999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_full_allfamilies_2500_2999_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored full-run shard 2500-2999 with no row-level CLI errors.
paper2_claude_full_allfamilies_3000_3499_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_full_allfamilies_3000_3499_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored full-run shard 3000-3499 with no row-level CLI errors.
paper2_claude_full_allfamilies_3500_3749_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_full_allfamilies_3500_3749_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored full-run shard 3500-3749 with no row-level CLI errors.
paper2_claude_full_allfamilies_3750_3999_20260606,anthropic,claude_code,2.1.165 (Claude Code),raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_full_allfamilies_3750_3999_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored full-run shard 3750-3999 with no row-level CLI errors.
paper2_codex_full_allfamilies_0150_0249_20260606,openai,codex_cli,codex-cli 0.137.0,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_full_allfamilies_0150_0249_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored hook-free full-run shard 0150-0249 with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_4000_4499_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_4000_4499_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard 4000-4499 with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_0250_0349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_0250_0349_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard 0250-0349 with no row-level CLI errors.
paper2_claude_sonnet_full_allfamilies_4500_4999_20260606,anthropic,claude:sonnet,2.1.165 (Claude Code); model_selector=sonnet,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_claude_sonnet_full_allfamilies_4500_4999_20260606.csv,private_or_local_raw_outputs_not_committed,Claude CLI generated and scored Sonnet full-run shard 4500-4999 with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_0350_0449_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_0350_0449_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard 0350-0449 with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_0450_0549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_0450_0549_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard 0450-0549 with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_0550_0649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_0550_0649_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard 0550-0649 with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_0650_0749_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_0650_0749_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard 0650-0749 with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_0750_0849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_0750_0849_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard 0750-0849 with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_0850_0949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_0850_0949_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard 0850-0949 with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_1050_1149_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_1050_1149_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_0950_1049_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_0950_1049_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_1150_1249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_1150_1249_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_1350_1449_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_1350_1449_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_1250_1349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_1250_1349_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_1450_1549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_1450_1549_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_1550_1649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_1550_1649_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_1750_1849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_1750_1849_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_1650_1749_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_1650_1749_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_1850_1949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_1850_1949_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_2050_2149_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_2050_2149_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_1950_2049_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_1950_2049_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_2150_2249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_2150_2249_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_2250_2349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_2250_2349_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_2350_2449_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_2350_2449_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_2450_2549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_2450_2549_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_2550_2649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_2550_2649_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_2650_2749_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_2650_2749_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_2750_2849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_2750_2849_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_2850_2949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_2850_2949_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_2950_3049_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_2950_3049_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_3050_3149_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_3050_3149_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_3150_3249_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_3150_3249_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_3250_3349_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_3250_3349_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_3350_3449_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_3350_3449_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_3450_3549_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_3450_3549_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_3550_3649_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_3550_3649_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_3650_3749_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_3650_3749_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_3750_3849_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_3750_3849_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_3850_3949_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_3850_3949_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
paper2_codex_gpt55_full_allfamilies_3950_4049_20260606,openai,codex:gpt-5.5,codex-cli 0.137.0; model_selector=gpt-5.5,raw_model_extraction_batch,paper2_task_family_prompt_v1_20260606,0,,full_shard_locked_scored,<REPO_ROOT>/data/04_extraction/05_llm_masem_substitution/locked_outputs/model_runs/paper2_codex_gpt55_full_allfamilies_3950_4049_20260606.csv,private_or_local_raw_outputs_not_committed,Codex CLI generated and scored GPT-5.5 full-run shard with no row-level CLI errors.
