record_id,title,year,doi_url,screening_decision,exclude_code,source
REC_00701,Adoption of artificial intelligence in higher education: a quantitative analysis using structural equation modelling,2020,https://doi.org/10.1007/s10639-020-10159-7,X,E7,Tab2_Blue
REC_06876,"University teachers' behavioral intentions of generative AI instructional use: the effects of AI literacy, GAI pedagogical relevance and organizational AI guidelines",2025,https://doi.org/10.1108/IJILT-10-2024-0229,X,,Tab2_Blue
REC_05926,Factors affecting EFL students' behavioral intention to use AI in EFL writing development,2025,https://doi.org/10.1080/17501229.2025.2563695,I,,Tab2_Blue
REC_02903,"Enhancing student acceptance of artificial intelligence-driven hybrid learning in business education: Interaction between self-efficacy, playfulness, emotional engagement, and university support",2025,https://doi.org/10.1016/j.ijme.2025.101184,X,,Tab2_Blue
REC_07972,"Modelling Generative AI Acceptance, Perceived Teachers' Enthusiasm and Self-Efficacy to English as a Foreign Language Learners' Well-Being in the Digital Era",2024,https://doi.org/10.1111/ejed.12770,X,,Tab2_Blue
REC_07602,College Teachers' Behavioral Intention to Adopt Artificial Intelligence-Assisted Teaching Systems,2024,https://doi.org/10.1109/ACCESS.2024.3445909,I,,Tab2_Blue
REC_00761,ChatGPT as a CALL tool in language education: A study of hedonic motivation adoption models in English learning environments,2024,https://doi.org/10.1007/s10639-024-12598-y,X,,Tab2_Blue
REC_00812,"AI for academic success: investigating the role of usability, enjoyment, and responsiveness in ChatGPT adoption",2025,https://doi.org/10.1007/s10639-025-13398-8,X,,Tab2_Blue
REC_07978,Modelling College Students' Acceptance to Use Generative Artificial Intelligence for Second Language Learning: A Theory of Planned Behaviour Perspective,2025,https://doi.org/10.1111/ejed.12923,X,,Tab2_Blue
REC_05775,Predictors of university students' acceptance of ChatGPT in Chinese academic context,2025,https://doi.org/10.1080/14703297.2025.2498530,I,,Tab2_Blue
REC_11025,ChatGPT adoption and digital entrepreneurial intentions: An empirical research based on the theory of planned behaviour,2024,https://doi.org/10.15678/EBER.2024.120208,X,,Tab2_Blue
REC_01255,Understanding pre-service teachers' acceptance of generative artificial intelligence: an extended technology acceptance model approach,2025,https://doi.org/10.1007/s11423-025-10495-w,I,,Tab2_Blue
REC_13681,Modeling Students' Perceptions of Chatbots in Learning: Integrating Technology Acceptance with the Value-Based Adoption Model,2023,https://doi.org/10.3390/educsci13111151,I,,Tab2_Blue
REC_13780,Modeling Student Acceptance of AI Technologies in Higher Education: A Hybrid SEM-ANN Approach,2025,https://doi.org/10.3390/fi17120581,I,,Tab2_Blue
REC_13284,Mediating effects of artificial intelligence on the relationship between academic engagement and mental health among Chinese college students,2024,https://doi.org/10.3389/fpsyg.2024.1477470,X,,Tab2_Blue
REC_02174,Exploring the role of intrinsic motivation in ChatGPT adoption to support active learning: An extension of the technology acceptance model,2023,https://doi.org/10.1016/j.caeai.2023.100178,I,,Tab2_Blue
REC_07054,Exploring factors influencing educators' adoption of ChatGPT: a mixed method approach,2024,https://doi.org/10.1108/ITSE-07-2023-0127,X,,Tab2_Blue
REC_08198,College Students' Behavioural Intentions of AI-Assisted Language Learning: Based on the Technology Acceptance Model,2025,https://doi.org/10.1111/jcal.70075,I,,Tab2_Blue
REC_05920,"Artificial intelligence as an assistive technology in language education: investigating TPACK, self-efficacy, and organisational support",2025,https://doi.org/10.1080/17483107.2025.2561927,X,,Tab2_Blue
REC_02186,"Exploring attitudes toward ChatGPT among college students: An empirical analysis of cognitive, affective, and behavioral components using path analysis",2024,https://doi.org/10.1016/j.caeai.2024.100320,X,,Tab2_Blue
REC_05414,"The (Un)Knowledgeable, the (Un)Skilled? Undertaking Chat-GPT Users' Benefit-Risk-Coping Paradox in Higher Education Focusing on an Integrated, UTAUT and PMT",2025,https://doi.org/10.1080/10447318.2024.2365028,I,,Tab2_Blue
REC_02728,Extended TAM based acceptance of AI-Powered ChatGPT for supporting metacognitive self-regulated learning in education: A mixed-methods study,2024,https://doi.org/10.1016/j.heliyon.2024.e29317,I,,Tab2_Blue
REC_11219,Unlocking the Future of Education: Empirical Insights into the Adoption of Generative AI in Higher Education,2025,https://doi.org/10.17705/1CAIS.05755,X,,Tab2_Blue
REC_12368,EMPOWERING FACULTY IN CREATIVE AND CULTURAL DISCIPLINES: AI LITERACY AND IMAGE GENERATOR INTEGRATION IN HIGHER EDUCATION,2025,https://doi.org/10.28945/5666,X,,Tab2_Blue
REC_07989,Development and Validation of the ICAP GenAI Scale to Measure How Graduate Students Integrate Generative AI Into Academic Research,2025,https://doi.org/10.1111/ejed.70209,X,,Tab2_Blue
REC_14116,Relative Advantage and Compatibility as Drivers of ChatGPT Adoption in Latin American Higher Education: A PLS SEM Study Towards Sustainable Digital Education,2025,https://doi.org/10.3390/su17188329,X,,Tab2_Blue
REC_06527,Perception of AI tool adoption and training: initial validation using GSEM method,2024,https://doi.org/10.1108/ACI-09-2024-0370,X,,Tab2_Blue
REC_08196,Factors Influencing University Students' Behavioural Intention to Use Generative Artificial Intelligence for Educational Purposes Based on a Revised UTAUT2 Model,2024,https://doi.org/10.1111/jcal.13105,I,,Tab1_IRR
REC_00828,Artificial intelligence facilitators in higher education institutions: A student-centric exploration with comparative analysis in Asian countries,2025,https://doi.org/10.1007/s10639-025-13513-9,X,E12,Tab1_IRR
REC_11281,Factors Affecting Students’ Willingness to Use Artificial Intelligence in University Settings,2024,https://doi.org/10.18178/ijiet.2024.14.12.2207,I,,Tab1_IRR
REC_02906,Integrating AI chatbots for enhancing academic support in business education: A SEM-Based study toward sustainable learning,2025,https://doi.org/10.1016/j.ijme.2025.101252,I,,Tab1_IRR
REC_13303,Exploring pre-service music teachers' acceptance of generative artificial intelligence: a PLS-SEM-ANN approach,2025,https://doi.org/10.3389/fpsyg.2025.1571279,I,,Tab1_IRR
REC_08960,Investigating the factors influencing the adoption and use of artificial intelligence applications among Pakistani university research scholars: An empirical study,2025,https://doi.org/10.1177/02666669251333147,I,,Tab1_IRR
REC_07318,Exploring the implementation of artificial intelligence applications among academic libraries in Taiwan,2024,https://doi.org/10.1108/LHT-03-2022-0159,X,,Tab1_IRR
REC_00801,Exploring the persistence of Open AI Adoption among users in Indian higher education: A fusion of TCT and TTF model,2025,https://doi.org/10.1007/s10639-024-13282-x,X,,Tab1_IRR
REC_06907,The relationship between artificial intelligence usage and academic performance of students at a Malaysian public university,2025,https://doi.org/10.1108/IJPCC-05-2025-0186,X,,Tab1_IRR
REC_14139,"Student Perceptions of Generative Artificial Intelligence: Investigating Utilization, Benefits, and Challenges in Higher Education",2024,https://doi.org/10.3390/systems12100385,X,,Tab1_IRR
REC_13714,Generative AI as a Cognitive Co-Pilot in English Language Learning in Higher Education,2025,https://doi.org/10.3390/educsci15060686,I,,Tab1_IRR
REC_07703,"Exploring the Effect of Generative AI on Social Sustainability Through Integrating AI Attributes, TPB, and T-EESST: A Deep Learning-Based Hybrid SEM-ANN Approach",2024,https://doi.org/10.1109/TEM.2024.3454169,X,,Tab1_IRR
REC_14681,AI and Academia: Navigating the Adoption of Artificial Intelligence in Universities,2025,https://files.eric.ed.gov/fulltext/EJ1462773.pdf,X,,Tab1_IRR
REC_07981,Giving Away the Immersive L2 Learning Experiences in GenAI-Mediated Contexts: The Contributions of Cognitive and Affective Factors,2025,https://doi.org/10.1111/ejed.70076,X,,Tab1_IRR
REC_01854,Acceptance and use of artificial intelligence for self-directed research learning among postgraduate students in Nigerian public universities,2025,https://doi.org/10.1007/s44217-025-00770-6,X,,Tab1_IRR
REC_09052,Implicit Expectations and Cognitive Construction: Dual Pathways Shaping Graduate Students' Sustained Engagement With Generative AI,2025,https://doi.org/10.1177/07356331251335185,X,,Tab1_IRR
REC_00899,Functional attitudes towards artificial intelligence among university students: Development of a scale and influencing factors,2025,https://doi.org/10.1007/s10734-025-01497-x,X,,Tab1_IRR
REC_07493,Adoption of artificial intelligence in higher education: a diffusion of innovation approach,2025,https://doi.org/10.1108/TQM-12-2024-0523,X,,Tab1_IRR
REC_02173,"Students' use of large language models in engineering education: A case study on technology acceptance, perceptions, efficacy, and detection chances",2023,https://doi.org/10.1016/j.caeai.2023.100172,X,,Tab1_IRR
REC_00818,Students' behavioural intention to use content generative AI for learning and research: A UTAUT theoretical perspective,2025,https://doi.org/10.1007/s10639-025-13441-8,I,,Tab1_IRR
REC_06064,The role of perceived trust and technology anxiety in intention to use technology tools in HEI: applying the modified UTAUT from user behavior context,2025,https://doi.org/10.1080/2331186X.2025.2597051,I,,Tab1_IRR
REC_06868,Exploring higher education students' continuance usage intention of ChatGPT: amalgamation of the information system success model and the stimulus-organism-response paradigm,2024,https://doi.org/10.1108/IJILT-01-2024-0006,X,,Tab1_IRR
REC_05486,To use or not to use ChatGPT in higher education? A study of students' acceptance and use of technology,2024,https://doi.org/10.1080/10494820.2023.2209881,I,,Tab1_IRR
REC_09769,"Integrating AI in medical education: a comprehensive study of medical students' attitudes, concerns, and behavioral intentions",2025,https://doi.org/10.1186/s12909-025-07177-9,X,,Tab1_IRR
REC_01945,Students' attitudes toward AI teaching assistants in education: Considering the role of characteristics and perceptions in Ha'il Saudi Arabia,2026,https://doi.org/10.1016/j.actpsy.2025.106096,X,E12,Tab1_IRR
REC_00090,Determinants of Adopting 3D Technology Integrated With Artificial Intelligence in STEM Higher Education: A UTAUT2 Model Approach,2025,https://doi.org/10.1002/cae.70019,I,,Tab1_IRR
REC_07104,Second language writing anxiety and ChatGPT adoption as an automated writing evaluation tool,2024,https://doi.org/10.1108/JARHE-06-2024-0260,I,,Tab1_IRR
REC_10884,Evaluating ChatGPT adoption through the lens of the technology acceptance model: perspectives from higher education,2024,https://doi.org/10.1504/IJTLID.2024.140316,X,,Tab1_IRR
REC_13721,A TAM-Based Analysis of Hong Kong Undergraduate Students' Attitudes Toward Generative AI in Higher Education and Employment,2025,https://doi.org/10.3390/educsci15070798,X,,Tab1_IRR
REC_12367,A STUDY OF CHINESE UNDERGRADUATE INTENTIONS TO PURCHASE AIGT EDUCATIONAL PRODUCTS: AN EMPIRICAL ANALYSIS BASED ON A MULTI-THEORETICAL MODEL,2025,https://doi.org/10.28945/5618,X,,Tab1_IRR
REC_00809,"Artificial intelligence teaching assistant adoption in university education: Key drivers through the ability, motivation and opportunity framework",2025,https://doi.org/10.1007/s10639-025-13360-8,I,,Tab1_IRR
REC_07992,Learning Motivation and Digital Literacy in AI Adoption for Self-Regulated English Learning,2025,https://doi.org/10.1111/ejed.70254,X,,Tab1_IRR
REC_14248,"Student acceptance of ChatGPT in higher education: A mixed-method study of attitudes, intentions, and concerns",2025,https://doi.org/10.37074/jalt.2025.8.2.7,I,,Tab1_IRR
REC_01761,"Factors driving ChatGPT continuance intention among higher education students: integrating motivation, social dynamics, and technology adoption",2025,https://doi.org/10.1007/s40692-024-00343-w,X,,Tab1_IRR
REC_00743,Investigating student acceptance of an academic advising chatbot in higher education institutions,2024,https://doi.org/10.1007/s10639-023-12076-x,I,,Tab1_IRR
REC_01833,Artificial intelligence adoption in higher education in Nigeria,2025,https://doi.org/10.1007/s44163-025-00452-0,X,,Tab1_IRR
REC_13552,Factors Influencing University Students' Continuance Intentions towards Self-Directed Learning Using Artificial Intelligence Tools: Insights from Structural Equation Modeling and Fuzzy-Set Qualitative Comparative Analysis,2024,https://doi.org/10.3390/app14188363,X,,Tab1_IRR
REC_12836,From threat perception to use hesitancy: examining college students' psychological barriers to generative AI adoption,2025,https://doi.org/10.3389/feduc.2025.1618850,X,,Tab1_IRR
