record_id,title,abstract,year,search_source,screen_decision_codex,screen_decision_gemini,screen_confidence_codex,screen_confidence_gemini,exclude_code_codex,exclude_code_gemini,rationale_codex,rationale_gemini,screen_consensus,oauth_auth_method_codex,oauth_auth_method_gemini,human1_decision,human2_decision,adjudicated_final_decision,exclude_code,decision_rationale,adjudicator_id,screening_tier,codex_retry2_model,consensus_note,review_priority,review_type
REC_00846,Unraveling the influential factors driving persistent adoption of ChatGPT in learning environments,"AI has transformed education by reshaping teaching and learning processes. ChatGPT plays a significant role in enhancing these processes; however, effective educator training is essential for its optimal use. Educators and researchers are increasingly adopting AI chatbots, expecting them to improve learning experiences and reduce teacher workload. This study aims to identify the factors contributing to ChatGPT's perceived value and analyze their impact on its continued usage among students. Additionally, the study introduces a new model and investigates the moderating effect of privacy risk on the relationship between perceived value and the continued use of ChatGPT. A total of 600 questionnaires were distributed to students enrolled in various universities in Malaysia, with 244 students indicating their willingness to continue using ChatGPT. Partial Least Squares Structural Equation Modeling was used to analyze the data. The findings suggest that perceived usefulness, perceived ease of use, problem-solving, idea generation, information quality, and effective learning are significant determinants of ChatGPT's continuous use among students, both directly and indirectly through perceived value. The results show that students benefit from ChatGPT in enhancing their performance, problem-solving, and idea generation. In line with concerns about privacy risks in online applications, the study reveals that privacy concerns affect ChatGPT's perceived value. Students prioritize its effectiveness as a study aid. Academic institutions can train students to use ChatGPT as a complementary learning tool, while instructors can leverage it to enhance their teaching practices.",2025,WoS; Scopus,include,include,0.94,1.0,,,"This is an empirical quantitative study (questionnaire; PLS-SEM) on ChatGPT adoption in higher education students, with continuous use as the focal adoption outcome. The reported sample appears adequate (n=244 analyzed) and PLS-SEM studies typically report standardized path coefficients suitable for meta-analytic effect-size extraction.","This is a quantitative empirical study using PLS-SEM to examine factors influencing the continued use of ChatGPT (AI) among university students in learning environments. It was published in 2025, has a sample size of 244, and indicates that effect size data (path coefficients) are available.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00848,Moderators of academic performance on the use of generative artificial intelligence,"This study investigates the relationship between academic performance and students' intent to use generative AI (GAI) for academic purposes, identifying a nonlinear, inverted U-shaped pattern where students with moderate academic performance exhibit the highest intent to use GAI. Drawing on the Yerkes-Dodson Law, this study suggests that moderate performers perceive GAI as a valuable learning aid, while high performers may see it as redundant, and low performers may lack the confidence or motivation to engage with it. Furthermore, this study examines the moderating roles of familiarity with GAI and academic integrity. Although familiarity with GAI did not significantly affect usage intent, academic integrity emerged as a crucial moderating factor. Specifically, lower-performing students with high academic integrity demonstrated greater intent to use GAI, viewing it as an ethical support tool for academic improvement. The study employs a quantitative survey methodology, collecting responses from 379 university students and analyzing the data using ANOVA and moderation analysis. These findings contribute to the broader discourse on technology adoption in educational settings, highlighting the ethical and motivational dimensions influencing students' engagement with AI tools. The study provides insights for educators and policymakers to develop strategies that ensure responsible and effective AI integration in academia.",2025,WoS; Scopus,include,uncertain,0.9,0.0,,,"The abstract describes a primary quantitative survey study of 379 university students focused on generative AI, with intent to use GAI as the adoption outcome in an educational context. It reports moderation analysis (likely yielding usable standardized coefficients/effect estimates), is in English, within 2015-2025, and appears to be peer-reviewed (WoS/Scopus indexed).","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_10884,Evaluating ChatGPT adoption through the lens of the technology acceptance model: perspectives from higher education,"This research delves into the complex landscape of technology adoption, focusing on ChatGPT 3.5, an influential AI language model within the education sector. This study utilises an extended technology acceptance model (TAM) to investigate the adoption perspectives of 352 students from 12 higher education institutions regarding ChatGPT. The analysis utilises confirmatory factor analysis (CFA) and structural equation modelling (SEM) using the AMOS 26. The findings reveal that response quality significantly influences the perceived ease of use (PEOU) of ChatGPT, but it does not directly impact perceived usefulness (PU). PEOU plays a pivotal role in shaping both PU and the overall attitude towards using ChatGPT. These findings underscore the importance of enhancing response quality and user-friendliness to promote ChatGPT adoption while also encouraging critical thinking to mitigate overreliance on AI tools. The conducted research offers valuable insights to application developers, educators, government and policymakers in the evolving landscape of AI integration in education. © © 2024 Inderscience Enterprises Ltd.",2024,Scopus,include,uncertain,0.95,0.0,,,"This is an empirical quantitative study of ChatGPT (AI focal) adoption in higher education using TAM with CFA/SEM on 352 students. The design and analyses strongly indicate standardized path coefficients are available, and the 2024 Scopus-indexed journal source fits the target window and likely peer-reviewed criteria.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00847,Does perceived risk of AI matter? teachers' AI literacy and institutional support: perspective from self-determination theory,"Artificial Intelligence (AI), based on neural networks, has been incorporated into higher education curricula in the past few years. It consists of natural language processing, machine learning, and robotics. Students in the higher education sector have been starting to use AI in their learning. However, some teachers still need to be convinced to use AI tools. Hence, teachers' AI ability have to be improved. This study examines the role of institutional support in developing teachers' AI literacy from the self-determination theory perspective. A cross-sectional survey was conducted in August and September 2024 from 123 teachers of a self-finance institution in Hong Kong. It was found that perceived autonomy, and perceived competence were associated with AI literacy. Perceived risk of AI negatively influenced AI acceptance and countered balanced by AI literacy, which was positive associated AI acceptance. AI literacy was associated with the intention to use AI in the teaching practice. AI acceptance partially mediates the relationship between AI literacy and the intention to use AI in teaching. Our paper contributes to the existing literature on how to develop teachers' AI literacy in higher education. Policy makers can facilitate comprehensive support strategies to promote AI adoption, address concerns, fulfill teachers' psychological needs, and minimize perceived risks associated with AI tools.",2025,WoS; Scopus,include,uncertain,0.93,0.0,,,"This is an empirical quantitative survey study (n=123 teachers, 2024 data collection) in a higher-education context with AI as the focal technology. It measures AI acceptance and intention to use AI, and the reported associations/mediation indicate likely availability of standardized path/effect-size data.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07318,Exploring the implementation of artificial intelligence applications among academic libraries in Taiwan,"Purpose This study explored the different artificial intelligence (AI) applications used in academic libraries and the key factors and impediments related to their implementation. Design/methodology/approach The author applied quantitative research methods in the form of a questionnaire, using both open and closed questions. A total of 472 valid questionnaires were received from academic librarians. Findings The author sought responses from librarians who had implemented AI applications and those who had not, identifying the types of AI applications implemented, key factors relating to their implementation, and impediments to promoting AI. Gaps were identified between the level of support for AI applications and the negative effect of the impediments. Furthermore, the more extensive the individual and organizational knowledge activities performed by the librarians and libraries held, the more positive the attitude was librarians' attitude toward AI applications in their libraries. However, librarians recognized that AI applications are inevitable, but indicated that the difficulties of in execution have hampered the adoption of AI. Research limitations/implications The sample data were collected in Taiwan; therefore, the data may only represent the views of Taiwanese academic librarians on AI applications. The results of this study may not apply to librarians worldwide; however, they may provide a useful reference. Practical implications The results revealed the top four AI applications that libraries would most likely implement in the near future. Therefore, AI application developers and suppliers can prioritize the promotion of these products for to academic libraries. This study revealed that funding and costs related to AI implementation were discovered to be key factors relating to implementing AI applications. Some impediments to the implementation of AI applications relate to technological problems. Several librarians suggested that managers should invest more resources at an early stage rather than reducing cutting back on human resources initially. Although worries regarding privacy and ethics were mentioned expressed by some respondents, most academic librarians did not regard these to be major concerns. Originality/value This study provides the perspectives of librarians who have implemented AI applications and of those who have not. In addition, it explores the advantages and disadvantages of AI applications, and the level of support for and impact of AI applications and promotions. This study also included a gap analysis. Moreover, individual and organizational knowledge activity scales were adopted to examine AI awareness and the perceptions of academic librarians.",2024,WoS; Scopus,include,include,0.87,0.95,,,"This is a quantitative primary-data study (questionnaire) of AI implementation in academic libraries with a large sample (n=472) in an educational context. It measures implementation/adoption-related attitudes and factors, and the relational findings imply analyzable effect-size data is likely available in the full paper.","This is a quantitative study on AI implementation and adoption in academic libraries (education context) with a sample size of 472, published in 2024. It is highly likely to contain effect size data.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00849,University students' perceptions of the impact of artificial intelligence in the business sector on their educational and professional development,"Understanding students' perceptions of Artificial Intelligence (AI) is crucial for integrating AI into education and aligning it with professional expectations. This study investigates how university students' perceptions of AI influence their educational and professional development, a previously unexplored relationship, emphasizing the demand for AI training through Partial Least Squares Structural Equation Modeling (PLS-SEM) analysis on 725 students. The present research offers novel insights into the mediating effects of professional development and the nonlinear role of fear in shaping AI training demand. Findings indicate that students view AI implementation in companies as enhancing business performance through automation and optimized decision-making, thus improving learning and professional development opportunities. High-performing companies are seen as offering valuable internships and motivating students to enhance their skills, thereby increasing the demand for AI training. Students with prior AI knowledge feel more confident and require less additional training. Conversely, perceived risks associated with AI may incentivize academic engagement under certain conditions, but excessive fear may cause mental blocks, reducing participation in educational programs and interest in AI training. This study provides a comprehensive view of how students' perceptions of AI affect their academic and professional paths. These findings offer concrete guidance for curriculum designers and educators aiming to foster AI literacy and pedagogical strategies aligned with technological transformation in business and education. It highlights the importance of educational strategies that incorporate realistic applications and limitations of AI, preparing students for the safe and effective use of technology in their careers. These findings emphasize the need to adapt curricula to the realities of AI in the future workplace.",2025,WoS; Scopus,include,uncertain,0.94,0.0,,,"This is an empirical quantitative study (PLS-SEM) with primary data from 725 university students, focused specifically on AI in an educational/professional development context. It appears to measure adoption-related outcomes (e.g., demand/interest in AI training) and, given PLS-SEM, likely reports standardized path coefficients suitable for meta-analytic effect-size extraction.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_07324,Exploring the factors of students' intention to participate in AI software development,"Purpose Although many universities have begun to provide artificial intelligence (AI)-related courses for students, the influence of the course on students' intention to participate in the development of AI-related products/services needs to be verified. In order to explore the factors that influence students' participation in AI services and system development, this study uses self-efficacy, AI literacy, and the theory of planned behaviour (TPB) to investigate students' intention to engage in AI software development. Design/methodology/approach The questionnaire was distributed online to collect university students' responses in central Taiwan. The research model and eleven hypotheses are tested using 151 responses. The testing process adopted SmartPLS 3.3 and SPSS 26 software. Findings AI programming self-efficacy, AI literacy, and course satisfaction directly affected the intention to participate in AI software development. Moreover, course playfulness significantly affected course satisfaction and AI literacy. However, course usefulness positively affected course satisfaction but did not significantly affect AI literacy and AI programming self-efficacy. Originality/value The model improves our comprehension of the influence of AI literacy and AI programming self-efficacy on the intention. Moreover, the effects of AI course usefulness and playfulness on literacy and self-efficacy were verified. The findings and insights can help design the AI-related course and encourage university students to participate in AI software development. The study concludes with suggestions for course design for AI course instructors or related educators.",2024,WoS; Scopus,include,include,0.94,1.0,,,"This is an empirical quantitative study of university students (n=151) focused on AI-specific constructs and intention to participate in AI software development, which matches the adoption/intention outcome requirement in an educational context. Use of SmartPLS with hypothesis testing strongly suggests standardized path coefficients are available, and the 2024 publication year is within the target window.","This empirical quantitative study from 2024 examines university students' intention to participate in AI software development, utilizing SmartPLS with a sufficient sample size of 151, strongly suggesting the availability of effect size data.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_15399,ARTIFICIAL INTELLIGENCE (AI) LITERACY AMONG TEACHERS: THE CASE OF ITMO UNI-VERSITY,"The rapid spread of AI-based technologies in higher education requires rethinking the educator's role and developing new digital competencies. This study investigates the forms and frequency of AI adoption in teaching, educators' trust in AI-generated outcomes, and their readiness to supervise AI-driven student learning. Conducted at ITMO University, the research surveyed 109 faculty members across engineering, humanities, natural sciences, and economics. Using correlation and cluster analysis, the study identified three educator profiles: enthusiasts, observers, and skeptics. Results show that while most faculty use AI tools primarily for lesson planning and content generation, concerns about academic integrity and lack of regulatory frameworks remain significant barriers. At the same time, many educators expressed willingness to invest in professional development. Based on these findings, the AI-EduPro training program was developed, offering a scalable model for enhancing faculty digital skills. The study concludes that effective AI integration requires both technical literacy and ethical awareness.",2025,WoS,include,uncertain,0.9,0.0,,,"This is a quantitative faculty survey study (n=109) in a higher-education context focused on AI adoption, trust, and readiness, which are adoption-related outcomes. The abstract explicitly mentions correlation analysis, making effect-size data (e.g., correlations/standardized relationships) likely available.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_00854,AI-driven academic engagement in fine arts education: the chain-mediating roles of self-efficacy and achievement emotions,"The integration of Artificial Intelligence (AI) into fine arts education has reshaped students' academic engagement, but the mechanisms underlying this influence remain underexplored. Grounded in Social Cognitive Theory And Control-Value Theory, to examine the mechanism of AI-driven academic engagement, we first collected survey data from 2,826 fine arts students across 18 Chinese universities and then analyzed it using a Structural Equation Model. The results reveal that AI usage enhances engagement through both a substantial direct effect (beta = 0.298) and multiple indirect pathways. Among the mediators, achievement emotions (indirect effect beta = 0.189) emerged as a significantly more powerful pathway than self-efficacy (beta = 0.074). The study also validates a sequential chain-mediation pathway (AI usage -> self-efficacy -> achievement emotions -> academic engagement in art practice), clarifying the process by which cognitive gains translate into affective drivers of engagement. The key practical implication is that to maximize engagement, educators should strategically manage the full sequential pathway, leveraging AI-driven enhancements in self-efficacy as a foundational step to cultivate positive achievement emotions, which this study identifies as the most potent mediating factor.",2025,WoS; Scopus,include,include,0.92,1.0,,,"This is an empirical quantitative survey study in an educational population (fine arts students) with AI usage as a focal construct, analyzed via SEM with standardized beta effects reported. It is in English, within 2015-2025 (2025), and has a large sample (n=2,826), making effect-size extraction likely feasible.","This empirical quantitative study from 2025 with n=2826 examines AI usage influencing academic engagement in fine arts education, reporting beta coefficients via SEM. All inclusion criteria are met.",include,oauth,oauth,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_15409,The Impact of Artificial Intelligence Usage on Ethical Behaviour and Scientific Research: Does Gender Make a Difference?,"Marked by rapid technological advances and gender diversity, universities are more than ever concerned about the state of the value system of the players involved in the educational and scientific research process. The risks to which AI exposes universities are diverse. Indeed, unhealthy use of AI runs the risk of turning ethics into an academic and scientific mirage. Based on a quantitative study of 239 academics from Tunisian universities in Tunis, Nabeul and Sousse, the key findings of SEM revealed that the use of artificial intelligence among male academics significantly and positively influences scientific research but significantly and negatively influences their ethical behaviour. The latter was found to significantly and negatively influences their scientific research. For female academics, the use of artificial intelligence significantly and positively influences both scientific research and ethical behaviour. The latter was found to significantly and positively influence scientific research. Unlike their male counterparts, female academics produce fewer scientific works. However, for them, ethics is of paramount importance and governs their scientific research practices. For women academics, ethics is not limited to a set of academic norms but symbolises a deeper reflection of the values that underpin their behaviour in scientific research. The results have implications for academics and decision-makers on the impact of ethics as a mediator between artificial intelligence usage and scientific research.",2025,WoS,include,uncertain,0.89,0.0,,,"This is a quantitative SEM study with primary data from 239 university academics, with AI usage as a focal construct in an educational context. The abstract indicates path-based results (significant effects), making standardized coefficients likely available, and the 2025 publication year is within scope.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
REC_10950,Understanding university students' adoption of ChatGPT: A TAM-based exploration of key factors,"The rapid rise of AI chatbots like ChatGPT has spurred growing interest in understanding the factors that influence their adoption, especially in educational settings. This study focuses on identifying the key elements that shape university students' intentions to use ChatGPT, using the technology acceptance model (TAM) as the theoretical foundation. The research integrates core constructs such as perceived ease of use (PEU), perceived usefulness (PU), perceived risk, trust, and technostress to examine their influence on the intention to use (IU) ChatGPT. Survey data from Indian university students were analyzed using the Smart PLS structural equation modeling technique. The findings reveal significant relationships between PEU, PU, and IU. Specifically, PEU emerged as a strong determinant of both PU and IU, underlining the importance of a user-friendly, intuitive interface in promoting ChatGPT adoption. Additionally, perceived risk was found to negatively impact IU, suggesting that addressing concerns related to privacy and misinformation is crucial for fostering trust and encouraging use. Although technostress had a smaller effect, it still played a notable role, indicating that the stress associated with using new technologies needs to be managed effectively through support mechanisms. Interestingly, trust did not significantly affect IU, challenging assumptions about its role in AI-driven technology adoption. This raises important questions about the specific factors that contribute to trust in such tools. The study's findings reaffirm the relevance of TAM constructs in understanding ChatGPT adoption while also highlighting the importance of emotional and cognitive factors, such as perceived risk and stress. These findings contribute to the growing academic discussion surrounding AI chatbot adoption and offer actionable insights for AI developers, educators, and policymakers. This research highlights the importance of addressing both technical and emotional factors to ensure broader acceptance and effective use of AI technologies like ChatGPT in learning environments.",2025,WoS; Scopus,include,uncertain,0.88,0.0,,,"The abstract describes a quantitative survey of university students using TAM constructs to predict intention to use ChatGPT, with SmartPLS SEM and reported significant paths, which strongly fits AI adoption meta-analysis criteria. Sample size is not stated in the abstract, so adequacy should be verified in the full text.","gemini-flash empty response: Loaded cached credentials.
Error when talking to Gemini API Full report available at: /var/folders/g",include,oauth,retry_gemini-2.5-flash,,,,,,,T3_dual_ai,,,HIGH,include_confirm
